customer_id,instrument_id,first_used,last_used,source
C02167,P08940,2025-01-01,2026-08-01,baseline
C02168,P09879,2025-01-01,2026-08-01,baseline
C02169,P02545,2025-01-01,2026-08-01,baseline
C02170,P04909,2025-01-01,2026-08-01,baseline
C02171,P04361,2025-01-01,2026-08-01,baseline
C02172,P04856,2025-01-01,2026-08-01,baseline
C02173,P01479,2025-01-01,2026-08-01,baseline
C02174,P00478,2025-01-01,2026-08-01,baseline
C02175,P05574,2025-01-01,2026-08-01,baseline
C02176,P00899,2025-01-01,2026-08-01,baseline
C02177,P00643,2025-01-01,2026-08-01,baseline
C02178,P03336,2025-01-01,2026-08-01,baseline
C02179,P07020,2025-01-01,2026-08-01,baseline
C02180,P07321,2025-01-01,2026-08-01,baseline
C02181,P06872,2025-01-01,2026-08-01,baseline
C02182,P06723,2025-01-01,2026-08-01,baseline
C02183,P00975,2025-01-01,2026-08-01,baseline
C02184,P08102,2025-01-01,2026-08-01,baseline
C02185,P06647,2025-01-01,2026-08-01,baseline
C02186,P04157,2025-01-01,2026-08-01,baseline
C02187,P05036,2025-01-01,2026-08-01,baseline
C02188,P07699,2025-01-01,2026-08-01,baseline
C02189,P06578,2025-01-01,2026-08-01,baseline
C02190,P02710,2025-01-01,2026-08-01,baseline
C02191,P06598,2025-01-01,2026-08-01,baseline
C02192,P09186,2025-01-01,2026-08-01,baseline
C02193,P01944,2025-01-01,2026-08-01,baseline
C02194,P06120,2025-01-01,2026-08-01,baseline
C02195,P03581,2025-01-01,2026-08-01,baseline
C02196,P03680,2025-01-01,2026-08-01,baseline
C02197,P00447,2025-01-01,2026-08-01,baseline
C02198,P06295,2025-01-01,2026-08-01,baseline
C02199,P00554,2025-01-01,2026-08-01,baseline
C02200,P05136,2025-01-01,2026-08-01,baseline
C02201,P03418,2025-01-01,2026-08-01,baseline
C02202,P07193,2025-01-01,2026-08-01,baseline
C02203,P06877,2025-01-01,2026-08-01,baseline
C02204,P08088,2025-01-01,2026-08-01,baseline
C02205,P07670,2025-01-01,2026-08-01,baseline
C02206,P07339,2025-01-01,2026-08-01,baseline
C02207,P01292,2025-01-01,2026-08-01,baseline
C02208,P00498,2025-01-01,2026-08-01,baseline
C02209,P09460,2025-01-01,2026-08-01,baseline
C02210,P01703,2025-01-01,2026-08-01,baseline
C02211,P01787,2025-01-01,2026-08-01,baseline
C02212,P08177,2025-01-01,2026-08-01,baseline
C02213,P08912,2025-01-01,2026-08-01,baseline
C02214,P03281,2025-01-01,2026-08-01,baseline
C02215,P01875,2025-01-01,2026-08-01,baseline
C02216,P05556,2025-01-01,2026-08-01,baseline
C02217,P07578,2025-01-01,2026-08-01,baseline
C02218,P07183,2025-01-01,2026-08-01,baseline
C02219,P07103,2025-01-01,2026-08-01,baseline
C02220,P05214,2025-01-01,2026-08-01,baseline
C02221,P03972,2025-01-01,2026-08-01,baseline
C02222,P02659,2025-01-01,2026-08-01,baseline
C02223,P05741,2025-01-01,2026-08-01,baseline
C02224,P08924,2025-01-01,2026-08-01,baseline
C02225,P03192,2025-01-01,2026-08-01,baseline
C02226,P02505,2025-01-01,2026-08-01,baseline
C02227,P00118,2025-01-01,2026-08-01,baseline
C02228,P07339,2025-01-01,2026-08-01,baseline
C02229,P03460,2025-01-01,2026-08-01,baseline
C02230,P03885,2025-01-01,2026-08-01,baseline
C02231,P06716,2025-01-01,2026-08-01,baseline
C02232,P05554,2025-01-01,2026-08-01,baseline
C02233,P05087,2025-01-01,2026-08-01,baseline
C02234,P05203,2025-01-01,2026-08-01,baseline
C02235,P06406,2025-01-01,2026-08-01,baseline
C02236,P00846,2025-01-01,2026-08-01,baseline
C02237,P00660,2025-01-01,2026-08-01,baseline
C02238,P05734,2025-01-01,2026-08-01,baseline
C02239,P09491,2025-01-01,2026-08-01,baseline
C02240,P09002,2025-01-01,2026-08-01,baseline
C02241,P05660,2025-01-01,2026-08-01,baseline
C02242,P03921,2025-01-01,2026-08-01,baseline
C02243,P08957,2025-01-01,2026-08-01,baseline
C02244,P01582,2025-01-01,2026-08-01,baseline
C02245,P01370,2025-01-01,2026-08-01,baseline
C02246,P03800,2025-01-01,2026-08-01,baseline
C02247,P05476,2025-01-01,2026-08-01,baseline
C02248,P00990,2025-01-01,2026-08-01,baseline
C02249,P04343,2025-01-01,2026-08-01,baseline
C02250,P07002,2025-01-01,2026-08-01,baseline
C02251,P00889,2025-01-01,2026-08-01,baseline
C02252,P02373,2025-01-01,2026-08-01,baseline
C02253,P05821,2025-01-01,2026-08-01,baseline
C02254,P08047,2025-01-01,2026-08-01,baseline
C02255,P08579,2025-01-01,2026-08-01,baseline
C02256,P08438,2025-01-01,2026-08-01,baseline
C02257,P09355,2025-01-01,2026-08-01,baseline
C02258,P09346,2025-01-01,2026-08-01,baseline
C02259,P02105,2025-01-01,2026-08-01,baseline
C02260,P00757,2025-01-01,2026-08-01,baseline
C02261,P03553,2025-01-01,2026-08-01,baseline
C02262,P09208,2025-01-01,2026-08-01,baseline
C02263,P07700,2025-01-01,2026-08-01,baseline
C02264,P01738,2025-01-01,2026-08-01,baseline
C02265,P05190,2025-01-01,2026-08-01,baseline
C02266,P09301,2025-01-01,2026-08-01,baseline
C02267,P02169,2025-01-01,2026-08-01,baseline
C02268,P04356,2025-01-01,2026-08-01,baseline
C02269,P05622,2025-01-01,2026-08-01,baseline
C02270,P09274,2025-01-01,2026-08-01,baseline
C02271,P01957,2025-01-01,2026-08-01,baseline
C02272,P04886,2025-01-01,2026-08-01,baseline
C02273,P06759,2025-01-01,2026-08-01,baseline
C02274,P09377,2025-01-01,2026-08-01,baseline
C02275,P04835,2025-01-01,2026-08-01,baseline
C02276,P01021,2025-01-01,2026-08-01,baseline
C02277,P06805,2025-01-01,2026-08-01,baseline
C02278,P09882,2025-01-01,2026-08-01,baseline
C02279,P07446,2025-01-01,2026-08-01,baseline
C02280,P05937,2025-01-01,2026-08-01,baseline
C02281,P05177,2025-01-01,2026-08-01,baseline
C02282,P09863,2025-01-01,2026-08-01,baseline
C02283,P09546,2025-01-01,2026-08-01,baseline
C02284,P00051,2025-01-01,2026-08-01,baseline
C02285,P02409,2025-01-01,2026-08-01,baseline
C02286,P01625,2025-01-01,2026-08-01,baseline
C02287,P07974,2025-01-01,2026-08-01,baseline
C02288,P05005,2025-01-01,2026-08-01,baseline
C02289,P09242,2025-01-01,2026-08-01,baseline
C02290,P03198,2025-01-01,2026-08-01,baseline
C02291,P06531,2025-01-01,2026-08-01,baseline
C02292,P07384,2025-01-01,2026-08-01,baseline
C02293,P04827,2025-01-01,2026-08-01,baseline
C02294,P05783,2025-01-01,2026-08-01,baseline
C02295,P09910,2025-01-01,2026-08-01,baseline
C02296,P07444,2025-01-01,2026-08-01,baseline
C02297,P03393,2025-01-01,2026-08-01,baseline
C02298,P06139,2025-01-01,2026-08-01,baseline
C02299,P00787,2025-01-01,2026-08-01,baseline
C02300,P00499,2025-01-01,2026-08-01,baseline
C02301,P02598,2025-01-01,2026-08-01,baseline
C02302,P07488,2025-01-01,2026-08-01,baseline
C02303,P08877,2025-01-01,2026-08-01,baseline
C02304,P01300,2025-01-01,2026-08-01,baseline
C02305,P02242,2025-01-01,2026-08-01,baseline
C02306,P00406,2025-01-01,2026-08-01,baseline
C02307,P06864,2025-01-01,2026-08-01,baseline
C02308,P09328,2025-01-01,2026-08-01,baseline
C02309,P04629,2025-01-01,2026-08-01,baseline
C02310,P02484,2025-01-01,2026-08-01,baseline
C02311,P01736,2025-01-01,2026-08-01,baseline
C02312,P01807,2025-01-01,2026-08-01,baseline
C02313,P02273,2025-01-01,2026-08-01,baseline
C02314,P04048,2025-01-01,2026-08-01,baseline
C02315,P09049,2025-01-01,2026-08-01,baseline
C02316,P04891,2025-01-01,2026-08-01,baseline
C02317,P06981,2025-01-01,2026-08-01,baseline
C02318,P06629,2025-01-01,2026-08-01,baseline
C02319,P04520,2025-01-01,2026-08-01,baseline
C02320,P05825,2025-01-01,2026-08-01,baseline
C02321,P01414,2025-01-01,2026-08-01,baseline
C02322,P01342,2025-01-01,2026-08-01,baseline
C02323,P04164,2025-01-01,2026-08-01,baseline
C02324,P00532,2025-01-01,2026-08-01,baseline
C02325,P09358,2025-01-01,2026-08-01,baseline
C02326,P03893,2025-01-01,2026-08-01,baseline
C02327,P04171,2025-01-01,2026-08-01,baseline
C02328,P04266,2025-01-01,2026-08-01,baseline
C02329,P01084,2025-01-01,2026-08-01,baseline
C02330,P06722,2025-01-01,2026-08-01,baseline
C02331,P00734,2025-01-01,2026-08-01,baseline
C02332,P00616,2025-01-01,2026-08-01,baseline
C02333,P06715,2025-01-01,2026-08-01,baseline
C02334,P01539,2025-01-01,2026-08-01,baseline
C02335,P01681,2025-01-01,2026-08-01,baseline
C02336,P00324,2025-01-01,2026-08-01,baseline
C02337,P07013,2025-01-01,2026-08-01,baseline
C02338,P03750,2025-01-01,2026-08-01,baseline
C02339,P09165,2025-01-01,2026-08-01,baseline
C02340,P02309,2025-01-01,2026-08-01,baseline
C02341,P00631,2025-01-01,2026-08-01,baseline
C02342,P04207,2025-01-01,2026-08-01,baseline
C02343,P00749,2025-01-01,2026-08-01,baseline
C02344,P03594,2025-01-01,2026-08-01,baseline
C02345,P01014,2025-01-01,2026-08-01,baseline
C02346,P01796,2025-01-01,2026-08-01,baseline
C02347,P01714,2025-01-01,2026-08-01,baseline
C02348,P02622,2025-01-01,2026-08-01,baseline
C02349,P00626,2025-01-01,2026-08-01,baseline
C02350,P09269,2025-01-01,2026-08-01,baseline
C02351,P05487,2025-01-01,2026-08-01,baseline
C02352,P00407,2025-01-01,2026-08-01,baseline
C02353,P00386,2025-01-01,2026-08-01,baseline
C02354,P04673,2025-01-01,2026-08-01,baseline
C02355,P07301,2025-01-01,2026-08-01,baseline
C02356,P00902,2025-01-01,2026-08-01,baseline
C02357,P00535,2025-01-01,2026-08-01,baseline
C02358,P03851,2025-01-01,2026-08-01,baseline
C02359,P08372,2025-01-01,2026-08-01,baseline
C02360,P00020,2025-01-01,2026-08-01,baseline
C02361,P01470,2025-01-01,2026-08-01,baseline
C02362,P09595,2025-01-01,2026-08-01,baseline
C02363,P09646,2025-01-01,2026-08-01,baseline
C02364,P01147,2025-01-01,2026-08-01,baseline
C02365,P03386,2025-01-01,2026-08-01,baseline
C02366,P01004,2025-01-01,2026-08-01,baseline
C02367,P00445,2025-01-01,2026-08-01,baseline
C02368,P06363,2025-01-01,2026-08-01,baseline
C02369,P08903,2025-01-01,2026-08-01,baseline
C02370,P06812,2025-01-01,2026-08-01,baseline
C02371,P06789,2025-01-01,2026-08-01,baseline
C02372,P07680,2025-01-01,2026-08-01,baseline
C02373,P06188,2025-01-01,2026-08-01,baseline
C02374,P03034,2025-01-01,2026-08-01,baseline
C02375,P02014,2025-01-01,2026-08-01,baseline
C02376,P01721,2025-01-01,2026-08-01,baseline
C02377,P03976,2025-01-01,2026-08-01,baseline
C02378,P08831,2025-01-01,2026-08-01,baseline
C02379,P08756,2025-01-01,2026-08-01,baseline
C02380,P05642,2025-01-01,2026-08-01,baseline
C02381,P09721,2025-01-01,2026-08-01,baseline
C02382,P06707,2025-01-01,2026-08-01,baseline
C02383,P03830,2025-01-01,2026-08-01,baseline
C02384,P05825,2025-01-01,2026-08-01,baseline
C02385,P05199,2025-01-01,2026-08-01,baseline
C02386,P06207,2025-01-01,2026-08-01,baseline
C02387,P07185,2025-01-01,2026-08-01,baseline
C02388,P05265,2025-01-01,2026-08-01,baseline
C02389,P01328,2025-01-01,2026-08-01,baseline
C02390,P09768,2025-01-01,2026-08-01,baseline
C02391,P05863,2025-01-01,2026-08-01,baseline
C02392,P00341,2025-01-01,2026-08-01,baseline
C02393,P04981,2025-01-01,2026-08-01,baseline
C02394,P09860,2025-01-01,2026-08-01,baseline
C02395,P07063,2025-01-01,2026-08-01,baseline
C02396,P06737,2025-01-01,2026-08-01,baseline
C02397,P09346,2025-01-01,2026-08-01,baseline
C02398,P07658,2025-01-01,2026-08-01,baseline
C02399,P08245,2025-01-01,2026-08-01,baseline
C02400,P00194,2025-01-01,2026-08-01,baseline
C02401,P03994,2025-01-01,2026-08-01,baseline
C02402,P06948,2025-01-01,2026-08-01,baseline
C02403,P04753,2025-01-01,2026-08-01,baseline
C02404,P00699,2025-01-01,2026-08-01,baseline
C02405,P03850,2025-01-01,2026-08-01,baseline
C02406,P00047,2025-01-01,2026-08-01,baseline
C02407,P01653,2025-01-01,2026-08-01,baseline
C02408,P05839,2025-01-01,2026-08-01,baseline
C02409,P00889,2025-01-01,2026-08-01,baseline
C02410,P03643,2025-01-01,2026-08-01,baseline
C02411,P08320,2025-01-01,2026-08-01,baseline
C02412,P00331,2025-01-01,2026-08-01,baseline
C02413,P04105,2025-01-01,2026-08-01,baseline
C02414,P00225,2025-01-01,2026-08-01,baseline
C02415,P02493,2025-01-01,2026-08-01,baseline
C02416,P03225,2025-01-01,2026-08-01,baseline
C02417,P02104,2025-01-01,2026-08-01,baseline
C02418,P04092,2025-01-01,2026-08-01,baseline
C02419,P00843,2025-01-01,2026-08-01,baseline
C02420,P07389,2025-01-01,2026-08-01,baseline
C02421,P03250,2025-01-01,2026-08-01,baseline
C02422,P04128,2025-01-01,2026-08-01,baseline
C02423,P07650,2025-01-01,2026-08-01,baseline
C02424,P02143,2025-01-01,2026-08-01,baseline
C02425,P06390,2025-01-01,2026-08-01,baseline
C02426,P03804,2025-01-01,2026-08-01,baseline
C02427,P05277,2025-01-01,2026-08-01,baseline
C02428,P06227,2025-01-01,2026-08-01,baseline
C02429,P07102,2025-01-01,2026-08-01,baseline
C02430,P07121,2025-01-01,2026-08-01,baseline
C02431,P07945,2025-01-01,2026-08-01,baseline
C02432,P04464,2025-01-01,2026-08-01,baseline
C02433,P06634,2025-01-01,2026-08-01,baseline
C02434,P04301,2025-01-01,2026-08-01,baseline
C02435,P04851,2025-01-01,2026-08-01,baseline
C02436,P05586,2025-01-01,2026-08-01,baseline
C02437,P08017,2025-01-01,2026-08-01,baseline
C02438,P00681,2025-01-01,2026-08-01,baseline
C02439,P08347,2025-01-01,2026-08-01,baseline
C02440,P06919,2025-01-01,2026-08-01,baseline
C02441,P03903,2025-01-01,2026-08-01,baseline
C02442,P07113,2025-01-01,2026-08-01,baseline
C02443,P01154,2025-01-01,2026-08-01,baseline
C02444,P08517,2025-01-01,2026-08-01,baseline
C02445,P00671,2025-01-01,2026-08-01,baseline
C02446,P02909,2025-01-01,2026-08-01,baseline
C02447,P03990,2025-01-01,2026-08-01,baseline
C02448,P08742,2025-01-01,2026-08-01,baseline
C02449,P06150,2025-01-01,2026-08-01,baseline
C02450,P04289,2025-01-01,2026-08-01,baseline
C02451,P01238,2025-01-01,2026-08-01,baseline
C02452,P00912,2025-01-01,2026-08-01,baseline
C02453,P01501,2025-01-01,2026-08-01,baseline
C02454,P03551,2025-01-01,2026-08-01,baseline
C02455,P02801,2025-01-01,2026-08-01,baseline
C02456,P02518,2025-01-01,2026-08-01,baseline
C02457,P05560,2025-01-01,2026-08-01,baseline
C02458,P03760,2025-01-01,2026-08-01,baseline
C02459,P06334,2025-01-01,2026-08-01,baseline
C02460,P02463,2025-01-01,2026-08-01,baseline
C02461,P08960,2025-01-01,2026-08-01,baseline
C02462,P05191,2025-01-01,2026-08-01,baseline
C02463,P07648,2025-01-01,2026-08-01,baseline
C02464,P03159,2025-01-01,2026-08-01,baseline
C02465,P06130,2025-01-01,2026-08-01,baseline
C02466,P08241,2025-01-01,2026-08-01,baseline
C02467,P04671,2025-01-01,2026-08-01,baseline
C02468,P04893,2025-01-01,2026-08-01,baseline
C02469,P01267,2025-01-01,2026-08-01,baseline
C02470,P02255,2025-01-01,2026-08-01,baseline
C02471,P01324,2025-01-01,2026-08-01,baseline
C02472,P00098,2025-01-01,2026-08-01,baseline
C02473,P06871,2025-01-01,2026-08-01,baseline
C02474,P04165,2025-01-01,2026-08-01,baseline
C02475,P00133,2025-01-01,2026-08-01,baseline
C02476,P08528,2025-01-01,2026-08-01,baseline
C02477,P00447,2025-01-01,2026-08-01,baseline
C02478,P06773,2025-01-01,2026-08-01,baseline
C02479,P02414,2025-01-01,2026-08-01,baseline
C02480,P01040,2025-01-01,2026-08-01,baseline
C02481,P05916,2025-01-01,2026-08-01,baseline
C02482,P09881,2025-01-01,2026-08-01,baseline
C02483,P06634,2025-01-01,2026-08-01,baseline
C02484,P02990,2025-01-01,2026-08-01,baseline
C02485,P08976,2025-01-01,2026-08-01,baseline
C02486,P08908,2025-01-01,2026-08-01,baseline
C02487,P01656,2025-01-01,2026-08-01,baseline
C02488,P08390,2025-01-01,2026-08-01,baseline
C02489,P05194,2025-01-01,2026-08-01,baseline
C02490,P04119,2025-01-01,2026-08-01,baseline
C02491,P04012,2025-01-01,2026-08-01,baseline
C02492,P09438,2025-01-01,2026-08-01,baseline
C02493,P06487,2025-01-01,2026-08-01,baseline
C02494,P06546,2025-01-01,2026-08-01,baseline
C02495,P05342,2025-01-01,2026-08-01,baseline
C02496,P03903,2025-01-01,2026-08-01,baseline
C02497,P04308,2025-01-01,2026-08-01,baseline
C02498,P08883,2025-01-01,2026-08-01,baseline
C02499,P05251,2025-01-01,2026-08-01,baseline
C02500,P00549,2025-01-01,2026-08-01,baseline
C02501,P05310,2025-01-01,2026-08-01,baseline
C02502,P04833,2025-01-01,2026-08-01,baseline
C02503,P04814,2025-01-01,2026-08-01,baseline
C02504,P09785,2025-01-01,2026-08-01,baseline
C02505,P01788,2025-01-01,2026-08-01,baseline
C02506,P09249,2025-01-01,2026-08-01,baseline
C02507,P08316,2025-01-01,2026-08-01,baseline
C02508,P09509,2025-01-01,2026-08-01,baseline
C02509,P02457,2025-01-01,2026-08-01,baseline
C02510,P07751,2025-01-01,2026-08-01,baseline
C02511,P07408,2025-01-01,2026-08-01,baseline
C02512,P09855,2025-01-01,2026-08-01,baseline
C02513,P02803,2025-01-01,2026-08-01,baseline
C02514,P09911,2025-01-01,2026-08-01,baseline
C02515,P08820,2025-01-01,2026-08-01,baseline
C02516,P03833,2025-01-01,2026-08-01,baseline
C02517,P06938,2025-01-01,2026-08-01,baseline
C02518,P07380,2025-01-01,2026-08-01,baseline
C02519,P03964,2025-01-01,2026-08-01,baseline
C02520,P02147,2025-01-01,2026-08-01,baseline
C02521,P02522,2025-01-01,2026-08-01,baseline
C02522,P07115,2025-01-01,2026-08-01,baseline
C02523,P07488,2025-01-01,2026-08-01,baseline
C02524,P01432,2025-01-01,2026-08-01,baseline
C02525,P00752,2025-01-01,2026-08-01,baseline
C02526,P05609,2025-01-01,2026-08-01,baseline
C02527,P02979,2025-01-01,2026-08-01,baseline
C02528,P08947,2025-01-01,2026-08-01,baseline
C02529,P09017,2025-01-01,2026-08-01,baseline
C02530,P01888,2025-01-01,2026-08-01,baseline
C02531,P08367,2025-01-01,2026-08-01,baseline
C02532,P09023,2025-01-01,2026-08-01,baseline
C02533,P04954,2025-01-01,2026-08-01,baseline
C02534,P02267,2025-01-01,2026-08-01,baseline
C02535,P04163,2025-01-01,2026-08-01,baseline
C02536,P00395,2025-01-01,2026-08-01,baseline
C02537,P05035,2025-01-01,2026-08-01,baseline
C02538,P09948,2025-01-01,2026-08-01,baseline
C02539,P08369,2025-01-01,2026-08-01,baseline
C02540,P05519,2025-01-01,2026-08-01,baseline
C02541,P01133,2025-01-01,2026-08-01,baseline
C02542,P02926,2025-01-01,2026-08-01,baseline
C02543,P00052,2025-01-01,2026-08-01,baseline
C02544,P06767,2025-01-01,2026-08-01,baseline
C02545,P09885,2025-01-01,2026-08-01,baseline
C02546,P02649,2025-01-01,2026-08-01,baseline
C02547,P05664,2025-01-01,2026-08-01,baseline
C02548,P06409,2025-01-01,2026-08-01,baseline
C02549,P01531,2025-01-01,2026-08-01,baseline
C02550,P05180,2025-01-01,2026-08-01,baseline
C02551,P08503,2025-01-01,2026-08-01,baseline
C02552,P01000,2025-01-01,2026-08-01,baseline
C02553,P01529,2025-01-01,2026-08-01,baseline
C02554,P04842,2025-01-01,2026-08-01,baseline
C02555,P02565,2025-01-01,2026-08-01,baseline
C02556,P03070,2025-01-01,2026-08-01,baseline
C02557,P08185,2025-01-01,2026-08-01,baseline
C02558,P03060,2025-01-01,2026-08-01,baseline
C02559,P01432,2025-01-01,2026-08-01,baseline
C02560,P02663,2025-01-01,2026-08-01,baseline
C02561,P08351,2025-01-01,2026-08-01,baseline
C02562,P02617,2025-01-01,2026-08-01,baseline
C02563,P08892,2025-01-01,2026-08-01,baseline
C02564,P04506,2025-01-01,2026-08-01,baseline
C02565,P05626,2025-01-01,2026-08-01,baseline
C02566,P09964,2025-01-01,2026-08-01,baseline
C02567,P02227,2025-01-01,2026-08-01,baseline
C02568,P05477,2025-01-01,2026-08-01,baseline
C02569,P05999,2025-01-01,2026-08-01,baseline
C02570,P03882,2025-01-01,2026-08-01,baseline
C02571,P06159,2025-01-01,2026-08-01,baseline
C02572,P07448,2025-01-01,2026-08-01,baseline
C02573,P07665,2025-01-01,2026-08-01,baseline
C02574,P06846,2025-01-01,2026-08-01,baseline
C02575,P08009,2025-01-01,2026-08-01,baseline
C02576,P04765,2025-01-01,2026-08-01,baseline
C02577,P06029,2025-01-01,2026-08-01,baseline
C02578,P05727,2025-01-01,2026-08-01,baseline
C02579,P01482,2025-01-01,2026-08-01,baseline
C02580,P02241,2025-01-01,2026-08-01,baseline
C02581,P06060,2025-01-01,2026-08-01,baseline
C02582,P06495,2025-01-01,2026-08-01,baseline
C02583,P05395,2025-01-01,2026-08-01,baseline
C02584,P00790,2025-01-01,2026-08-01,baseline
C02585,P05788,2025-01-01,2026-08-01,baseline
C02586,P06150,2025-01-01,2026-08-01,baseline
C02587,P07132,2025-01-01,2026-08-01,baseline
C02588,P04678,2025-01-01,2026-08-01,baseline
C02589,P02923,2025-01-01,2026-08-01,baseline
C02590,P09025,2025-01-01,2026-08-01,baseline
C02591,P02796,2025-01-01,2026-08-01,baseline
C02592,P00131,2025-01-01,2026-08-01,baseline
C02593,P03442,2025-01-01,2026-08-01,baseline
C02594,P00501,2025-01-01,2026-08-01,baseline
C02595,P08968,2025-01-01,2026-08-01,baseline
C02596,P00407,2025-01-01,2026-08-01,baseline
C02597,P05822,2025-01-01,2026-08-01,baseline
C02598,P04733,2025-01-01,2026-08-01,baseline
C02599,P03031,2025-01-01,2026-08-01,baseline
C02600,P09903,2025-01-01,2026-08-01,baseline
C02601,P01169,2025-01-01,2026-08-01,baseline
C02602,P07932,2025-01-01,2026-08-01,baseline
C02603,P03971,2025-01-01,2026-08-01,baseline
C02604,P07663,2025-01-01,2026-08-01,baseline
C02605,P00346,2025-01-01,2026-08-01,baseline
C02606,P04316,2025-01-01,2026-08-01,baseline
C02607,P08012,2025-01-01,2026-08-01,baseline
C02608,P09054,2025-01-01,2026-08-01,baseline
C02609,P06023,2025-01-01,2026-08-01,baseline
C02610,P05036,2025-01-01,2026-08-01,baseline
C02611,P09157,2025-01-01,2026-08-01,baseline
C02612,P05724,2025-01-01,2026-08-01,baseline
C02613,P05973,2025-01-01,2026-08-01,baseline
C02614,P09033,2025-01-01,2026-08-01,baseline
C02615,P09470,2025-01-01,2026-08-01,baseline
C02616,P03897,2025-01-01,2026-08-01,baseline
C02617,P08298,2025-01-01,2026-08-01,baseline
C02618,P00870,2025-01-01,2026-08-01,baseline
C02619,P03601,2025-01-01,2026-08-01,baseline
C02620,P01796,2025-01-01,2026-08-01,baseline
C02621,P03490,2025-01-01,2026-08-01,baseline
C02622,P03012,2025-01-01,2026-08-01,baseline
C02623,P06336,2025-01-01,2026-08-01,baseline
C02624,P05280,2025-01-01,2026-08-01,baseline
C02625,P05472,2025-01-01,2026-08-01,baseline
C02626,P00185,2025-01-01,2026-08-01,baseline
C02627,P08095,2025-01-01,2026-08-01,baseline
C02628,P04583,2025-01-01,2026-08-01,baseline
C02629,P03896,2025-01-01,2026-08-01,baseline
C02630,P06688,2025-01-01,2026-08-01,baseline
C02631,P07543,2025-01-01,2026-08-01,baseline
C02632,P08549,2025-01-01,2026-08-01,baseline
C02633,P09816,2025-01-01,2026-08-01,baseline
C02634,P04891,2025-01-01,2026-08-01,baseline
C02635,P04734,2025-01-01,2026-08-01,baseline
C02636,P07140,2025-01-01,2026-08-01,baseline
C02637,P09524,2025-01-01,2026-08-01,baseline
C02638,P07209,2025-01-01,2026-08-01,baseline
C02639,P07722,2025-01-01,2026-08-01,baseline
C02640,P04848,2025-01-01,2026-08-01,baseline
C02641,P08393,2025-01-01,2026-08-01,baseline
C02642,P04448,2025-01-01,2026-08-01,baseline
C02643,P05588,2025-01-01,2026-08-01,baseline
C02644,P02305,2025-01-01,2026-08-01,baseline
C02645,P05395,2025-01-01,2026-08-01,baseline
C02646,P06110,2025-01-01,2026-08-01,baseline
C02647,P07186,2025-01-01,2026-08-01,baseline
C02648,P01399,2025-01-01,2026-08-01,baseline
C02649,P05170,2025-01-01,2026-08-01,baseline
C02650,P08553,2025-01-01,2026-08-01,baseline
C02651,P05081,2025-01-01,2026-08-01,baseline
C02652,P08589,2025-01-01,2026-08-01,baseline
C02653,P09916,2025-01-01,2026-08-01,baseline
C02654,P06082,2025-01-01,2026-08-01,baseline
C02655,P09084,2025-01-01,2026-08-01,baseline
C02656,P04951,2025-01-01,2026-08-01,baseline
C02657,P09452,2025-01-01,2026-08-01,baseline
C02658,P00217,2025-01-01,2026-08-01,baseline
C02659,P08157,2025-01-01,2026-08-01,baseline
C02660,P02637,2025-01-01,2026-08-01,baseline
C02661,P00256,2025-01-01,2026-08-01,baseline
C02662,P05083,2025-01-01,2026-08-01,baseline
C02663,P04408,2025-01-01,2026-08-01,baseline
C02664,P08258,2025-01-01,2026-08-01,baseline
C02665,P05259,2025-01-01,2026-08-01,baseline
C02666,P08261,2025-01-01,2026-08-01,baseline
C02667,P05530,2025-01-01,2026-08-01,baseline
C02668,P06654,2025-01-01,2026-08-01,baseline
C02669,P03836,2025-01-01,2026-08-01,baseline
C02670,P09704,2025-01-01,2026-08-01,baseline
C02671,P02223,2025-01-01,2026-08-01,baseline
C02672,P03385,2025-01-01,2026-08-01,baseline
C02673,P06634,2025-01-01,2026-08-01,baseline
C02674,P02282,2025-01-01,2026-08-01,baseline
C02675,P08100,2025-01-01,2026-08-01,baseline
C02676,P09828,2025-01-01,2026-08-01,baseline
C02677,P09366,2025-01-01,2026-08-01,baseline
C02678,P06398,2025-01-01,2026-08-01,baseline
C02679,P08336,2025-01-01,2026-08-01,baseline
C02680,P06730,2025-01-01,2026-08-01,baseline
C02681,P00285,2025-01-01,2026-08-01,baseline
C02682,P05957,2025-01-01,2026-08-01,baseline
C02683,P07726,2025-01-01,2026-08-01,baseline
C02684,P02673,2025-01-01,2026-08-01,baseline
C02685,P08731,2025-01-01,2026-08-01,baseline
C02686,P04162,2025-01-01,2026-08-01,baseline
C02687,P04595,2025-01-01,2026-08-01,baseline
C02688,P06778,2025-01-01,2026-08-01,baseline
C02689,P09511,2025-01-01,2026-08-01,baseline
C02690,P09589,2025-01-01,2026-08-01,baseline
C02691,P08559,2025-01-01,2026-08-01,baseline
C02692,P08949,2025-01-01,2026-08-01,baseline
C02693,P07273,2025-01-01,2026-08-01,baseline
C02694,P02242,2025-01-01,2026-08-01,baseline
C02695,P04114,2025-01-01,2026-08-01,baseline
C02696,P00388,2025-01-01,2026-08-01,baseline
C02697,P04516,2025-01-01,2026-08-01,baseline
C02698,P01526,2025-01-01,2026-08-01,baseline
C02699,P08244,2025-01-01,2026-08-01,baseline
C02700,P06312,2025-01-01,2026-08-01,baseline
C02701,P04295,2025-01-01,2026-08-01,baseline
C02702,P09170,2025-01-01,2026-08-01,baseline
C02703,P05955,2025-01-01,2026-08-01,baseline
