chargeback_id,txn_id,filed_at,reason_code,outcome
CB0015481,T0015481,2026-04-10 12:46:00,fraud,pending
CB0015505,T0015505,2026-07-09 08:30:00,credit_not_processed,won
CB0015535,T0015535,2026-03-04 03:59:00,fraud,lost
CB0015565,T0015565,2026-04-20 14:33:00,product_not_received,pending
CB0015679,T0015679,2026-03-02 23:23:00,credit_not_processed,lost
CB0015726,T0015726,2026-03-14 08:57:00,duplicate,lost
CB0015755,T0015755,2026-05-05 03:32:00,credit_not_processed,won
CB0015761,T0015761,2026-07-07 10:36:00,credit_not_processed,pending
CB0015811,T0015811,2026-03-21 16:16:00,fraud,lost
CB0015813,T0015813,2026-02-13 14:50:00,product_not_received,won
CB0015877,T0015877,2026-04-16 11:34:00,product_not_received,won
CB0015890,T0015890,2026-03-11 10:53:00,product_not_received,won
CB0015899,T0015899,2026-03-17 04:44:00,duplicate,pending
CB0015977,T0015977,2026-05-14 00:30:00,duplicate,lost
CB0015981,T0015981,2026-03-16 00:39:00,duplicate,lost
CB0015990,T0015990,2026-05-29 22:10:00,fraud,pending
CB0016000,T0016000,2026-02-06 12:14:00,duplicate,lost
CB0016017,T0016017,2026-08-03 10:34:00,credit_not_processed,lost
CB0016160,T0016160,2026-03-19 06:45:00,credit_not_processed,won
CB0016167,T0016167,2026-05-13 04:11:00,credit_not_processed,won
CB0016176,T0016176,2026-04-30 18:12:00,fraud,won
CB0016231,T0016231,2026-04-02 21:22:00,duplicate,lost
CB0016304,T0016304,2026-06-08 11:11:00,duplicate,won
CB0016349,T0016349,2026-06-28 00:13:00,product_not_received,lost
CB0016358,T0016358,2026-03-18 18:54:00,fraud,lost
CB0016427,T0016427,2026-03-21 02:38:00,product_not_received,pending
CB0016438,T0016438,2026-01-05 00:51:00,credit_not_processed,won
CB0016468,T0016468,2026-03-22 21:02:00,fraud,won
CB0016476,T0016476,2026-04-04 09:36:00,duplicate,pending
CB0016499,T0016499,2026-04-18 20:23:00,duplicate,lost
CB0016588,T0016588,2026-02-15 20:27:00,fraud,pending
CB0016640,T0016640,2026-02-21 09:35:00,product_not_received,pending
CB0016672,T0016672,2026-06-19 00:24:00,product_not_received,won
CB0016720,T0016720,2026-03-11 20:00:00,fraud,pending
CB0016728,T0016728,2026-07-03 11:27:00,duplicate,won
CB0016773,T0016773,2026-03-11 18:56:00,product_not_received,won
CB0016782,T0016782,2026-07-27 10:24:00,fraud,pending
CB0016794,T0016794,2026-06-09 12:58:00,fraud,won
CB0016838,T0016838,2026-04-06 19:38:00,fraud,won
CB0016848,T0016848,2026-07-31 09:24:00,product_not_received,won
CB0016897,T0016897,2026-07-01 14:03:00,product_not_received,won
CB0016922,T0016922,2026-02-10 07:18:00,fraud,won
CB0016984,T0016984,2026-04-10 13:28:00,duplicate,won
CB0017005,T0017005,2026-01-20 01:29:00,duplicate,pending
CB0017009,T0017009,2026-04-14 00:12:00,duplicate,lost
CB0017020,T0017020,2026-05-24 00:19:00,credit_not_processed,lost
CB0017021,T0017021,2026-06-10 15:01:00,product_not_received,pending
CB0017032,T0017032,2026-05-17 00:44:00,duplicate,pending
CB0017040,T0017040,2026-07-08 10:22:00,product_not_received,won
CB0017088,T0017088,2026-04-01 05:06:00,fraud,lost
CB0017113,T0017113,2026-06-05 14:28:00,credit_not_processed,won
CB0017122,T0017122,2026-04-30 06:06:00,duplicate,pending
CB0017137,T0017137,2026-05-09 11:31:00,duplicate,lost
CB0017193,T0017193,2026-06-27 18:05:00,credit_not_processed,won
CB0017204,T0017204,2026-03-03 04:38:00,fraud,lost
CB0017223,T0017223,2026-03-25 20:35:00,fraud,won
CB0017277,T0017277,2026-04-29 21:58:00,duplicate,lost
CB0017377,T0017377,2026-04-01 15:13:00,duplicate,pending
CB0017394,T0017394,2026-08-02 05:51:00,duplicate,lost
CB0017483,T0017483,2026-07-25 16:00:00,fraud,lost
CB0017614,T0017614,2026-04-10 19:45:00,product_not_received,won
CB0017654,T0017654,2026-01-31 15:37:00,product_not_received,pending
CB0017701,T0017701,2026-02-25 01:04:00,credit_not_processed,pending
CB0017709,T0017709,2026-07-06 00:02:00,fraud,lost
CB0017723,T0017723,2026-04-27 17:55:00,credit_not_processed,pending
CB0017827,T0017827,2026-07-28 13:12:00,credit_not_processed,won
CB0017830,T0017830,2026-05-02 21:58:00,duplicate,pending
CB0017837,T0017837,2026-03-25 00:08:00,fraud,pending
CB0017905,T0017905,2026-03-21 12:19:00,fraud,lost
CB0017991,T0017991,2026-07-18 01:07:00,fraud,won
CB0018028,T0018028,2026-06-29 09:12:00,product_not_received,lost
CB0018071,T0018071,2026-05-20 11:59:00,credit_not_processed,won
CB0018079,T0018079,2026-02-02 10:45:00,duplicate,pending
CB0018164,T0018164,2026-07-22 14:47:00,credit_not_processed,won
CB0018310,T0018310,2026-07-13 15:10:00,credit_not_processed,lost
CB0018353,T0018353,2026-06-05 09:33:00,fraud,lost
CB0018438,T0018438,2026-04-22 00:59:00,credit_not_processed,won
CB0018443,T0018443,2026-02-04 17:22:00,credit_not_processed,lost
CB0018474,T0018474,2026-01-23 11:02:00,credit_not_processed,lost
CB0018478,T0018478,2026-01-27 22:04:00,credit_not_processed,lost
CB0018507,T0018507,2026-05-14 11:16:00,credit_not_processed,won
CB0018514,T0018514,2026-07-18 02:28:00,credit_not_processed,lost
CB0018593,T0018593,2026-03-03 07:47:00,credit_not_processed,pending
CB0018600,T0018600,2026-05-05 22:46:00,product_not_received,lost
CB0018620,T0018620,2026-07-09 16:06:00,duplicate,lost
CB0018629,T0018629,2026-05-08 02:33:00,product_not_received,won
CB0018676,T0018676,2026-06-26 16:12:00,fraud,lost
CB0018760,T0018760,2026-08-02 11:45:00,product_not_received,pending
CB0018795,T0018795,2026-03-11 10:21:00,product_not_received,lost
CB0018841,T0018841,2026-06-19 00:34:00,product_not_received,lost
CB0018861,T0018861,2026-02-02 18:45:00,credit_not_processed,pending
CB0018911,T0018911,2026-02-07 04:17:00,duplicate,won
CB0018938,T0018938,2026-03-14 14:33:00,fraud,pending
CB0018958,T0018958,2026-06-11 00:01:00,duplicate,pending
CB0018965,T0018965,2026-07-19 19:30:00,credit_not_processed,pending
CB0019177,T0019177,2026-03-06 02:03:00,credit_not_processed,lost
CB0019189,T0019189,2026-05-01 06:54:00,duplicate,won
CB0019226,T0019226,2026-08-03 08:42:00,fraud,pending
CB0019245,T0019245,2026-04-04 06:51:00,fraud,pending
CB0019260,T0019260,2026-03-12 11:47:00,product_not_received,won
CB0019341,T0019341,2026-06-04 10:38:00,product_not_received,lost
CB0019383,T0019383,2026-07-03 00:41:00,credit_not_processed,lost
CB0019441,T0019441,2026-04-18 07:21:00,duplicate,won
CB0019451,T0019451,2026-01-15 20:34:00,credit_not_processed,won
CB0019472,T0019472,2026-06-20 10:24:00,product_not_received,lost
CB0019476,T0019476,2026-02-23 23:09:00,product_not_received,pending
CB0019484,T0019484,2026-07-06 04:49:00,duplicate,pending
CB0019516,T0019516,2026-06-24 11:07:00,fraud,lost
CB0019544,T0019544,2026-06-24 13:56:00,product_not_received,lost
CB0019586,T0019586,2026-04-19 19:25:00,fraud,pending
CB0019594,T0019594,2026-01-18 08:20:00,product_not_received,lost
CB0019605,T0019605,2026-04-26 10:38:00,credit_not_processed,lost
CB0019620,T0019620,2026-05-24 14:23:00,credit_not_processed,won
CB0019635,T0019635,2026-06-12 18:20:00,credit_not_processed,pending
CB0019671,T0019671,2026-05-31 16:25:00,product_not_received,pending
CB0019812,T0019812,2026-05-30 10:40:00,product_not_received,lost
CB0019824,T0019824,2026-03-17 09:24:00,credit_not_processed,won
CB0019928,T0019928,2026-06-25 18:00:00,fraud,lost
CB0019935,T0019935,2026-06-23 10:17:00,credit_not_processed,won
CB0019937,T0019937,2026-08-06 08:54:00,product_not_received,pending
CB0019944,T0019944,2026-04-03 18:00:00,credit_not_processed,pending
CB0019961,T0019961,2026-01-28 09:41:00,fraud,won
CB0020025,T0020025,2026-05-29 19:35:00,credit_not_processed,lost
CB0020045,T0020045,2026-02-27 13:34:00,duplicate,pending
CB0020102,T0020102,2026-02-24 03:40:00,product_not_received,pending
CB0020116,T0020116,2026-04-14 23:48:00,product_not_received,pending
CB0020161,T0020161,2026-05-13 06:20:00,duplicate,lost
CB0020210,T0020210,2026-03-27 20:33:00,duplicate,won
CB0020309,T0020309,2026-07-13 21:18:00,product_not_received,pending
CB0020321,T0020321,2026-05-05 14:03:00,credit_not_processed,won
CB0020350,T0020350,2026-08-04 06:14:00,product_not_received,pending
CB0020411,T0020411,2026-04-13 00:17:00,duplicate,pending
CB0020470,T0020470,2026-07-06 22:48:00,product_not_received,won
CB0020504,T0020504,2026-04-11 10:49:00,duplicate,won
CB0020576,T0020576,2026-05-08 04:11:00,credit_not_processed,won
CB0020599,T0020599,2026-05-14 18:33:00,fraud,lost
CB0020604,T0020604,2026-02-19 02:35:00,duplicate,pending
CB0020641,T0020641,2026-01-30 15:22:00,product_not_received,lost
CB0020678,T0020678,2026-04-23 17:36:00,duplicate,lost
CB0020718,T0020718,2026-02-23 23:36:00,duplicate,pending
CB0020738,T0020738,2026-04-02 18:54:00,credit_not_processed,pending
CB0020748,T0020748,2026-05-10 18:28:00,duplicate,pending
CB0020891,T0020891,2026-05-14 02:50:00,duplicate,lost
CB0020925,T0020925,2026-03-12 03:17:00,product_not_received,pending
CB0021006,T0021006,2026-04-29 04:56:00,credit_not_processed,pending
CB0021027,T0021027,2026-03-09 17:29:00,fraud,lost
CB0021044,T0021044,2026-04-26 00:45:00,fraud,won
CB0021097,T0021097,2026-03-28 09:58:00,fraud,pending
CB0021122,T0021122,2026-07-21 05:17:00,product_not_received,won
CB0021126,T0021126,2026-06-16 06:40:00,credit_not_processed,lost
CB0021130,T0021130,2026-05-08 06:35:00,duplicate,lost
CB0021233,T0021233,2026-01-28 08:22:00,duplicate,pending
CB0021257,T0021257,2026-05-07 14:22:00,duplicate,pending
CB0021263,T0021263,2026-01-21 04:37:00,product_not_received,lost
CB0021304,T0021304,2026-05-17 00:19:00,credit_not_processed,won
CB0021321,T0021321,2026-04-18 00:36:00,duplicate,lost
CB0021344,T0021344,2026-07-18 21:24:00,credit_not_processed,lost
CB0021346,T0021346,2026-07-30 03:23:00,product_not_received,lost
CB0021355,T0021355,2026-05-08 00:23:00,duplicate,lost
CB0021487,T0021487,2026-04-13 12:40:00,fraud,pending
CB0021676,T0021676,2026-02-07 04:27:00,credit_not_processed,won
CB0021755,T0021755,2026-03-22 19:12:00,product_not_received,won
CB0021767,T0021767,2026-07-28 14:38:00,credit_not_processed,pending
CB0021795,T0021795,2026-05-12 09:27:00,product_not_received,pending
CB0021841,T0021841,2026-02-07 23:25:00,product_not_received,lost
CB0021927,T0021927,2026-06-13 14:05:00,product_not_received,pending
CB0021943,T0021943,2026-07-25 04:18:00,fraud,pending
CB0021983,T0021983,2026-07-25 09:36:00,fraud,lost
CB0021993,T0021993,2026-02-15 17:32:00,product_not_received,pending
CB0022005,T0022005,2026-05-31 00:36:00,duplicate,won
CB0022082,T0022082,2026-06-02 07:45:00,product_not_received,pending
CB0022084,T0022084,2026-06-30 22:09:00,product_not_received,pending
CB0022137,T0022137,2026-03-04 04:39:00,fraud,won
CB0022218,T0022218,2026-05-03 00:22:00,product_not_received,won
CB0022251,T0022251,2026-03-21 00:46:00,product_not_received,lost
CB0022293,T0022293,2026-08-05 07:06:00,product_not_received,lost
CB0022440,T0022440,2026-03-19 05:03:00,fraud,lost
CB0022453,T0022453,2026-05-29 20:05:00,credit_not_processed,won
CB0022454,T0022454,2026-03-18 00:42:00,product_not_received,lost
CB0022489,T0022489,2026-04-24 14:13:00,fraud,pending
CB0022523,T0022523,2026-03-29 19:19:00,credit_not_processed,lost
CB0022525,T0022525,2026-03-20 12:43:00,fraud,lost
CB0022568,T0022568,2026-01-31 13:47:00,duplicate,pending
CB0022589,T0022589,2026-07-08 15:36:00,credit_not_processed,pending
CB0022619,T0022619,2026-07-12 02:58:00,fraud,pending
CB0022621,T0022621,2026-06-15 12:49:00,fraud,won
CB0022645,T0022645,2026-06-01 23:41:00,credit_not_processed,lost
CB0022670,T0022670,2026-05-29 17:11:00,product_not_received,lost
CB0022767,T0022767,2026-03-12 21:38:00,duplicate,won
CB0022807,T0022807,2026-07-26 12:16:00,duplicate,pending
CB0022830,T0022830,2026-06-21 23:20:00,product_not_received,lost
CB0022862,T0022862,2026-07-13 05:27:00,credit_not_processed,lost
CB0022888,T0022888,2026-06-16 20:13:00,fraud,pending
CB0022905,T0022905,2026-02-04 11:35:00,credit_not_processed,pending
CB0022941,T0022941,2026-05-23 13:34:00,duplicate,lost
CB0022967,T0022967,2026-05-26 23:08:00,credit_not_processed,lost
CB0023008,T0023008,2026-04-01 08:06:00,credit_not_processed,lost
CB0023031,T0023031,2026-03-03 00:11:00,credit_not_processed,pending
CB0023096,T0023096,2026-07-09 14:31:00,fraud,won
CB0023128,T0023128,2026-06-13 00:24:00,fraud,pending
CB0023133,T0023133,2026-03-18 20:00:00,product_not_received,lost
CB0023136,T0023136,2026-08-01 05:57:00,product_not_received,won
CB0023185,T0023185,2026-07-15 19:01:00,fraud,won
CB0023224,T0023224,2026-05-14 02:13:00,duplicate,won
CB0023284,T0023284,2026-06-02 17:24:00,product_not_received,pending
CB0023300,T0023300,2026-03-19 16:35:00,credit_not_processed,won
CB0023365,T0023365,2026-05-30 08:41:00,product_not_received,pending
CB0023367,T0023367,2026-01-16 15:40:00,credit_not_processed,won
CB0023412,T0023412,2026-05-20 17:49:00,fraud,pending
CB0023414,T0023414,2026-03-29 00:44:00,product_not_received,pending
CB0023433,T0023433,2026-06-16 08:39:00,product_not_received,pending
CB0023439,T0023439,2026-01-04 12:11:00,fraud,won
CB0023477,T0023477,2026-03-25 21:28:00,product_not_received,won
CB0023481,T0023481,2026-06-05 03:34:00,fraud,pending
CB0023553,T0023553,2026-06-26 18:15:00,product_not_received,won
CB0023589,T0023589,2026-04-13 01:55:00,product_not_received,lost
CB0023605,T0023605,2026-07-07 06:18:00,credit_not_processed,won
CB0023697,T0023697,2026-05-30 13:56:00,duplicate,won
CB0023727,T0023727,2026-03-25 00:55:00,fraud,pending
CB0023757,T0023757,2026-06-13 04:31:00,duplicate,lost
CB0023774,T0023774,2026-02-19 12:28:00,duplicate,pending
CB0023798,T0023798,2026-06-20 08:44:00,duplicate,pending
CB0023823,T0023823,2026-02-21 20:13:00,product_not_received,lost
CB0023848,T0023848,2026-03-25 00:08:00,duplicate,lost
CB0023879,T0023879,2026-01-20 13:02:00,product_not_received,lost
CB0023938,T0023938,2026-05-22 22:15:00,fraud,lost
CB0024027,T0024027,2026-04-25 07:38:00,product_not_received,pending
CB0024043,T0024043,2026-05-24 00:15:00,fraud,won
CB0024105,T0024105,2026-07-14 11:45:00,duplicate,won
CB0024128,T0024128,2026-07-17 04:58:00,fraud,lost
CB0024180,T0024180,2026-02-06 08:37:00,product_not_received,lost
CB0024188,T0024188,2026-02-12 01:58:00,credit_not_processed,lost
CB0024229,T0024229,2026-06-01 23:11:00,credit_not_processed,won
CB0024231,T0024231,2026-07-29 01:20:00,duplicate,lost
CB0024250,T0024250,2026-06-06 16:07:00,credit_not_processed,won
CB0024312,T0024312,2026-05-02 20:53:00,fraud,pending
CB0024342,T0024342,2026-06-28 19:20:00,fraud,won
CB0024387,T0024387,2026-02-27 21:39:00,fraud,won
CB0024401,T0024401,2026-02-21 00:22:00,fraud,won
CB0024451,T0024451,2026-06-05 21:42:00,fraud,won
CB0024531,T0024531,2026-06-29 00:53:00,product_not_received,pending
CB0024589,T0024589,2026-06-24 17:14:00,product_not_received,pending
CB0024605,T0024605,2026-05-20 12:04:00,duplicate,pending
CB0024641,T0024641,2026-02-21 00:24:00,credit_not_processed,pending
CB0024694,T0024694,2026-05-08 09:52:00,credit_not_processed,lost
CB0024749,T0024749,2026-03-21 00:55:00,product_not_received,lost
CB0024802,T0024802,2026-02-07 00:47:00,product_not_received,lost
CB0024818,T0024818,2026-06-08 22:14:00,credit_not_processed,pending
CB0024855,T0024855,2026-05-28 00:12:00,fraud,won
CB0024862,T0024862,2026-01-24 00:17:00,duplicate,won
CB0024886,T0024886,2026-07-21 08:33:00,credit_not_processed,pending
CB0024889,T0024889,2026-03-26 00:02:00,credit_not_processed,won
CB0024890,T0024890,2026-07-10 13:03:00,product_not_received,pending
CB0024909,T0024909,2026-02-10 00:18:00,duplicate,lost
CB0024917,T0024917,2026-07-18 11:29:00,credit_not_processed,pending
CB0024935,T0024935,2026-02-10 22:45:00,duplicate,won
CB0024949,T0024949,2026-05-17 06:08:00,duplicate,won
CB0024964,T0024964,2026-06-10 17:31:00,credit_not_processed,pending
CB0024976,T0024976,2026-06-15 23:45:00,credit_not_processed,won
CB0025030,T0025030,2026-01-20 01:24:00,credit_not_processed,won
CB0025039,T0025039,2026-01-27 23:54:00,product_not_received,lost
CB0025055,T0025055,2026-02-22 03:00:00,duplicate,pending
CB0025113,T0025113,2026-05-01 03:06:00,product_not_received,lost
CB0025143,T0025143,2026-02-22 05:13:00,credit_not_processed,lost
CB0025155,T0025155,2026-05-31 00:19:00,credit_not_processed,pending
CB0025192,T0025192,2026-03-25 15:05:00,credit_not_processed,lost
CB0025200,T0025200,2026-03-08 20:40:00,credit_not_processed,lost
CB0025218,T0025218,2026-04-16 16:27:00,fraud,lost
CB0025255,T0025255,2026-04-30 05:31:00,fraud,won
CB0025256,T0025256,2026-06-11 09:41:00,product_not_received,lost
CB0025299,T0025299,2026-01-08 07:58:00,duplicate,won
CB0025332,T0025332,2026-04-23 14:54:00,duplicate,lost
CB0025411,T0025411,2026-05-12 07:06:00,duplicate,lost
CB0025474,T0025474,2026-07-02 10:22:00,duplicate,won
CB0025483,T0025483,2026-07-11 19:09:00,fraud,won
CB0025509,T0025509,2026-07-14 01:02:00,duplicate,lost
CB0025518,T0025518,2026-02-24 16:22:00,fraud,lost
CB0025522,T0025522,2026-05-09 18:09:00,fraud,pending
CB0025534,T0025534,2026-05-16 00:59:00,fraud,lost
CB0025559,T0025559,2026-06-06 13:24:00,duplicate,pending
CB0025564,T0025564,2026-01-25 23:49:00,product_not_received,lost
CB0025661,T0025661,2026-02-27 07:53:00,fraud,lost
CB0025675,T0025675,2026-01-24 01:24:00,fraud,pending
CB0025852,T0025852,2026-05-08 22:44:00,product_not_received,pending
CB0025913,T0025913,2026-01-16 18:34:00,duplicate,lost
CB0025983,T0025983,2026-06-06 22:31:00,credit_not_processed,won
CB0026060,T0026060,2026-02-12 00:58:00,product_not_received,lost
CB0026111,T0026111,2026-05-16 03:38:00,fraud,pending
CB0026191,T0026191,2026-04-15 17:02:00,product_not_received,pending
CB0026249,T0026249,2026-07-05 00:26:00,product_not_received,pending
CB0026256,T0026256,2026-07-25 17:46:00,duplicate,won
CB0026272,T0026272,2026-07-05 22:32:00,product_not_received,won
CB0026273,T0026273,2026-05-22 15:36:00,credit_not_processed,won
CB0026292,T0026292,2026-03-18 19:12:00,product_not_received,pending
CB0026296,T0026296,2026-05-05 18:11:00,product_not_received,lost
CB0026456,T0026456,2026-07-28 06:35:00,product_not_received,pending
CB0026566,T0026566,2026-06-15 23:02:00,product_not_received,pending
CB0026611,T0026611,2026-03-01 01:59:00,product_not_received,lost
CB0026631,T0026631,2026-02-11 08:52:00,product_not_received,pending
CB0026690,T0026690,2026-04-12 18:39:00,credit_not_processed,won
CB0026751,T0026751,2026-01-24 08:14:00,credit_not_processed,pending
CB0026829,T0026829,2026-06-02 03:47:00,duplicate,lost
CB0026837,T0026837,2026-07-14 21:10:00,credit_not_processed,lost
CB0026848,T0026848,2026-05-16 04:42:00,duplicate,pending
CB0026855,T0026855,2026-04-25 19:13:00,credit_not_processed,won
CB0026926,T0026926,2026-05-12 09:01:00,credit_not_processed,pending
CB0027054,T0027054,2026-07-25 14:05:00,product_not_received,pending
CB0027090,T0027090,2026-02-12 20:55:00,fraud,lost
CB0027099,T0027099,2026-02-24 19:31:00,fraud,pending
CB0027117,T0027117,2026-06-13 07:13:00,product_not_received,pending
CB0027125,T0027125,2026-03-09 20:31:00,product_not_received,lost
CB0027142,T0027142,2026-03-31 14:51:00,product_not_received,lost
CB0027168,T0027168,2026-02-24 15:11:00,fraud,won
CB0027228,T0027228,2026-04-25 09:50:00,product_not_received,won
CB0027244,T0027244,2026-01-14 04:22:00,duplicate,pending
CB0027251,T0027251,2026-03-14 00:11:00,product_not_received,lost
CB0027268,T0027268,2026-04-11 05:07:00,fraud,won
CB0027490,T0027490,2026-02-12 03:26:00,fraud,pending
CB0027502,T0027502,2026-04-22 06:45:00,fraud,lost
CB0027526,T0027526,2026-03-11 06:56:00,credit_not_processed,won
CB0027541,T0027541,2026-06-25 02:23:00,credit_not_processed,lost
CB0027655,T0027655,2026-04-11 16:31:00,credit_not_processed,pending
CB0027712,T0027712,2026-01-28 23:22:00,fraud,lost
CB0027729,T0027729,2026-02-20 06:03:00,credit_not_processed,lost
CB0027775,T0027775,2026-06-29 23:35:00,fraud,pending
CB0027883,T0027883,2026-07-28 21:00:00,fraud,lost
CB0027913,T0027913,2026-05-03 02:03:00,product_not_received,won
CB0027963,T0027963,2026-07-28 12:52:00,product_not_received,pending
CB0027987,T0027987,2026-04-16 07:06:00,product_not_received,won
CB0027990,T0027990,2026-07-12 06:43:00,fraud,pending
CB0028004,T0028004,2026-07-03 00:56:00,credit_not_processed,won
CB0028023,T0028023,2026-05-08 10:14:00,product_not_received,pending
CB0028090,T0028090,2026-01-31 20:07:00,credit_not_processed,won
CB0028142,T0028142,2026-05-01 18:53:00,fraud,won
CB0028143,T0028143,2026-06-28 20:21:00,duplicate,pending
CB0028271,T0028271,2026-02-23 11:33:00,product_not_received,won
CB0028302,T0028302,2026-02-24 04:21:00,product_not_received,lost
CB0028327,T0028327,2026-03-16 08:31:00,fraud,pending
CB0028364,T0028364,2026-05-27 12:33:00,fraud,won
CB0028385,T0028385,2026-07-11 02:13:00,product_not_received,lost
CB0028414,T0028414,2026-01-13 19:26:00,fraud,lost
CB0028424,T0028424,2026-03-03 00:32:00,duplicate,won
CB0028434,T0028434,2026-05-31 12:09:00,product_not_received,pending
CB0028513,T0028513,2026-07-02 00:55:00,duplicate,won
CB0028516,T0028516,2026-04-15 15:30:00,credit_not_processed,lost
CB0028625,T0028625,2026-05-25 13:50:00,credit_not_processed,pending
CB0028633,T0028633,2026-06-29 09:28:00,credit_not_processed,won
CB0028659,T0028659,2026-07-26 12:29:00,fraud,won
CB0028661,T0028661,2026-07-21 09:24:00,duplicate,lost
CB0028671,T0028671,2026-02-03 11:36:00,fraud,lost
CB0028684,T0028684,2026-03-25 22:13:00,product_not_received,lost
CB0028703,T0028703,2026-07-06 00:52:00,fraud,pending
CB0028719,T0028719,2026-05-30 18:47:00,fraud,lost
CB0028758,T0028758,2026-05-03 22:11:00,fraud,won
CB0028790,T0028790,2026-05-04 01:00:00,product_not_received,lost
CB0028842,T0028842,2026-01-08 23:57:00,duplicate,lost
CB0028874,T0028874,2026-02-19 17:52:00,fraud,pending
CB0028896,T0028896,2026-07-10 12:54:00,duplicate,lost
CB0028902,T0028902,2026-05-09 00:16:00,product_not_received,pending
CB0028916,T0028916,2026-06-30 22:44:00,fraud,lost
CB0028930,T0028930,2026-07-09 22:43:00,credit_not_processed,pending
CB0028934,T0028934,2026-07-05 05:11:00,product_not_received,lost
CB0028954,T0028954,2026-04-02 07:47:00,product_not_received,won
CB0029000,T0029000,2026-04-15 19:32:00,product_not_received,pending
CB0029002,T0029002,2026-06-08 07:26:00,duplicate,lost
CB0029017,T0029017,2026-05-09 06:42:00,duplicate,won
CB0029021,T0029021,2026-06-23 08:59:00,fraud,pending
CB0029084,T0029084,2026-02-23 17:51:00,fraud,pending
CB0029119,T0029119,2026-07-17 10:12:00,credit_not_processed,won
CB0029176,T0029176,2026-02-01 12:01:00,fraud,lost
CB0029202,T0029202,2026-04-09 00:50:00,fraud,pending
CB0029237,T0029237,2026-04-25 18:20:00,fraud,pending
CB0029295,T0029295,2026-04-22 23:29:00,product_not_received,won
CB0029358,T0029358,2026-03-31 20:14:00,product_not_received,pending
CB0029397,T0029397,2026-04-01 09:27:00,product_not_received,lost
CB0029451,T0029451,2026-06-12 09:42:00,fraud,won
CB0029528,T0029528,2026-02-22 11:05:00,fraud,pending
CB0029638,T0029638,2026-07-13 22:33:00,product_not_received,lost
CB0029755,T0029755,2026-06-19 01:35:00,duplicate,won
CB0029835,T0029835,2026-04-11 00:54:00,duplicate,won
CB0029924,T0029924,2026-03-23 11:36:00,fraud,pending
CB0029926,T0029926,2026-02-24 20:57:00,credit_not_processed,pending
CB0030104,T0030104,2026-03-02 05:19:00,credit_not_processed,pending
CB0030172,T0030172,2026-02-27 00:36:00,credit_not_processed,pending
CB0030239,T0030239,2026-04-05 17:29:00,credit_not_processed,lost
CB0030257,T0030257,2026-06-27 00:42:00,fraud,lost
CB0030306,T0030306,2026-06-08 20:58:00,credit_not_processed,pending
CB0030333,T0030333,2026-07-24 00:52:00,product_not_received,lost
CB0030402,T0030402,2026-03-13 00:39:00,fraud,won
CB0030406,T0030406,2026-07-20 14:36:00,duplicate,won
CB0030453,T0030453,2026-07-09 05:22:00,duplicate,won
CB0030463,T0030463,2026-06-29 06:03:00,duplicate,won
CB0030503,T0030503,2026-04-22 00:52:00,fraud,won
CB0030543,T0030543,2026-06-15 07:52:00,credit_not_processed,pending
CB0030567,T0030567,2026-01-30 12:08:00,duplicate,lost
CB0030574,T0030574,2026-01-06 04:22:00,credit_not_processed,pending
CB0030587,T0030587,2026-04-11 06:24:00,fraud,pending
CB0030601,T0030601,2026-03-17 00:15:00,duplicate,won
CB0030620,T0030620,2026-05-31 06:29:00,product_not_received,pending
CB0030693,T0030693,2026-05-19 11:50:00,duplicate,pending
CB0030709,T0030709,2026-07-23 15:09:00,fraud,won
CB0030746,T0030746,2026-06-02 06:07:00,fraud,won
CB0030751,T0030751,2026-06-10 00:41:00,fraud,lost
CB0030835,T0030835,2026-05-28 03:57:00,product_not_received,lost
CB0030926,T0030926,2026-06-06 00:31:00,credit_not_processed,pending
CB0030931,T0030931,2026-04-15 09:39:00,fraud,lost
CB0030971,T0030971,2026-04-08 02:30:00,fraud,won
CB0031054,T0031054,2026-07-07 17:27:00,fraud,won
CB0031074,T0031074,2026-08-01 23:37:00,fraud,lost
CB0031113,T0031113,2026-03-30 02:06:00,credit_not_processed,lost
CB0031124,T0031124,2026-05-29 05:09:00,duplicate,won
CB0031164,T0031164,2026-02-09 23:08:00,duplicate,won
CB0031238,T0031238,2026-04-20 08:34:00,credit_not_processed,won
CB0031239,T0031239,2026-03-04 00:59:00,product_not_received,pending
CB0031259,T0031259,2026-03-07 10:28:00,duplicate,won
CB0031278,T0031278,2026-02-02 14:24:00,duplicate,won
CB0031317,T0031317,2026-03-19 03:33:00,credit_not_processed,won
CB0031319,T0031319,2026-01-28 06:42:00,product_not_received,won
CB0031338,T0031338,2026-02-01 04:52:00,duplicate,lost
CB0031343,T0031343,2026-03-31 22:21:00,credit_not_processed,won
CB0031377,T0031377,2026-06-06 21:35:00,duplicate,won
CB0031442,T0031442,2026-07-23 13:23:00,duplicate,lost
CB0031457,T0031457,2026-08-04 18:38:00,fraud,won
CB0031488,T0031488,2026-02-26 11:35:00,credit_not_processed,lost
CB0031605,T0031605,2026-03-18 00:16:00,product_not_received,lost
CB0031649,T0031649,2026-04-20 01:46:00,duplicate,won
CB0031672,T0031672,2026-01-06 10:24:00,product_not_received,pending
CB0031674,T0031674,2026-01-10 09:53:00,fraud,lost
CB0031760,T0031760,2026-04-14 00:56:00,fraud,won
CB0031774,T0031774,2026-02-21 19:53:00,product_not_received,pending
