txn_id,customer_id,device_id,payment_instrument_id,amount,timestamp,merchant_category,status,ground_truth_behavior
T0000975,C04482,D01845,P05124,7889.94,2026-06-13 05:26:00,fashion,success,NORMAL
T0000976,C01354,D01627,P09854,429.81,2026-04-14 13:38:00,food,success,NORMAL
T0000977,C05470,D02001,P07716,7632.2,2026-02-18 01:58:00,grocery,success,NORMAL
T0000978,C01234,D04111,P03000,332.98,2026-05-04 16:21:00,electronics,success,NORMAL
T0000979,C07969,D01369,P03776,1141.07,2026-02-05 10:14:00,food,success,NORMAL
T0000980,C00571,D02736,P06451,9079.72,2026-05-09 04:22:00,travel,success,NORMAL
T0000981,C05636,D02871,P00556,478.53,2026-07-27 11:00:00,fashion,success,NORMAL
T0000982,C01824,D01571,P08366,5234.51,2026-03-20 16:47:00,travel,success,NORMAL
T0000983,C03994,D01293,P08684,1590.85,2026-04-24 06:18:00,electronics,success,NORMAL
T0000984,C08746,D03621,P02970,255.4,2026-05-22 14:49:00,food,success,NORMAL
T0000985,C02024,D04923,P01973,8501.44,2026-02-25 14:53:00,fashion,success,NORMAL
T0000986,C01374,D01237,P03902,7044.59,2026-04-06 20:27:00,electronics,success,NORMAL
T0000987,C03029,D03757,P08236,2563.02,2026-01-19 13:50:00,travel,success,NORMAL
T0000988,C01033,D01392,P05445,5641.88,2026-07-12 03:41:00,electronics,success,NORMAL
T0000989,C01366,D04797,P09668,9152.1,2026-04-19 22:10:00,travel,success,NORMAL
T0000990,C06589,D03921,P01356,4360.89,2026-01-10 01:40:00,grocery,success,NORMAL
T0000991,C01488,D02753,P04887,1042.3,2026-04-27 22:25:00,electronics,success,NORMAL
T0000992,C03371,D01217,P04655,782.63,2026-06-06 05:13:00,fashion,success,NORMAL
T0000993,C00066,D00267,P01151,1690.46,2026-01-27 16:20:00,travel,success,NORMAL
T0000994,C03162,D01274,P01498,260.26,2026-01-12 20:16:00,grocery,success,NORMAL
T0000995,C08022,D03183,P09554,826.38,2026-04-12 13:48:00,travel,success,NORMAL
T0000996,C09823,D03210,P09934,7842.34,2026-03-20 11:18:00,travel,success,NORMAL
T0000997,C02010,D01086,P01828,7326.34,2026-05-04 22:49:00,electronics,success,NORMAL
T0000998,C05870,D01844,P06408,1112.5,2026-01-03 20:35:00,food,success,NORMAL
T0000999,C00229,D01525,P05911,262.49,2026-01-10 21:07:00,food,success,NORMAL
T0001000,C06842,D01797,P05870,2724.93,2026-05-15 15:27:00,fashion,success,NORMAL
T0001001,C00274,D03008,P03065,334.58,2026-07-04 17:19:00,fashion,success,NORMAL
T0001002,C03516,D04778,P00369,334.71,2026-04-15 22:47:00,travel,success,NORMAL
T0001003,C08326,D01386,P02266,796.27,2026-06-16 20:07:00,travel,success,NORMAL
T0001004,C03399,D00321,P07940,6899.52,2026-06-24 20:23:00,fashion,success,NORMAL
T0001005,C04501,D03556,P02756,1083.03,2026-02-10 01:12:00,food,success,NORMAL
T0001006,C05699,D03559,P03705,908.44,2026-07-11 13:05:00,grocery,success,NORMAL
T0001007,C00648,D02246,P05625,9934.0,2026-07-26 11:43:00,electronics,success,NORMAL
T0001008,C02234,D01624,P01278,9773.34,2026-04-22 15:13:00,grocery,success,NORMAL
T0001009,C04197,D02667,P00978,2421.33,2026-06-10 09:59:00,electronics,success,NORMAL
T0001010,C00902,D02959,P01082,1374.32,2026-05-02 08:53:00,food,success,NORMAL
T0001011,C05405,D02247,P03720,10442.71,2026-01-02 12:59:00,food,success,NORMAL
T0001012,C07963,D00109,P00210,2717.98,2026-04-27 02:56:00,food,success,NORMAL
T0001013,C09799,D03985,P09823,830.41,2026-03-30 17:26:00,food,success,NORMAL
T0001014,C02718,D02641,P00538,725.03,2026-04-20 03:28:00,food,success,NORMAL
T0001015,C08265,D03572,P09787,10109.48,2026-07-23 14:25:00,grocery,success,NORMAL
T0001016,C00799,D01386,P07950,701.55,2026-06-21 02:57:00,fashion,success,NORMAL
T0001017,C04246,D03808,P02459,948.46,2026-02-27 20:36:00,fashion,success,NORMAL
T0001018,C02117,D04292,P08740,935.49,2026-03-24 06:30:00,food,success,NORMAL
T0001019,C03900,D01148,P09538,555.07,2026-05-10 20:21:00,electronics,success,NORMAL
T0001020,C04562,D01243,P03353,2262.61,2026-05-30 12:58:00,travel,success,NORMAL
T0001021,C05195,D00889,P00957,2518.1,2026-03-24 00:09:00,grocery,success,ABUSIVE
T0001022,C01223,D03260,P03482,311.37,2026-02-13 16:35:00,fashion,success,NORMAL
T0001023,C08717,D02308,P01328,10858.78,2026-04-12 00:38:00,grocery,success,NORMAL
T0001024,C09319,D00855,P03648,461.3,2026-02-24 17:39:00,food,success,NORMAL
T0001025,C09839,D03359,P05678,7790.01,2026-04-24 20:24:00,electronics,success,NORMAL
T0001026,C06795,D02345,P00538,336.9,2026-07-23 19:36:00,food,success,NORMAL
T0001027,C03896,D02923,P04423,1525.74,2026-06-14 18:56:00,travel,success,NORMAL
T0001028,C09506,D02828,P02670,1499.0,2026-05-14 14:13:00,fashion,success,ABUSIVE
T0001029,C07279,D00714,P09602,1699.0,2026-07-17 09:10:00,grocery,success,ABUSIVE
T0001030,C00168,D04728,P04172,11099.29,2026-07-30 16:18:00,grocery,success,NORMAL
T0001031,C06144,D00106,P08505,4870.36,2026-07-17 01:56:00,electronics,success,NORMAL
T0001032,C08185,D02587,P03192,8344.35,2026-05-17 19:57:00,fashion,success,NORMAL
T0001033,C05261,D03740,P06157,1516.23,2026-01-07 16:26:00,fashion,success,NORMAL
T0001034,C06694,D03406,P01894,1067.15,2026-04-08 20:07:00,electronics,success,NORMAL
T0001035,C04828,D00580,P01104,9188.49,2026-03-08 10:32:00,electronics,success,NORMAL
T0001036,C03718,D01922,P07167,4885.52,2026-05-25 19:59:00,electronics,success,NORMAL
T0001037,C02194,D01140,P03133,7782.34,2026-07-27 23:19:00,fashion,success,NORMAL
T0001038,C01328,D04988,P07378,548.12,2026-03-24 00:37:00,fashion,success,NORMAL
T0001039,C08417,D02539,P06235,8869.59,2026-03-03 06:57:00,grocery,success,NORMAL
T0001040,C00928,D00779,P02756,9478.33,2026-05-06 19:12:00,travel,success,NORMAL
T0001041,C06785,D00194,P04693,838.22,2026-06-25 09:53:00,travel,success,NORMAL
T0001042,C01744,D01948,P07748,8651.02,2026-03-08 06:29:00,grocery,success,NORMAL
T0001043,C05451,D04497,P04363,1410.57,2026-03-19 19:26:00,food,success,NORMAL
T0001044,C05253,D04744,P06341,1597.71,2026-05-30 23:54:00,fashion,success,NORMAL
T0001045,C03300,D03885,P02992,846.04,2026-02-03 19:53:00,fashion,success,NORMAL
T0001046,C04318,D03366,P08234,5535.82,2026-03-08 18:46:00,travel,success,NORMAL
T0001047,C00628,D01617,P06007,1324.77,2026-03-08 01:26:00,grocery,success,NORMAL
T0001048,C09557,D02858,P09737,5574.03,2026-01-28 06:29:00,electronics,success,NORMAL
T0001049,C01537,D02870,P01573,2281.93,2026-04-04 06:25:00,travel,success,NORMAL
T0001050,C07753,D03017,P07371,1652.5,2026-02-01 19:44:00,fashion,success,NORMAL
T0001051,C04290,D00516,P01262,8732.21,2026-02-07 04:52:00,fashion,success,NORMAL
T0001052,C09901,D02802,P06080,269.27,2026-04-26 02:28:00,food,success,NORMAL
T0001053,C06811,D02791,P07136,309.92,2026-02-19 15:27:00,travel,success,NORMAL
T0001054,C06708,D00762,P05767,2499.0,2026-06-11 12:49:00,food,success,ABUSIVE
T0001055,C01181,D00428,P09682,799.99,2026-01-06 11:11:00,grocery,success,NORMAL
T0001056,C03902,D01058,P02567,6824.92,2026-05-01 18:10:00,travel,success,NORMAL
T0001057,C03764,D04229,P03015,540.3,2026-04-12 02:26:00,grocery,success,NORMAL
T0001058,C08814,D03598,P07977,472.04,2026-05-09 20:59:00,food,success,NORMAL
T0001059,C05780,D02252,P03054,4671.15,2026-02-06 15:41:00,electronics,success,NORMAL
T0001060,C01804,D02320,P04074,8956.03,2026-02-27 14:55:00,food,success,NORMAL
T0001061,C04130,D03951,P04286,320.64,2026-02-02 11:58:00,electronics,success,NORMAL
T0001062,C07622,D04767,P04561,10038.62,2026-04-30 03:37:00,food,success,NORMAL
T0001063,C04261,D04323,P09786,568.1,2026-01-08 03:06:00,grocery,success,NORMAL
T0001064,C06570,D00618,P00711,7241.26,2026-07-01 19:26:00,electronics,success,NORMAL
T0001065,C06791,D04515,P07013,464.51,2026-03-16 20:42:00,grocery,success,NORMAL
T0001066,C00211,D01258,P07544,2313.11,2026-07-06 03:28:00,electronics,success,NORMAL
T0001067,C05585,D04292,P02526,787.23,2026-01-31 13:48:00,grocery,success,NORMAL
T0001068,C09259,D01646,P01938,698.47,2026-07-02 17:35:00,electronics,success,NORMAL
T0001069,C05452,D04092,P06316,1103.01,2026-01-11 07:35:00,electronics,success,NORMAL
T0001070,C03480,D02071,P07195,1044.5,2026-06-17 20:10:00,travel,success,NORMAL
T0001071,C06113,D02996,P05559,1055.81,2026-04-14 08:59:00,fashion,success,NORMAL
T0001072,C07980,D01014,P06881,440.61,2026-07-26 10:46:00,travel,success,NORMAL
T0001073,C09913,D03682,P05891,332.52,2026-07-18 08:48:00,electronics,success,NORMAL
T0001074,C07645,D04975,P07836,9177.14,2026-03-20 13:30:00,grocery,success,NORMAL
T0001075,C00035,D01771,P07614,725.03,2026-01-11 15:57:00,food,success,NORMAL
T0001076,C06161,D00101,P00100,475.12,2026-06-23 17:29:00,fashion,success,NORMAL
T0001077,C02990,D00079,P07044,8478.27,2026-05-09 16:32:00,food,success,NORMAL
T0001078,C09815,D02396,P03565,322.59,2026-06-18 22:46:00,food,success,ABUSIVE
T0001079,C04101,D03516,P05848,810.77,2026-04-28 10:51:00,grocery,success,NORMAL
T0001080,C01668,D02554,P09523,5103.12,2026-05-16 18:35:00,grocery,success,NORMAL
T0001081,C03571,D03801,P03030,10543.2,2026-02-27 09:12:00,electronics,success,NORMAL
T0001082,C03616,D02472,P08085,467.07,2026-04-04 09:27:00,grocery,success,NORMAL
T0001083,C05347,D02160,P02007,10322.29,2026-06-23 17:13:00,electronics,success,NORMAL
T0001084,C08263,D01173,P07938,729.32,2026-01-21 04:06:00,food,success,NORMAL
T0001085,C08083,D03995,P05279,447.72,2026-06-19 10:04:00,electronics,success,NORMAL
T0001086,C09030,D02130,P04126,1372.1,2026-02-25 22:27:00,food,success,NORMAL
T0001087,C00630,D02884,P07666,1592.22,2026-01-29 19:37:00,fashion,success,NORMAL
T0001088,C05934,D00101,P06412,1395.0,2026-03-03 21:43:00,grocery,success,NORMAL
T0001089,C00513,D01386,P01639,482.81,2026-05-05 11:24:00,electronics,success,NORMAL
T0001090,C09756,D01456,P06439,295.59,2026-04-17 06:11:00,travel,success,NORMAL
T0001091,C04115,D04646,P05649,4430.55,2026-05-18 11:00:00,fashion,success,NORMAL
T0001092,C01919,D03774,P05033,460.49,2026-01-13 01:22:00,food,success,NORMAL
T0001093,C06053,D04484,P00465,7699.63,2026-03-01 18:30:00,electronics,success,NORMAL
T0001094,C02085,D02071,P07195,541.47,2026-07-21 21:04:00,travel,success,NORMAL
T0001095,C05301,D03835,P02535,1497.18,2026-02-08 23:51:00,travel,success,NORMAL
T0001096,C08982,D04628,P09993,556.58,2026-06-05 01:18:00,food,success,NORMAL
T0001097,C04801,D03513,P02908,9522.91,2026-07-20 01:36:00,electronics,success,NORMAL
T0001098,C09101,D01295,P07317,882.36,2026-03-15 00:32:00,food,success,NORMAL
T0001099,C06154,D01748,P00354,342.13,2026-01-05 06:46:00,grocery,success,NORMAL
T0001100,C08745,D04850,P04291,7341.17,2026-05-26 16:02:00,food,success,NORMAL
T0001101,C05287,D01715,P09244,2448.41,2026-05-14 06:17:00,fashion,success,NORMAL
T0001102,C07857,D03055,P07812,4577.83,2026-06-01 12:21:00,fashion,success,NORMAL
T0001103,C01726,D02572,P01534,859.47,2026-02-06 16:20:00,grocery,success,NORMAL
T0001104,C04960,D04956,P09079,2584.11,2026-03-23 14:17:00,fashion,success,NORMAL
T0001105,C04301,D01905,P02444,10694.79,2026-07-06 14:15:00,electronics,success,NORMAL
T0001106,C01855,D00086,P09558,2492.96,2026-02-07 20:54:00,fashion,success,NORMAL
T0001107,C03321,D03403,P00231,2288.38,2026-06-10 20:36:00,food,success,NORMAL
T0001108,C00705,D04867,P01374,2499.0,2026-06-16 04:36:00,food,success,ABUSIVE
T0001109,C01791,D03999,P08601,1478.44,2026-07-06 19:24:00,fashion,success,NORMAL
T0001110,C06936,D00009,P00529,318.23,2026-01-14 01:54:00,fashion,success,NORMAL
T0001111,C00370,D04505,P01095,464.92,2026-01-18 06:14:00,grocery,success,NORMAL
T0001112,C08792,D01390,P04448,1023.32,2026-05-07 09:34:00,travel,success,NORMAL
T0001113,C07094,D01037,P08108,2861.11,2026-05-16 04:40:00,fashion,success,NORMAL
T0001114,C04338,D04508,P00299,749.58,2026-06-05 01:20:00,food,success,NORMAL
T0001115,C02341,D03613,P04352,8275.51,2026-01-25 17:05:00,food,success,NORMAL
T0001116,C09181,D02387,P03718,9167.34,2026-04-28 23:31:00,travel,success,NORMAL
T0001117,C00495,D00089,P05146,9324.21,2026-03-16 09:10:00,electronics,success,NORMAL
T0001118,C01396,D01819,P06349,329.89,2026-06-28 07:35:00,travel,success,NORMAL
T0001119,C07449,D00673,P02715,8959.1,2026-05-01 07:00:00,grocery,success,NORMAL
T0001120,C06003,D04333,P01115,4871.48,2026-03-27 15:30:00,food,success,NORMAL
T0001121,C08710,D00975,P06217,1696.91,2026-05-26 10:46:00,food,success,NORMAL
T0001122,C03767,D03361,P02707,994.88,2026-01-15 08:35:00,electronics,success,NORMAL
T0001123,C05012,D02653,P05582,6974.13,2026-04-02 22:04:00,food,success,NORMAL
T0001124,C07635,D02307,P00475,325.5,2026-07-15 21:44:00,electronics,success,NORMAL
T0001125,C03334,D02821,P07538,1606.06,2026-02-15 13:49:00,food,success,NORMAL
T0001126,C03061,D04143,P02273,1530.78,2026-06-02 19:12:00,fashion,success,ABUSIVE
T0001127,C01352,D01923,P04071,9440.73,2026-05-08 14:56:00,grocery,success,NORMAL
T0001128,C08250,D01029,P09186,1368.97,2026-05-15 22:43:00,electronics,success,NORMAL
T0001129,C01281,D04034,P00187,1695.37,2026-07-24 22:54:00,electronics,success,NORMAL
T0001130,C02371,D01344,P01177,8647.86,2026-03-18 16:28:00,food,success,NORMAL
T0001131,C04216,D02862,P01325,1799.0,2026-03-31 02:14:00,travel,success,ABUSIVE
T0001132,C02915,D02862,P01325,1599.0,2026-03-03 02:04:00,fashion,success,ABUSIVE
T0001133,C03181,D03662,P01640,471.64,2026-01-12 06:18:00,food,success,NORMAL
T0001134,C00091,D04674,P02216,4391.91,2026-03-05 06:58:00,travel,success,NORMAL
T0001135,C00029,D00857,P00320,462.52,2026-01-06 10:08:00,fashion,success,NORMAL
T0001136,C07307,D03087,P02208,1065.9,2026-02-03 06:58:00,fashion,success,NORMAL
T0001137,C09918,D04804,P03901,490.47,2026-01-30 01:57:00,food,success,NORMAL
T0001138,C06136,D02179,P02698,8350.95,2026-04-22 21:29:00,electronics,success,NORMAL
T0001139,C03807,D03629,P01956,274.83,2026-01-31 22:04:00,electronics,success,NORMAL
T0001140,C09585,D01984,P08004,867.83,2026-04-30 21:36:00,electronics,success,NORMAL
T0001141,C06418,D04978,P03300,2337.01,2026-06-21 00:15:00,fashion,success,NORMAL
T0001142,C08778,D04989,P02593,856.08,2026-07-22 15:36:00,electronics,success,NORMAL
T0001143,C03991,D00878,P00621,8905.61,2026-02-08 09:25:00,grocery,success,NORMAL
T0001144,C08491,D03899,P08699,1406.22,2026-01-21 09:16:00,food,success,NORMAL
T0001145,C01713,D04437,P05518,4380.16,2026-07-04 20:31:00,travel,success,NORMAL
T0001146,C02892,D02523,P04692,916.13,2026-02-04 17:34:00,grocery,success,NORMAL
T0001147,C06568,D01513,P01221,2533.38,2026-02-09 23:18:00,food,success,NORMAL
T0001148,C01477,D04267,P00395,705.72,2026-05-07 02:01:00,fashion,success,NORMAL
T0001149,C09247,D02343,P06537,1688.33,2026-02-01 04:46:00,grocery,success,NORMAL
T0001150,C04624,D01826,P01919,2318.48,2026-02-15 01:41:00,fashion,success,NORMAL
T0001151,C04985,D00008,P01065,1077.13,2026-03-21 20:35:00,food,success,NORMAL
T0001152,C02262,D02107,P06264,10743.86,2026-05-12 23:40:00,electronics,success,NORMAL
T0001153,C05226,D04190,P04229,1707.35,2026-03-14 14:59:00,food,success,NORMAL
T0001154,C09577,D01472,P03087,799.6,2026-06-17 07:36:00,food,success,NORMAL
T0001155,C00119,D02026,P04970,997.77,2026-01-04 22:47:00,travel,success,NORMAL
T0001156,C09594,D04747,P09196,10480.82,2026-01-04 19:30:00,electronics,success,NORMAL
T0001157,C06633,D01054,P06307,1065.45,2026-05-11 21:11:00,fashion,success,NORMAL
T0001158,C00242,D04366,P05676,566.47,2026-03-20 00:37:00,food,success,NORMAL
T0001159,C06770,D04284,P01662,9479.21,2026-03-03 09:35:00,food,success,NORMAL
T0001160,C04464,D04868,P09383,1391.37,2026-04-17 22:29:00,grocery,success,NORMAL
T0001161,C09738,D02231,P09884,8988.33,2026-01-09 09:45:00,food,success,NORMAL
T0001162,C09868,D00409,P06946,2347.28,2026-03-01 14:11:00,grocery,success,NORMAL
T0001163,C06690,D03359,P04857,2397.08,2026-03-12 07:38:00,travel,success,NORMAL
T0001164,C07965,D01847,P07430,431.58,2026-05-08 16:22:00,electronics,success,NORMAL
T0001165,C01299,D01265,P01839,8795.18,2026-02-16 07:42:00,grocery,success,NORMAL
T0001166,C06261,D02732,P09463,451.02,2026-06-15 18:39:00,travel,success,NORMAL
T0001167,C03067,D03718,P09983,7758.74,2026-07-15 17:45:00,grocery,success,NORMAL
T0001168,C04091,D00921,P06147,434.31,2026-06-26 07:41:00,fashion,success,NORMAL
T0001169,C06537,D01817,P00925,278.53,2026-03-09 14:07:00,grocery,success,NORMAL
T0001170,C01561,D04738,P00243,11492.7,2026-04-03 13:04:00,grocery,success,NORMAL
T0001171,C02761,D00800,P09621,703.5,2026-02-26 02:03:00,food,success,NORMAL
T0001172,C00849,D04589,P01897,4982.21,2026-04-24 08:44:00,travel,success,NORMAL
T0001173,C00839,D01664,P00012,8336.08,2026-03-31 13:56:00,electronics,success,NORMAL
T0001174,C09439,D00339,P05013,290.9,2026-04-17 16:39:00,grocery,success,NORMAL
T0001175,C04567,D04016,P03758,2365.43,2026-04-16 17:33:00,electronics,success,NORMAL
T0001176,C05316,D03611,P06740,763.74,2026-04-07 14:21:00,travel,success,NORMAL
T0001177,C09512,D01534,P09925,5436.27,2026-04-09 03:18:00,food,success,NORMAL
T0001178,C00957,D01866,P00466,2285.04,2026-01-13 13:05:00,grocery,success,NORMAL
T0001179,C08284,D03748,P04238,536.74,2026-05-11 01:23:00,electronics,success,NORMAL
T0001180,C04439,D00830,P07134,10575.78,2026-05-17 15:39:00,travel,success,NORMAL
T0001181,C01389,D01888,P09346,10156.6,2026-02-22 07:28:00,travel,success,NORMAL
T0001182,C09643,D00482,P07767,562.26,2026-07-08 16:21:00,travel,success,NORMAL
T0001183,C00436,D01310,P08772,10799.59,2026-03-11 06:00:00,food,success,NORMAL
T0001184,C06028,D01613,P09981,454.26,2026-06-05 23:30:00,electronics,success,NORMAL
T0001185,C06539,D04922,P01750,429.17,2026-01-28 21:36:00,electronics,success,NORMAL
T0001186,C03293,D02578,P00514,524.26,2026-04-25 14:48:00,fashion,success,NORMAL
T0001187,C07773,D04589,P01897,4357.32,2026-05-14 13:24:00,food,success,NORMAL
T0001188,C06200,D00164,P08178,1347.38,2026-01-11 13:15:00,fashion,success,NORMAL
T0001189,C05285,D01108,P05810,430.49,2026-05-30 12:54:00,fashion,success,NORMAL
T0001190,C09482,D00242,P07908,8632.79,2026-03-23 17:08:00,food,success,NORMAL
T0001191,C01719,D02071,P08300,307.22,2026-07-17 02:19:00,fashion,success,NORMAL
T0001192,C03702,D03815,P04869,2165.83,2026-05-21 01:31:00,food,success,NORMAL
T0001193,C05618,D00709,P00777,925.62,2026-05-25 09:53:00,travel,success,NORMAL
T0001194,C06617,D01811,P07857,711.85,2026-03-14 10:53:00,electronics,success,NORMAL
T0001195,C06412,D01970,P04683,868.37,2026-03-28 06:38:00,electronics,success,NORMAL
T0001196,C04000,D01921,P07717,1009.18,2026-02-25 13:35:00,grocery,success,NORMAL
T0001197,C08324,D02685,P01311,2292.06,2026-07-04 01:54:00,travel,success,NORMAL
T0001198,C07806,D04066,P01679,8526.28,2026-05-27 06:43:00,fashion,success,NORMAL
T0001199,C01342,D01831,P04970,329.52,2026-05-24 07:14:00,travel,success,NORMAL
T0001200,C01070,D00737,P09861,337.42,2026-07-08 17:54:00,travel,success,NORMAL
T0001201,C08015,D04162,P04400,8769.26,2026-05-07 21:47:00,travel,success,NORMAL
T0001202,C00112,D03152,P09635,336.47,2026-01-01 01:56:00,food,success,NORMAL
T0001203,C06077,D01602,P04683,305.66,2026-07-01 03:42:00,grocery,success,NORMAL
T0001204,C02309,D03928,P00689,940.95,2026-03-11 15:25:00,food,success,NORMAL
T0001205,C00194,D02146,P02866,1689.83,2026-04-05 16:22:00,electronics,success,NORMAL
T0001206,C07655,D01392,P00116,8554.68,2026-02-13 01:46:00,electronics,success,NORMAL
T0001207,C05691,D02301,P06196,8608.67,2026-07-13 20:29:00,travel,success,NORMAL
T0001208,C05919,D02586,P09473,4380.86,2026-04-14 18:44:00,grocery,success,NORMAL
T0001209,C08380,D03785,P03083,281.95,2026-04-01 16:13:00,fashion,success,NORMAL
T0001210,C05551,D02026,P04970,10258.5,2026-03-19 03:15:00,food,success,NORMAL
T0001211,C03258,D03864,P07996,1029.75,2026-03-07 04:39:00,travel,success,NORMAL
T0001212,C09818,D04973,P08798,1053.48,2026-01-02 12:30:00,fashion,success,NORMAL
T0001213,C09478,D01632,P02023,7644.13,2026-07-03 19:39:00,fashion,success,NORMAL
T0001214,C01080,D00616,P07373,936.06,2026-02-10 23:55:00,fashion,success,NORMAL
T0001215,C05891,D04784,P02650,1103.3,2026-03-03 13:05:00,electronics,success,NORMAL
T0001216,C08432,D00583,P03153,5523.61,2026-06-13 03:01:00,grocery,success,NORMAL
T0001217,C07080,D02364,P05440,1142.63,2026-04-27 00:51:00,travel,success,NORMAL
T0001218,C08767,D02878,P09410,1075.63,2026-01-06 12:57:00,grocery,success,NORMAL
T0001219,C02662,D03678,P00359,7381.17,2026-05-08 13:36:00,electronics,success,NORMAL
T0001220,C08556,D03662,P01640,448.44,2026-01-23 16:29:00,food,success,NORMAL
T0001221,C08972,D04802,P08288,9224.96,2026-06-12 20:49:00,electronics,success,NORMAL
T0001222,C07126,D03630,P08106,336.56,2026-02-12 02:39:00,food,success,NORMAL
T0001223,C01532,D03190,P00724,690.07,2026-03-10 10:55:00,electronics,success,NORMAL
T0001224,C04516,D01731,P06487,710.24,2026-05-18 19:19:00,fashion,success,NORMAL
T0001225,C04940,D00945,P03245,525.28,2026-03-11 16:30:00,electronics,success,NORMAL
T0001226,C09335,D00191,P05687,5650.59,2026-01-20 15:01:00,grocery,success,NORMAL
T0001227,C07066,D03005,P04482,7568.93,2026-03-20 04:27:00,fashion,success,NORMAL
T0001228,C09380,D01522,P04640,325.81,2026-06-30 10:53:00,travel,success,NORMAL
T0001229,C05903,D03747,P01169,904.37,2026-02-12 20:28:00,electronics,success,NORMAL
T0001230,C00469,D00479,P08532,2716.31,2026-06-13 17:08:00,fashion,success,NORMAL
T0001231,C08343,D00602,P08319,2822.64,2026-04-13 01:53:00,electronics,success,NORMAL
T0001232,C07786,D00746,P06309,4820.09,2026-01-23 14:37:00,fashion,success,NORMAL
T0001233,C00519,D04924,P08556,567.16,2026-05-29 08:52:00,grocery,success,NORMAL
T0001234,C08858,D00340,P07874,1073.39,2026-01-17 06:11:00,travel,success,NORMAL
T0001235,C06621,D01581,P08661,908.34,2026-01-16 08:53:00,food,success,NORMAL
T0001236,C07598,D03029,P01762,4566.08,2026-07-11 20:44:00,food,success,NORMAL
T0001237,C02163,D03577,P06697,287.75,2026-01-18 09:18:00,electronics,success,NORMAL
T0001238,C04948,D00621,P02322,518.54,2026-01-17 03:00:00,food,success,NORMAL
T0001239,C02693,D04641,P09556,806.29,2026-03-21 05:13:00,grocery,success,NORMAL
T0001240,C07344,D00775,P01873,275.64,2026-02-26 17:05:00,food,success,NORMAL
T0001241,C08172,D03146,P04131,9335.16,2026-05-30 00:05:00,electronics,success,ABUSIVE
T0001242,C09484,D04750,P07830,1130.04,2026-03-03 02:20:00,travel,success,NORMAL
T0001243,C04299,D03410,P07564,11269.23,2026-04-25 15:46:00,food,success,NORMAL
T0001244,C04784,D04733,P00561,4928.49,2026-07-01 11:27:00,fashion,success,NORMAL
T0001245,C03980,D00187,P09359,4789.84,2026-02-16 10:16:00,travel,success,NORMAL
T0001246,C06211,D04341,P05977,318.67,2026-04-22 06:04:00,travel,success,NORMAL
T0001247,C01974,D03141,P00109,1104.32,2026-01-13 05:58:00,fashion,success,NORMAL
T0001248,C07938,D02924,P04515,711.31,2026-03-27 00:06:00,grocery,success,NORMAL
T0001249,C04397,D02747,P00271,309.78,2026-04-07 03:21:00,food,success,NORMAL
T0001250,C09049,D00316,P05141,1683.22,2026-03-27 15:39:00,travel,success,NORMAL
T0001251,C00001,D02661,P05116,4296.84,2026-01-29 10:49:00,grocery,success,NORMAL
T0001252,C02572,D04058,P05826,10169.09,2026-05-05 08:57:00,fashion,success,NORMAL
T0001253,C06808,D02606,P06016,1692.64,2026-05-12 18:23:00,grocery,success,NORMAL
T0001254,C04231,D00796,P03051,5476.96,2026-03-17 20:25:00,grocery,success,NORMAL
T0001255,C05150,D01261,P02431,866.57,2026-03-23 13:49:00,electronics,success,NORMAL
T0001256,C01630,D03542,P07130,2255.94,2026-02-06 16:36:00,travel,success,NORMAL
T0001257,C00058,D01186,P04214,296.01,2026-07-29 14:06:00,grocery,success,NORMAL
T0001258,C08951,D00295,P08647,2649.33,2026-06-27 15:00:00,fashion,success,NORMAL
T0001259,C00253,D00051,P03338,1313.7,2026-02-22 05:01:00,fashion,success,NORMAL
T0001260,C06079,D02889,P07253,2389.65,2026-03-16 04:47:00,electronics,success,NORMAL
T0001261,C03848,D01862,P09797,299.87,2026-07-20 09:08:00,travel,success,NORMAL
T0001262,C07238,D02574,P04667,2687.46,2026-06-27 16:49:00,travel,success,NORMAL
T0001263,C05137,D04487,P07587,5440.62,2026-01-28 03:26:00,electronics,success,NORMAL
T0001264,C08989,D02829,P04036,449.92,2026-06-03 17:18:00,travel,success,NORMAL
T0001265,C05907,D02275,P01592,846.04,2026-03-14 08:20:00,fashion,success,NORMAL
T0001266,C00359,D04336,P07399,2342.7,2026-06-20 23:46:00,fashion,success,NORMAL
T0001267,C03581,D02410,P02843,550.01,2026-03-27 00:59:00,food,success,NORMAL
T0001268,C05653,D00170,P02000,568.77,2026-07-17 01:12:00,food,success,NORMAL
T0001269,C05322,D01448,P00605,289.07,2026-02-20 08:18:00,food,success,NORMAL
T0001270,C00131,D02629,P00137,328.03,2026-01-11 16:42:00,food,success,NORMAL
T0001271,C03468,D00951,P09145,2736.24,2026-07-23 02:06:00,grocery,success,NORMAL
T0001272,C05666,D02990,P08046,4396.13,2026-04-29 21:30:00,grocery,success,NORMAL
T0001273,C05806,D00997,P05810,1498.79,2026-04-09 17:59:00,grocery,success,NORMAL
T0001274,C04057,D00649,P05060,8835.62,2026-03-31 00:58:00,food,success,NORMAL
T0001275,C01144,D00471,P02255,10484.83,2026-02-22 04:25:00,fashion,success,NORMAL
T0001276,C04616,D03768,P07558,691.54,2026-02-28 07:36:00,grocery,success,NORMAL
T0001277,C01031,D00794,P08761,795.4,2026-06-09 15:48:00,fashion,success,NORMAL
