customer_id,signup_date,kyc_status,home_address_id,label,ring_id
C02068,2026-03-26,verified,A00074,NORMAL,
C02069,2025-06-04,verified,A00211,NORMAL,
C02070,2025-11-11,verified,A00680,NORMAL,
C02071,2025-07-08,verified,A00217,NORMAL,
C02072,2026-05-16,verified,A00108,ABUSE_RING,R0059
C02073,2025-09-12,verified,A00482,NORMAL,
C02074,2025-06-12,verified,A00250,NORMAL,
C02075,2025-06-08,verified,A00129,ABUSE_RING,R0033
C02076,2026-04-05,verified,A00440,LEGITIMATE_SHARED_RESOURCE,
C02077,2026-03-26,verified,A00630,NORMAL,
C02078,2025-12-10,pending,A00521,ABUSE_RING,R0085
C02079,2025-05-07,verified,A00300,NORMAL,
C02080,2026-01-30,verified,A00458,LEGITIMATE_SHARED_RESOURCE,
C02081,2026-04-14,verified,A00598,NORMAL,
C02082,2025-06-04,pending,A00297,NORMAL,
C02083,2025-10-02,verified,A00199,ABUSE_RING,R0040
C02084,2025-03-16,verified,A00501,LEGITIMATE_SHARED_RESOURCE,
C02085,2025-12-21,verified,A00507,LEGITIMATE_SHARED_RESOURCE,
C02086,2025-06-10,pending,A00413,NORMAL,
C02087,2026-02-23,verified,A00619,NORMAL,
C02088,2025-01-05,pending,A00339,NORMAL,
C02089,2025-08-24,verified,A00433,NORMAL,
C02090,2026-03-26,verified,A00215,NORMAL,
C02091,2025-07-11,verified,A00078,NORMAL,
C02092,2026-02-11,verified,A00212,NORMAL,
C02093,2025-04-20,verified,A00612,NORMAL,
C02094,2025-01-16,verified,A00310,LEGITIMATE_SHARED_RESOURCE,
C02095,2025-02-12,pending,A00568,NORMAL,
C02096,2026-07-01,verified,A00205,NORMAL,
C02097,2025-04-15,verified,A00681,NORMAL,
C02098,2025-04-09,verified,A00108,NORMAL,
C02099,2026-02-12,verified,A00554,LEGITIMATE_SHARED_RESOURCE,
C02100,2025-01-12,verified,A00434,NORMAL,
C02101,2025-05-19,verified,A00123,NORMAL,
C02102,2025-08-16,verified,A00710,LEGITIMATE_SHARED_RESOURCE,
C02103,2026-01-10,pending,A00074,NORMAL,
C02104,2025-04-23,verified,A00685,LEGITIMATE_SHARED_RESOURCE,
C02105,2025-09-04,verified,A00558,LEGITIMATE_SHARED_RESOURCE,
C02106,2025-04-07,verified,A00252,NORMAL,
C02107,2025-09-24,verified,A00326,NORMAL,
C02108,2026-08-17,verified,A00023,LEGITIMATE_SHARED_RESOURCE,
C02109,2026-01-22,verified,A00013,LEGITIMATE_SHARED_RESOURCE,
C02110,2026-05-28,verified,A00188,NORMAL,
C02111,2025-08-30,verified,A00362,NORMAL,
C02112,2025-03-03,verified,A00039,LEGITIMATE_SHARED_RESOURCE,
C02113,2025-05-25,verified,A00669,LEGITIMATE_SHARED_RESOURCE,
C02114,2025-06-28,verified,A00319,LEGITIMATE_SHARED_RESOURCE,
C02115,2026-05-22,verified,A00620,LEGITIMATE_SHARED_RESOURCE,
C02116,2025-05-15,verified,A00345,NORMAL,
C02117,2025-04-18,verified,A00564,NORMAL,
C02118,2025-05-30,verified,A00437,NORMAL,
C02119,2025-04-12,pending,A00251,NORMAL,
C02120,2025-12-12,verified,A00426,NORMAL,
C02121,2025-05-09,verified,A00543,NORMAL,
C02122,2025-10-24,verified,A00331,LEGITIMATE_SHARED_RESOURCE,
C02123,2026-05-07,verified,A00596,NORMAL,
C02124,2026-05-24,pending,A00019,LEGITIMATE_SHARED_RESOURCE,
C02125,2026-02-09,verified,A00630,NORMAL,
C02126,2026-06-21,verified,A00578,NORMAL,
C02127,2026-05-05,verified,A00189,MIXED,
C02128,2026-03-09,verified,A00429,NORMAL,
C02129,2026-01-19,verified,A00547,NORMAL,
C02130,2025-08-08,verified,A00096,NORMAL,
C02131,2026-02-05,verified,A00690,NORMAL,
C02132,2025-06-17,verified,A00043,LEGITIMATE_SHARED_RESOURCE,
C02133,2026-03-30,pending,A00483,LEGITIMATE_SHARED_RESOURCE,
C02134,2025-07-20,verified,A00703,NORMAL,
C02135,2026-04-10,verified,A00288,NORMAL,
C02136,2025-07-22,verified,A00200,NORMAL,
C02137,2025-01-11,verified,A00159,NORMAL,
C02138,2025-01-27,pending,A00350,NORMAL,
C02139,2026-02-05,verified,A00041,NORMAL,
C02140,2026-05-09,verified,A00182,NORMAL,
C02141,2025-10-19,verified,A00526,ABUSE_RING,R0046
C02142,2025-12-01,verified,A00460,NORMAL,
C02143,2026-06-20,verified,A00543,NORMAL,
C02144,2025-06-25,verified,A00173,NORMAL,
C02145,2026-04-18,verified,A00121,NORMAL,
C02146,2025-12-05,pending,A00157,NORMAL,
C02147,2025-08-01,verified,A00589,NORMAL,
C02148,2026-04-10,verified,A00179,NORMAL,
C02149,2025-12-02,verified,A00115,NORMAL,
C02150,2025-10-31,verified,A00693,NORMAL,
C02151,2025-09-12,verified,A00303,NORMAL,
C02152,2026-05-17,verified,A00377,ABUSE_RING,R0073
C02153,2025-10-26,verified,A00088,ABUSE_RING,R0046
C02154,2026-06-03,verified,A00319,NORMAL,
C02155,2026-01-05,verified,A00466,LEGITIMATE_SHARED_RESOURCE,
C02156,2026-07-14,verified,A00487,NORMAL,
C02157,2026-08-11,verified,A00277,NORMAL,
C02158,2026-03-15,verified,A00421,NORMAL,
C02159,2026-06-20,verified,A00359,NORMAL,
C02160,2026-01-04,pending,A00666,LEGITIMATE_SHARED_RESOURCE,
C02161,2026-01-10,verified,A00287,NORMAL,
C02162,2025-12-11,verified,A00553,NORMAL,
C02163,2026-05-20,verified,A00014,NORMAL,
C02164,2026-05-27,verified,A00033,NORMAL,
C02165,2026-08-19,verified,A00193,LEGITIMATE_SHARED_RESOURCE,
C02166,2025-04-29,verified,A00149,NORMAL,
C02167,2025-04-08,verified,A00080,LEGITIMATE_SHARED_RESOURCE,
C02168,2025-08-21,verified,A00602,NORMAL,
C02169,2026-05-28,verified,A00198,LEGITIMATE_SHARED_RESOURCE,
C02170,2025-08-03,verified,A00384,NORMAL,
C02171,2026-03-07,verified,A00271,LEGITIMATE_SHARED_RESOURCE,
C02172,2025-01-19,verified,A00086,LEGITIMATE_SHARED_RESOURCE,
C02173,2025-11-16,verified,A00093,NORMAL,
C02174,2025-07-24,pending,A00214,NORMAL,
C02175,2025-12-01,verified,A00446,NORMAL,
C02176,2025-06-20,pending,A00393,NORMAL,
C02177,2025-02-25,verified,A00213,NORMAL,
C02178,2025-03-21,pending,A00283,ABUSE_RING,R0088
C02179,2025-05-14,verified,A00409,LEGITIMATE_SHARED_RESOURCE,
C02180,2025-08-21,verified,A00389,NORMAL,
C02181,2025-04-07,verified,A00563,LEGITIMATE_SHARED_RESOURCE,
C02182,2025-06-09,verified,A00008,LEGITIMATE_SHARED_RESOURCE,
C02183,2025-03-07,verified,A00708,NORMAL,
C02184,2026-04-05,verified,A00597,NORMAL,
C02185,2025-10-30,verified,A00257,NORMAL,
C02186,2025-02-17,verified,A00113,LEGITIMATE_SHARED_RESOURCE,
C02187,2026-08-10,verified,A00568,LEGITIMATE_SHARED_RESOURCE,
C02188,2025-03-17,verified,A00012,NORMAL,
C02189,2025-01-06,verified,A00341,LEGITIMATE_SHARED_RESOURCE,
C02190,2026-02-27,verified,A00239,NORMAL,
C02191,2026-01-02,verified,A00428,NORMAL,
C02192,2025-08-20,verified,A00378,LEGITIMATE_SHARED_RESOURCE,
C02193,2025-03-31,verified,A00443,LEGITIMATE_SHARED_RESOURCE,
C02194,2025-09-02,verified,A00271,NORMAL,
C02195,2025-04-23,verified,A00029,NORMAL,
C02196,2025-06-03,verified,A00540,LEGITIMATE_SHARED_RESOURCE,
C02197,2026-01-21,verified,A00101,NORMAL,
C02198,2025-02-25,verified,A00335,NORMAL,
C02199,2026-03-10,verified,A00302,NORMAL,
C02200,2026-08-19,verified,A00198,NORMAL,
C02201,2026-01-11,verified,A00451,LEGITIMATE_SHARED_RESOURCE,
C02202,2026-03-31,verified,A00681,NORMAL,
C02203,2025-11-05,verified,A00377,NORMAL,
C02204,2026-04-28,verified,A00346,LEGITIMATE_SHARED_RESOURCE,
C02205,2025-07-16,verified,A00508,NORMAL,
C02206,2026-05-21,verified,A00694,LEGITIMATE_SHARED_RESOURCE,
C02207,2025-12-23,verified,A00125,LEGITIMATE_SHARED_RESOURCE,
C02208,2025-11-20,verified,A00536,NORMAL,
C02209,2026-06-21,verified,A00119,NORMAL,
C02210,2026-02-15,verified,A00568,NORMAL,
C02211,2025-09-13,verified,A00109,NORMAL,
C02212,2025-11-21,verified,A00117,NORMAL,
C02213,2025-04-06,verified,A00167,NORMAL,
C02214,2025-09-27,verified,A00300,LEGITIMATE_SHARED_RESOURCE,
C02215,2026-05-28,verified,A00374,NORMAL,
C02216,2025-11-09,pending,A00451,NORMAL,
C02217,2025-08-11,verified,A00689,NORMAL,
C02218,2025-07-28,verified,A00482,NORMAL,
C02219,2025-09-28,verified,A00001,ABUSE_RING,R0026
C02220,2026-02-24,verified,A00329,NORMAL,
C02221,2025-11-14,pending,A00326,NORMAL,
C02222,2025-02-24,verified,A00488,NORMAL,
C02223,2025-01-06,verified,A00008,NORMAL,
C02224,2025-05-06,verified,A00093,LEGITIMATE_SHARED_RESOURCE,
C02225,2026-05-20,verified,A00092,NORMAL,
C02226,2026-04-18,verified,A00107,NORMAL,
C02227,2025-07-31,verified,A00038,NORMAL,
C02228,2025-04-27,verified,A00129,NORMAL,
C02229,2026-04-08,verified,A00227,NORMAL,
C02230,2025-04-03,verified,A00535,NORMAL,
C02231,2025-03-31,verified,A00031,LEGITIMATE_SHARED_RESOURCE,
C02232,2025-09-08,pending,A00482,NORMAL,
C02233,2026-01-25,verified,A00433,NORMAL,
C02234,2025-09-23,verified,A00066,NORMAL,
C02235,2026-08-07,verified,A00666,NORMAL,
C02236,2025-11-21,verified,A00133,ABUSE_RING,R0043
C02237,2026-02-13,verified,A00449,LEGITIMATE_SHARED_RESOURCE,
C02238,2026-07-21,verified,A00153,LEGITIMATE_SHARED_RESOURCE,
C02239,2025-10-25,verified,A00432,NORMAL,
C02240,2025-10-14,verified,A00706,NORMAL,
C02241,2025-06-26,verified,A00677,NORMAL,
C02242,2025-03-13,verified,A00260,LEGITIMATE_SHARED_RESOURCE,
C02243,2026-04-30,verified,A00299,LEGITIMATE_SHARED_RESOURCE,
C02244,2026-02-10,pending,A00148,LEGITIMATE_SHARED_RESOURCE,
C02245,2025-10-09,pending,A00541,NORMAL,
C02246,2025-05-30,verified,A00064,NORMAL,
C02247,2026-03-12,verified,A00301,LEGITIMATE_SHARED_RESOURCE,
C02248,2025-05-10,verified,A00082,LEGITIMATE_SHARED_RESOURCE,
C02249,2026-03-09,pending,A00268,LEGITIMATE_SHARED_RESOURCE,
C02250,2026-02-14,verified,A00531,NORMAL,
C02251,2025-12-23,verified,A00347,NORMAL,
C02252,2025-06-02,verified,A00706,ABUSE_RING,R0055
C02253,2026-03-09,verified,A00151,NORMAL,
C02254,2025-03-08,verified,A00508,NORMAL,
C02255,2025-10-21,verified,A00333,MIXED,R0132
C02256,2025-07-12,verified,A00240,NORMAL,
C02257,2025-04-11,pending,A00277,LEGITIMATE_SHARED_RESOURCE,
C02258,2026-08-18,verified,A00010,NORMAL,
C02259,2026-03-17,verified,A00332,NORMAL,
C02260,2025-10-22,verified,A00708,NORMAL,
C02261,2025-08-07,verified,A00669,NORMAL,
C02262,2025-04-17,pending,A00658,NORMAL,
C02263,2025-10-25,verified,A00248,LEGITIMATE_SHARED_RESOURCE,
C02264,2025-04-18,verified,A00013,NORMAL,
C02265,2026-05-24,verified,A00701,NORMAL,
C02266,2025-02-16,verified,A00549,NORMAL,
C02267,2026-03-15,verified,A00701,NORMAL,
C02268,2025-11-25,verified,A00385,ABUSE_RING,R0042
C02269,2025-02-24,verified,A00540,LEGITIMATE_SHARED_RESOURCE,
C02270,2025-08-21,pending,A00281,LEGITIMATE_SHARED_RESOURCE,
C02271,2025-04-20,verified,A00331,LEGITIMATE_SHARED_RESOURCE,
C02272,2025-10-12,verified,A00501,NORMAL,
C02273,2025-11-10,verified,A00247,NORMAL,
C02274,2025-09-01,verified,A00229,LEGITIMATE_SHARED_RESOURCE,
C02275,2026-01-16,pending,A00669,NORMAL,
C02276,2026-04-26,verified,A00618,NORMAL,
C02277,2026-05-05,verified,A00681,LEGITIMATE_SHARED_RESOURCE,
C02278,2026-03-13,verified,A00369,NORMAL,
C02279,2025-06-09,verified,A00372,LEGITIMATE_SHARED_RESOURCE,
C02280,2025-09-05,verified,A00496,NORMAL,
C02281,2025-11-24,verified,A00005,NORMAL,
C02282,2026-08-01,verified,A00019,NORMAL,
C02283,2025-03-26,pending,A00119,NORMAL,
C02284,2026-06-15,verified,A00408,LEGITIMATE_SHARED_RESOURCE,
C02285,2026-07-25,verified,A00459,NORMAL,
C02286,2025-10-03,verified,A00636,LEGITIMATE_SHARED_RESOURCE,
C02287,2026-01-03,verified,A00022,NORMAL,
C02288,2025-12-02,verified,A00673,NORMAL,
C02289,2025-12-29,verified,A00359,NORMAL,
C02290,2026-05-10,pending,A00157,LEGITIMATE_SHARED_RESOURCE,
C02291,2026-05-30,verified,A00274,NORMAL,
C02292,2026-04-03,verified,A00400,NORMAL,
C02293,2026-02-12,verified,A00407,ABUSE_RING,R0023
C02294,2025-07-30,verified,A00621,NORMAL,
C02295,2025-06-26,verified,A00437,NORMAL,
C02296,2025-04-08,verified,A00355,LEGITIMATE_SHARED_RESOURCE,
C02297,2025-10-03,verified,A00707,LEGITIMATE_SHARED_RESOURCE,
C02298,2026-01-26,verified,A00500,NORMAL,
C02299,2026-06-10,verified,A00627,NORMAL,
C02300,2025-01-27,verified,A00546,NORMAL,
C02301,2025-02-25,verified,A00207,LEGITIMATE_SHARED_RESOURCE,
C02302,2025-04-02,verified,A00154,LEGITIMATE_SHARED_RESOURCE,
C02303,2025-05-01,verified,A00597,ABUSE_RING,R0094
C02304,2025-12-07,verified,A00568,LEGITIMATE_SHARED_RESOURCE,
C02305,2025-06-02,verified,A00165,NORMAL,
C02306,2025-08-03,verified,A00084,NORMAL,
C02307,2025-07-09,verified,A00498,NORMAL,
C02308,2026-05-26,verified,A00003,LEGITIMATE_SHARED_RESOURCE,
C02309,2025-08-08,verified,A00353,NORMAL,
C02310,2026-03-16,verified,A00180,NORMAL,
C02311,2026-04-17,verified,A00268,NORMAL,
C02312,2025-04-05,verified,A00179,NORMAL,
C02313,2026-05-24,verified,A00507,NORMAL,
C02314,2025-07-13,verified,A00324,LEGITIMATE_SHARED_RESOURCE,
C02315,2026-05-19,verified,A00502,NORMAL,
C02316,2025-09-18,verified,A00104,LEGITIMATE_SHARED_RESOURCE,
C02317,2025-11-13,verified,A00013,NORMAL,
C02318,2025-09-16,verified,A00450,NORMAL,
C02319,2025-09-02,verified,A00268,LEGITIMATE_SHARED_RESOURCE,
C02320,2025-04-25,verified,A00521,NORMAL,
C02321,2026-04-12,verified,A00632,NORMAL,
C02322,2025-10-22,verified,A00052,NORMAL,
C02323,2025-12-04,pending,A00140,NORMAL,
C02324,2025-12-04,verified,A00657,NORMAL,
C02325,2025-01-03,verified,A00589,NORMAL,
C02326,2026-01-08,verified,A00701,NORMAL,
C02327,2026-07-15,verified,A00623,LEGITIMATE_SHARED_RESOURCE,
C02328,2025-08-18,verified,A00688,NORMAL,
C02329,2025-07-06,verified,A00472,NORMAL,
C02330,2026-08-23,verified,A00153,LEGITIMATE_SHARED_RESOURCE,
C02331,2025-08-16,verified,A00642,NORMAL,
C02332,2025-04-12,verified,A00698,NORMAL,
C02333,2025-03-15,verified,A00153,MIXED,R0125
C02334,2025-03-29,verified,A00107,NORMAL,
C02335,2025-04-15,verified,A00652,NORMAL,
C02336,2025-03-17,verified,A00213,NORMAL,
C02337,2025-02-21,verified,A00487,LEGITIMATE_SHARED_RESOURCE,
C02338,2025-12-03,verified,A00693,NORMAL,
C02339,2025-02-15,verified,A00267,LEGITIMATE_SHARED_RESOURCE,
C02340,2026-02-19,pending,A00286,NORMAL,
C02341,2026-06-22,verified,A00296,NORMAL,
C02342,2025-04-17,verified,A00143,ABUSE_RING,R0054
C02343,2025-05-10,verified,A00175,NORMAL,
C02344,2025-02-04,verified,A00256,LEGITIMATE_SHARED_RESOURCE,
C02345,2026-06-21,verified,A00486,NORMAL,
C02346,2025-03-02,pending,A00590,NORMAL,
C02347,2025-11-08,verified,A00108,NORMAL,
C02348,2025-09-12,verified,A00540,NORMAL,
C02349,2025-12-28,verified,A00451,NORMAL,
C02350,2026-06-16,verified,A00633,NORMAL,
C02351,2025-06-23,verified,A00115,LEGITIMATE_SHARED_RESOURCE,
C02352,2026-03-11,verified,A00568,NORMAL,
C02353,2025-07-10,verified,A00666,NORMAL,
C02354,2025-02-25,verified,A00633,LEGITIMATE_SHARED_RESOURCE,
C02355,2025-08-03,verified,A00382,NORMAL,
C02356,2025-04-20,verified,A00077,NORMAL,
C02357,2026-04-05,verified,A00309,LEGITIMATE_SHARED_RESOURCE,
C02358,2025-10-04,verified,A00558,LEGITIMATE_SHARED_RESOURCE,
C02359,2026-07-27,verified,A00253,NORMAL,
C02360,2026-07-08,verified,A00455,NORMAL,
C02361,2025-10-12,pending,A00449,NORMAL,
C02362,2025-08-25,verified,A00099,NORMAL,
C02363,2025-08-17,verified,A00457,ABUSE_RING,R0084
C02364,2025-03-04,verified,A00589,NORMAL,
C02365,2025-09-30,verified,A00314,LEGITIMATE_SHARED_RESOURCE,
C02366,2026-01-11,verified,A00032,LEGITIMATE_SHARED_RESOURCE,
C02367,2026-03-27,verified,A00016,NORMAL,
C02368,2025-01-16,verified,A00239,NORMAL,
C02369,2025-12-31,verified,A00520,NORMAL,
C02370,2026-06-16,verified,A00210,LEGITIMATE_SHARED_RESOURCE,
C02371,2025-09-28,verified,A00104,LEGITIMATE_SHARED_RESOURCE,
C02372,2025-05-08,verified,A00029,LEGITIMATE_SHARED_RESOURCE,
C02373,2026-07-23,verified,A00579,NORMAL,
C02374,2025-08-26,verified,A00330,NORMAL,
C02375,2025-03-01,verified,A00140,NORMAL,
C02376,2026-07-02,verified,A00493,NORMAL,
C02377,2026-07-21,verified,A00349,NORMAL,
C02378,2026-06-12,verified,A00363,NORMAL,
C02379,2025-08-13,verified,A00381,LEGITIMATE_SHARED_RESOURCE,
C02380,2026-03-13,verified,A00103,NORMAL,
C02381,2025-11-25,verified,A00241,NORMAL,
C02382,2025-08-10,verified,A00457,NORMAL,
C02383,2025-01-17,verified,A00427,LEGITIMATE_SHARED_RESOURCE,
C02384,2026-05-21,verified,A00679,NORMAL,
C02385,2026-02-16,verified,A00239,NORMAL,
C02386,2025-04-03,verified,A00071,LEGITIMATE_SHARED_RESOURCE,
C02387,2026-03-18,verified,A00107,NORMAL,
C02388,2025-12-07,verified,A00226,NORMAL,
C02389,2025-01-27,verified,A00502,LEGITIMATE_SHARED_RESOURCE,
C02390,2025-07-30,verified,A00195,NORMAL,
C02391,2025-09-19,verified,A00236,NORMAL,
C02392,2026-05-15,verified,A00080,NORMAL,
C02393,2026-04-23,verified,A00221,LEGITIMATE_SHARED_RESOURCE,
C02394,2026-05-13,verified,A00668,LEGITIMATE_SHARED_RESOURCE,
C02395,2025-08-05,verified,A00100,NORMAL,
C02396,2026-07-06,verified,A00053,NORMAL,
C02397,2025-01-15,verified,A00380,NORMAL,
C02398,2026-06-14,verified,A00489,LEGITIMATE_SHARED_RESOURCE,
C02399,2025-05-28,verified,A00401,LEGITIMATE_SHARED_RESOURCE,
C02400,2025-07-06,verified,A00460,NORMAL,
C02401,2025-11-02,verified,A00442,NORMAL,
C02402,2026-07-27,verified,A00490,LEGITIMATE_SHARED_RESOURCE,
C02403,2025-09-07,verified,A00329,NORMAL,
C02404,2025-03-04,verified,A00337,NORMAL,
C02405,2025-05-18,verified,A00621,ABUSE_RING,R0004
C02406,2025-01-25,verified,A00225,ABUSE_RING,R0003
C02407,2026-01-29,verified,A00452,NORMAL,
C02408,2025-05-03,verified,A00462,NORMAL,
C02409,2025-06-12,pending,A00036,ABUSE_RING,R0050
C02410,2025-12-20,verified,A00678,LEGITIMATE_SHARED_RESOURCE,
C02411,2025-01-24,verified,A00322,MIXED,R0137
C02412,2025-11-25,verified,A00551,ABUSE_RING,R0102
C02413,2025-04-12,verified,A00425,NORMAL,
C02414,2026-07-07,verified,A00270,LEGITIMATE_SHARED_RESOURCE,
C02415,2025-10-12,verified,A00335,NORMAL,
C02416,2026-04-03,pending,A00552,NORMAL,
C02417,2025-03-23,verified,A00458,NORMAL,
C02418,2025-09-27,verified,A00190,NORMAL,
C02419,2025-02-04,pending,A00267,NORMAL,
C02420,2025-02-26,pending,A00652,NORMAL,
C02421,2026-01-06,pending,A00379,LEGITIMATE_SHARED_RESOURCE,
C02422,2025-11-30,verified,A00288,NORMAL,
C02423,2025-01-10,verified,A00179,MIXED,
C02424,2025-02-19,verified,A00404,NORMAL,
C02425,2026-05-26,verified,A00616,NORMAL,
C02426,2025-09-06,verified,A00025,NORMAL,
C02427,2025-03-15,verified,A00264,NORMAL,
C02428,2025-03-22,verified,A00035,NORMAL,
C02429,2025-12-24,verified,A00552,LEGITIMATE_SHARED_RESOURCE,
C02430,2025-02-23,verified,A00491,NORMAL,
C02431,2025-01-20,verified,A00261,NORMAL,
C02432,2025-10-06,pending,A00368,LEGITIMATE_SHARED_RESOURCE,
C02433,2025-11-13,verified,A00006,LEGITIMATE_SHARED_RESOURCE,
C02434,2025-02-20,verified,A00301,NORMAL,
C02435,2025-02-08,verified,A00423,NORMAL,
C02436,2025-09-18,verified,A00258,NORMAL,
C02437,2026-04-19,verified,A00217,ABUSE_RING,R0047
C02438,2025-10-30,verified,A00549,NORMAL,
C02439,2026-03-28,verified,A00370,NORMAL,
C02440,2026-02-21,verified,A00565,NORMAL,
C02441,2026-08-18,verified,A00289,NORMAL,
C02442,2026-02-10,verified,A00324,LEGITIMATE_SHARED_RESOURCE,
C02443,2026-03-31,verified,A00086,NORMAL,
C02444,2025-07-17,verified,A00482,LEGITIMATE_SHARED_RESOURCE,
C02445,2025-12-06,verified,A00092,NORMAL,
C02446,2026-06-04,verified,A00684,NORMAL,
C02447,2025-04-20,verified,A00394,NORMAL,
C02448,2025-12-28,verified,A00674,NORMAL,
C02449,2026-01-17,verified,A00692,LEGITIMATE_SHARED_RESOURCE,
C02450,2025-05-01,verified,A00338,NORMAL,
C02451,2025-01-24,verified,A00112,NORMAL,
C02452,2025-12-13,pending,A00450,NORMAL,
C02453,2025-03-14,verified,A00263,NORMAL,
C02454,2025-03-14,verified,A00701,NORMAL,
C02455,2025-10-09,verified,A00496,NORMAL,
C02456,2026-02-01,verified,A00104,NORMAL,
C02457,2025-02-10,verified,A00235,NORMAL,
C02458,2025-06-10,verified,A00125,ABUSE_RING,R0039
C02459,2026-08-21,verified,A00484,NORMAL,
C02460,2025-03-01,verified,A00315,NORMAL,
C02461,2026-01-20,verified,A00523,LEGITIMATE_SHARED_RESOURCE,
C02462,2025-09-18,pending,A00285,LEGITIMATE_SHARED_RESOURCE,
C02463,2026-01-24,verified,A00290,NORMAL,
C02464,2026-01-10,verified,A00660,NORMAL,
C02465,2026-06-02,verified,A00185,NORMAL,
C02466,2025-09-15,verified,A00087,LEGITIMATE_SHARED_RESOURCE,
C02467,2026-07-10,verified,A00521,NORMAL,
C02468,2025-03-10,verified,A00248,NORMAL,
C02469,2026-03-31,verified,A00279,LEGITIMATE_SHARED_RESOURCE,
C02470,2025-10-13,verified,A00610,LEGITIMATE_SHARED_RESOURCE,
C02471,2025-06-10,verified,A00469,NORMAL,
C02472,2025-11-29,pending,A00095,NORMAL,
C02473,2025-09-30,pending,A00307,NORMAL,
C02474,2026-06-27,pending,A00590,LEGITIMATE_SHARED_RESOURCE,
C02475,2025-11-10,verified,A00006,LEGITIMATE_SHARED_RESOURCE,
C02476,2026-08-12,verified,A00394,LEGITIMATE_SHARED_RESOURCE,
C02477,2025-12-14,verified,A00558,NORMAL,
C02478,2025-09-19,verified,A00241,NORMAL,
C02479,2026-08-17,verified,A00297,NORMAL,
C02480,2026-07-28,verified,A00516,LEGITIMATE_SHARED_RESOURCE,
C02481,2026-05-22,verified,A00660,NORMAL,
C02482,2026-05-04,verified,A00490,NORMAL,
C02483,2026-02-11,verified,A00690,NORMAL,
C02484,2026-05-04,verified,A00261,NORMAL,
C02485,2026-08-09,verified,A00211,LEGITIMATE_SHARED_RESOURCE,
C02486,2026-04-09,verified,A00330,LEGITIMATE_SHARED_RESOURCE,
C02487,2025-09-12,verified,A00152,NORMAL,
C02488,2025-12-26,verified,A00103,NORMAL,
C02489,2026-07-05,verified,A00434,NORMAL,
C02490,2025-05-10,verified,A00586,NORMAL,
C02491,2026-04-03,verified,A00446,LEGITIMATE_SHARED_RESOURCE,
C02492,2026-04-14,verified,A00410,NORMAL,
C02493,2025-02-28,verified,A00084,NORMAL,
C02494,2025-05-04,verified,A00374,NORMAL,
C02495,2025-06-17,verified,A00260,NORMAL,
C02496,2025-05-10,verified,A00674,NORMAL,
C02497,2025-08-04,verified,A00446,NORMAL,
C02498,2026-08-17,verified,A00016,LEGITIMATE_SHARED_RESOURCE,
C02499,2026-06-28,verified,A00431,NORMAL,
C02500,2026-04-04,verified,A00120,NORMAL,
C02501,2025-01-27,verified,A00669,NORMAL,
C02502,2026-03-23,verified,A00218,NORMAL,
C02503,2026-03-02,verified,A00678,LEGITIMATE_SHARED_RESOURCE,
C02504,2025-11-07,verified,A00457,MIXED,R0134
C02505,2026-05-04,pending,A00114,NORMAL,
C02506,2025-10-06,verified,A00462,NORMAL,
C02507,2026-04-25,pending,A00057,NORMAL,
C02508,2025-05-19,pending,A00019,NORMAL,
C02509,2025-03-29,verified,A00289,NORMAL,
C02510,2025-09-20,verified,A00037,LEGITIMATE_SHARED_RESOURCE,
C02511,2026-07-06,verified,A00332,NORMAL,
C02512,2025-05-16,verified,A00646,NORMAL,
C02513,2025-08-10,verified,A00274,NORMAL,
C02514,2026-07-17,verified,A00345,NORMAL,
C02515,2025-12-11,verified,A00671,LEGITIMATE_SHARED_RESOURCE,
C02516,2026-04-30,verified,A00690,LEGITIMATE_SHARED_RESOURCE,
C02517,2026-02-24,verified,A00347,LEGITIMATE_SHARED_RESOURCE,
C02518,2025-10-06,pending,A00004,NORMAL,
C02519,2025-12-08,verified,A00579,LEGITIMATE_SHARED_RESOURCE,
C02520,2025-12-16,pending,A00011,NORMAL,
C02521,2026-04-06,verified,A00482,NORMAL,
C02522,2025-05-14,verified,A00147,LEGITIMATE_SHARED_RESOURCE,
C02523,2026-05-02,verified,A00335,NORMAL,
C02524,2026-06-04,verified,A00510,LEGITIMATE_SHARED_RESOURCE,
C02525,2025-03-03,pending,A00569,LEGITIMATE_SHARED_RESOURCE,
C02526,2026-08-19,pending,A00162,NORMAL,
C02527,2026-03-13,verified,A00024,ABUSE_RING,R0044
C02528,2025-08-29,verified,A00434,NORMAL,
C02529,2026-07-08,verified,A00652,NORMAL,
C02530,2025-07-11,verified,A00446,NORMAL,
C02531,2025-11-10,verified,A00177,LEGITIMATE_SHARED_RESOURCE,
C02532,2025-10-20,verified,A00370,LEGITIMATE_SHARED_RESOURCE,
C02533,2025-02-17,verified,A00494,NORMAL,
C02534,2026-02-12,verified,A00443,LEGITIMATE_SHARED_RESOURCE,
C02535,2025-12-30,verified,A00508,NORMAL,
C02536,2026-04-24,verified,A00263,NORMAL,
C02537,2025-05-23,verified,A00109,NORMAL,
C02538,2026-03-07,pending,A00578,LEGITIMATE_SHARED_RESOURCE,
C02539,2025-03-08,verified,A00399,NORMAL,
C02540,2025-07-17,pending,A00439,NORMAL,
C02541,2026-08-19,verified,A00704,NORMAL,
C02542,2026-04-28,verified,A00352,NORMAL,
C02543,2025-06-30,verified,A00102,MIXED,R0125
