customer_id,address_id,relationship,source
C01758,A00372,billing,baseline
C01759,A00389,billing,baseline
C01760,A00011,billing,baseline
C01761,A00096,billing,baseline
C01762,A00181,billing,baseline
C01763,A00669,billing,baseline
C01764,A00396,billing,baseline
C01765,A00426,billing,baseline
C01766,A00388,billing,baseline
C01767,A00655,billing,baseline
C01768,A00687,billing,baseline
C01769,A00587,billing,baseline
C01770,A00452,billing,baseline
C01771,A00306,billing,baseline
C01772,A00040,billing,baseline
C01773,A00645,billing,baseline
C01774,A00411,billing,baseline
C01775,A00064,billing,baseline
C01776,A00149,billing,baseline
C01777,A00056,billing,baseline
C01778,A00399,billing,baseline
C01779,A00523,billing,baseline
C01780,A00664,billing,baseline
C01781,A00514,billing,baseline
C01782,A00670,billing,baseline
C01783,A00201,billing,baseline
C01784,A00687,billing,baseline
C01785,A00374,billing,baseline
C01786,A00644,billing,baseline
C01787,A00610,billing,baseline
C01788,A00558,billing,baseline
C01789,A00481,billing,baseline
C01790,A00306,billing,baseline
C01791,A00038,billing,baseline
C01792,A00187,billing,baseline
C01793,A00616,billing,baseline
C01794,A00563,billing,baseline
C01795,A00490,billing,baseline
C01796,A00131,billing,baseline
C01797,A00108,billing,baseline
C01798,A00401,billing,baseline
C01799,A00483,billing,baseline
C01800,A00161,billing,baseline
C01801,A00559,billing,baseline
C01802,A00369,billing,baseline
C01803,A00710,billing,baseline
C01804,A00070,billing,baseline
C01805,A00641,billing,baseline
C01806,A00605,billing,baseline
C01807,A00088,billing,baseline
C01808,A00374,billing,baseline
C01809,A00161,billing,baseline
C01810,A00378,billing,baseline
C01811,A00708,billing,baseline
C01812,A00503,billing,baseline
C01813,A00448,billing,baseline
C01814,A00683,billing,baseline
C01815,A00561,billing,baseline
C01816,A00229,billing,baseline
C01817,A00148,billing,baseline
C01818,A00540,billing,baseline
C01819,A00199,billing,baseline
C01820,A00613,billing,baseline
C01821,A00161,billing,baseline
C01822,A00318,billing,baseline
C01823,A00284,billing,baseline
C01824,A00466,billing,baseline
C01825,A00252,billing,baseline
C01826,A00126,billing,baseline
C01827,A00701,billing,baseline
C01828,A00051,billing,baseline
C01829,A00413,billing,baseline
C01830,A00360,billing,baseline
C01831,A00347,billing,baseline
C01832,A00013,billing,baseline
C01833,A00112,billing,baseline
C01834,A00658,billing,baseline
C01835,A00431,billing,baseline
C01836,A00267,billing,baseline
C01837,A00082,billing,baseline
C01838,A00562,billing,baseline
C01839,A00394,billing,baseline
C01840,A00339,billing,baseline
C01841,A00240,billing,baseline
C01842,A00454,billing,baseline
C01843,A00419,billing,baseline
C01844,A00492,billing,baseline
C01845,A00152,billing,baseline
C01846,A00710,billing,baseline
C01847,A00175,billing,baseline
C01848,A00077,billing,baseline
C01849,A00224,billing,baseline
C01850,A00563,billing,baseline
C01851,A00321,billing,baseline
C01852,A00169,billing,baseline
C01853,A00009,billing,baseline
C01854,A00004,billing,baseline
C01855,A00427,billing,baseline
C01856,A00657,billing,baseline
C01857,A00610,billing,baseline
C01858,A00602,billing,baseline
C01859,A00420,billing,baseline
C01860,A00546,billing,baseline
C01861,A00622,billing,baseline
C01862,A00306,billing,baseline
C01863,A00238,billing,baseline
C01864,A00210,billing,baseline
C01865,A00540,billing,baseline
C01866,A00307,billing,baseline
C01867,A00700,billing,baseline
C01868,A00371,billing,baseline
C01869,A00116,billing,baseline
C01870,A00269,billing,baseline
C01871,A00616,billing,baseline
C01872,A00446,billing,baseline
C01873,A00328,billing,baseline
C01874,A00257,billing,baseline
C01875,A00285,billing,baseline
C01876,A00162,billing,baseline
C01877,A00520,billing,baseline
C01878,A00456,billing,baseline
C01879,A00075,billing,baseline
C01880,A00577,billing,baseline
C01881,A00383,billing,baseline
C01882,A00685,billing,baseline
C01883,A00227,billing,baseline
C01884,A00609,billing,baseline
C01885,A00030,billing,baseline
C01886,A00013,billing,baseline
C01887,A00117,billing,baseline
C01888,A00330,billing,baseline
C01889,A00034,billing,baseline
C01890,A00069,billing,baseline
C01891,A00311,billing,baseline
C01892,A00129,billing,baseline
C01893,A00138,billing,baseline
C01894,A00253,billing,baseline
C01895,A00417,billing,baseline
C01896,A00381,billing,baseline
C01897,A00378,billing,baseline
C01898,A00600,billing,baseline
C01899,A00406,billing,baseline
C01900,A00123,billing,baseline
C01901,A00538,billing,baseline
C01902,A00645,billing,baseline
C01903,A00517,billing,baseline
C01904,A00488,billing,baseline
C01905,A00436,billing,baseline
C01906,A00481,billing,baseline
C01907,A00657,billing,baseline
C01908,A00448,billing,baseline
C01909,A00583,billing,baseline
C01910,A00511,billing,baseline
C01911,A00344,billing,baseline
C01912,A00057,billing,baseline
C01913,A00373,billing,baseline
C01914,A00144,billing,baseline
C01915,A00625,billing,baseline
C01916,A00018,billing,baseline
C01917,A00187,billing,baseline
C01918,A00152,billing,baseline
C01919,A00354,billing,baseline
C01920,A00017,billing,baseline
C01921,A00687,billing,baseline
C01922,A00436,billing,baseline
C01923,A00470,billing,baseline
C01924,A00599,billing,baseline
C01925,A00453,billing,baseline
C01926,A00653,billing,baseline
C01927,A00605,billing,baseline
C01928,A00036,billing,baseline
C01929,A00312,billing,baseline
C01930,A00323,billing,baseline
C01931,A00003,billing,baseline
C01932,A00402,billing,baseline
C01933,A00489,billing,baseline
C01934,A00223,billing,baseline
C01935,A00465,billing,baseline
C01936,A00195,billing,baseline
C01937,A00426,billing,baseline
C01938,A00132,billing,baseline
C01939,A00398,billing,baseline
C01940,A00461,billing,baseline
C01941,A00188,billing,baseline
C01942,A00534,billing,baseline
C01943,A00583,billing,baseline
C01944,A00115,billing,baseline
C01945,A00588,billing,baseline
C01946,A00229,billing,baseline
C01947,A00248,billing,baseline
C01948,A00437,billing,baseline
C01949,A00542,billing,baseline
C01950,A00035,billing,baseline
C01951,A00700,billing,baseline
C01952,A00436,billing,baseline
C01953,A00434,billing,baseline
C01954,A00549,billing,baseline
C01955,A00683,billing,baseline
C01956,A00409,billing,baseline
C01957,A00359,billing,baseline
C01958,A00250,billing,baseline
C01959,A00004,billing,baseline
C01960,A00655,billing,baseline
C01961,A00675,billing,baseline
C01962,A00013,billing,baseline
C01963,A00337,billing,baseline
C01964,A00515,billing,baseline
C01965,A00644,billing,baseline
C01966,A00334,billing,baseline
C01967,A00217,billing,baseline
C01968,A00299,billing,baseline
C01969,A00645,billing,baseline
C01970,A00022,billing,baseline
C01971,A00117,billing,baseline
C01972,A00088,billing,baseline
C01973,A00479,billing,baseline
C01974,A00120,billing,baseline
C01975,A00536,billing,baseline
C01976,A00697,billing,baseline
C01977,A00651,billing,baseline
C01978,A00448,billing,baseline
C01979,A00292,billing,baseline
C01980,A00452,billing,baseline
C01981,A00043,billing,baseline
C01982,A00309,billing,baseline
C01983,A00568,billing,baseline
C01984,A00490,billing,baseline
C01985,A00585,billing,baseline
C01986,A00394,billing,baseline
C01987,A00316,billing,baseline
C01988,A00665,billing,baseline
C01989,A00666,billing,baseline
C01990,A00695,billing,baseline
C01991,A00404,billing,baseline
C01992,A00414,billing,baseline
C01993,A00169,billing,baseline
C01994,A00523,billing,baseline
C01995,A00537,billing,baseline
C01996,A00067,billing,baseline
C01997,A00684,billing,baseline
C01998,A00663,billing,baseline
C01999,A00254,billing,baseline
C02000,A00036,billing,baseline
C02001,A00606,billing,baseline
C02002,A00564,billing,baseline
C02003,A00428,billing,baseline
C02004,A00324,billing,baseline
C02005,A00704,billing,baseline
C02006,A00449,billing,baseline
C02007,A00515,billing,baseline
C02008,A00510,billing,baseline
C02009,A00514,billing,baseline
C02010,A00417,billing,baseline
C02011,A00106,billing,baseline
C02012,A00236,billing,baseline
C02013,A00618,billing,baseline
C02014,A00563,billing,baseline
C02015,A00104,billing,baseline
C02016,A00268,billing,baseline
C02017,A00158,billing,baseline
C02018,A00115,billing,baseline
C02019,A00225,billing,baseline
C02020,A00452,billing,baseline
C02021,A00464,billing,baseline
C02022,A00166,billing,baseline
C02023,A00511,billing,baseline
C02024,A00501,billing,baseline
C02025,A00569,billing,baseline
C02026,A00664,billing,baseline
C02027,A00463,billing,baseline
C02028,A00238,billing,baseline
C02029,A00345,billing,baseline
C02030,A00435,billing,baseline
C02031,A00177,billing,baseline
C02032,A00085,billing,baseline
C02033,A00259,billing,baseline
C02034,A00428,billing,baseline
C02035,A00272,billing,baseline
C02036,A00379,billing,baseline
C02037,A00291,billing,baseline
C02038,A00513,billing,baseline
C02039,A00425,billing,baseline
C02040,A00378,billing,baseline
C02041,A00690,billing,baseline
C02042,A00118,billing,baseline
C02043,A00475,billing,baseline
C02044,A00610,billing,baseline
C02045,A00439,billing,baseline
C02046,A00194,billing,baseline
C02047,A00455,billing,baseline
C02048,A00334,billing,baseline
C02049,A00178,billing,baseline
C02050,A00003,billing,baseline
C02051,A00693,billing,baseline
C02052,A00268,billing,baseline
C02053,A00175,billing,baseline
C02054,A00195,billing,baseline
C02055,A00159,billing,baseline
C02056,A00395,billing,baseline
C02057,A00147,billing,baseline
C02058,A00091,billing,baseline
C02059,A00126,billing,baseline
C02060,A00010,billing,baseline
C02061,A00280,billing,baseline
C02062,A00644,billing,baseline
C02063,A00493,billing,baseline
C02064,A00412,billing,baseline
C02065,A00064,billing,baseline
C02066,A00663,billing,baseline
C02067,A00014,billing,baseline
C02068,A00074,billing,baseline
C02069,A00211,billing,baseline
C02070,A00680,billing,baseline
C02071,A00217,billing,baseline
C02072,A00108,billing,baseline
C02073,A00482,billing,baseline
C02074,A00250,billing,baseline
C02075,A00129,billing,baseline
C02076,A00440,billing,baseline
C02077,A00630,billing,baseline
C02078,A00521,billing,baseline
C02079,A00300,billing,baseline
C02080,A00458,billing,baseline
C02081,A00598,billing,baseline
C02082,A00297,billing,baseline
C02083,A00199,billing,baseline
C02084,A00501,billing,baseline
C02085,A00507,billing,baseline
C02086,A00413,billing,baseline
C02087,A00619,billing,baseline
C02088,A00339,billing,baseline
C02089,A00433,billing,baseline
C02090,A00215,billing,baseline
C02091,A00078,billing,baseline
C02092,A00212,billing,baseline
C02093,A00612,billing,baseline
C02094,A00310,billing,baseline
C02095,A00568,billing,baseline
C02096,A00205,billing,baseline
C02097,A00681,billing,baseline
C02098,A00108,billing,baseline
C02099,A00554,billing,baseline
C02100,A00434,billing,baseline
C02101,A00123,billing,baseline
C02102,A00710,billing,baseline
C02103,A00074,billing,baseline
C02104,A00685,billing,baseline
C02105,A00558,billing,baseline
C02106,A00252,billing,baseline
C02107,A00326,billing,baseline
C02108,A00023,billing,baseline
C02109,A00013,billing,baseline
C02110,A00188,billing,baseline
C02111,A00362,billing,baseline
C02112,A00039,billing,baseline
C02113,A00669,billing,baseline
C02114,A00319,billing,baseline
C02115,A00620,billing,baseline
C02116,A00345,billing,baseline
C02117,A00564,billing,baseline
C02118,A00437,billing,baseline
C02119,A00251,billing,baseline
C02120,A00426,billing,baseline
C02121,A00543,billing,baseline
C02122,A00331,billing,baseline
C02123,A00596,billing,baseline
C02124,A00019,billing,baseline
C02125,A00630,billing,baseline
C02126,A00578,billing,baseline
C02127,A00189,billing,baseline
C02128,A00429,billing,baseline
C02129,A00547,billing,baseline
C02130,A00096,billing,baseline
C02131,A00690,billing,baseline
C02132,A00043,billing,baseline
C02133,A00483,billing,baseline
C02134,A00703,billing,baseline
C02135,A00288,billing,baseline
C02136,A00200,billing,baseline
C02137,A00159,billing,baseline
C02138,A00350,billing,baseline
C02139,A00041,billing,baseline
C02140,A00182,billing,baseline
C02141,A00526,billing,baseline
C02142,A00460,billing,baseline
C02143,A00543,billing,baseline
C02144,A00173,billing,baseline
C02145,A00121,billing,baseline
C02146,A00157,billing,baseline
C02147,A00589,billing,baseline
C02148,A00179,billing,baseline
C02149,A00115,billing,baseline
C02150,A00693,billing,baseline
C02151,A00303,billing,baseline
C02152,A00377,billing,baseline
C02153,A00088,billing,baseline
C02154,A00319,billing,baseline
C02155,A00466,billing,baseline
C02156,A00487,billing,baseline
C02157,A00277,billing,baseline
C02158,A00421,billing,baseline
C02159,A00359,billing,baseline
C02160,A00666,billing,baseline
C02161,A00287,billing,baseline
C02162,A00553,billing,baseline
C02163,A00014,billing,baseline
C02164,A00033,billing,baseline
C02165,A00193,billing,baseline
C02166,A00149,billing,baseline
C02167,A00080,billing,baseline
C02168,A00602,billing,baseline
C02169,A00198,billing,baseline
C02170,A00384,billing,baseline
C02171,A00271,billing,baseline
C02172,A00086,billing,baseline
C02173,A00093,billing,baseline
C02174,A00214,billing,baseline
C02175,A00446,billing,baseline
C02176,A00393,billing,baseline
C02177,A00213,billing,baseline
C02178,A00283,billing,baseline
C02179,A00409,billing,baseline
C02180,A00389,billing,baseline
C02181,A00563,billing,baseline
C02182,A00008,billing,baseline
C02183,A00708,billing,baseline
C02184,A00597,billing,baseline
C02185,A00257,billing,baseline
C02186,A00113,billing,baseline
C02187,A00568,billing,baseline
C02188,A00012,billing,baseline
C02189,A00341,billing,baseline
C02190,A00239,billing,baseline
C02191,A00428,billing,baseline
C02192,A00378,billing,baseline
C02193,A00443,billing,baseline
C02194,A00271,billing,baseline
C02195,A00029,billing,baseline
C02196,A00540,billing,baseline
C02197,A00101,billing,baseline
C02198,A00335,billing,baseline
C02199,A00302,billing,baseline
C02200,A00198,billing,baseline
C02201,A00451,billing,baseline
C02202,A00681,billing,baseline
C02203,A00377,billing,baseline
C02204,A00346,billing,baseline
C02205,A00508,billing,baseline
C02206,A00694,billing,baseline
C02207,A00125,billing,baseline
C02208,A00536,billing,baseline
C02209,A00119,billing,baseline
C02210,A00568,billing,baseline
C02211,A00109,billing,baseline
C02212,A00117,billing,baseline
C02213,A00167,billing,baseline
C02214,A00300,billing,baseline
C02215,A00374,billing,baseline
C02216,A00451,billing,baseline
C02217,A00689,billing,baseline
C02218,A00482,billing,baseline
C02219,A00001,billing,baseline
C02220,A00329,billing,baseline
C02221,A00326,billing,baseline
C02222,A00488,billing,baseline
C02223,A00008,billing,baseline
C02224,A00093,billing,baseline
C02225,A00092,billing,baseline
C02226,A00107,billing,baseline
C02227,A00038,billing,baseline
C02228,A00129,billing,baseline
C02229,A00227,billing,baseline
C02230,A00535,billing,baseline
C02231,A00031,billing,baseline
C02232,A00482,billing,baseline
C02233,A00433,billing,baseline
C02234,A00066,billing,baseline
C02235,A00666,billing,baseline
C02236,A00133,billing,baseline
C02237,A00449,billing,baseline
C02238,A00153,billing,baseline
C02239,A00432,billing,baseline
C02240,A00706,billing,baseline
C02241,A00677,billing,baseline
C02242,A00260,billing,baseline
C02243,A00299,billing,baseline
C02244,A00148,billing,baseline
C02245,A00541,billing,baseline
C02246,A00064,billing,baseline
C02247,A00301,billing,baseline
C02248,A00082,billing,baseline
C02249,A00268,billing,baseline
C02250,A00531,billing,baseline
C02251,A00347,billing,baseline
C02252,A00706,billing,baseline
C02253,A00151,billing,baseline
C02254,A00508,billing,baseline
C02255,A00333,billing,baseline
C02256,A00240,billing,baseline
C02257,A00277,billing,baseline
C02258,A00010,billing,baseline
C02259,A00332,billing,baseline
C02260,A00708,billing,baseline
C02261,A00669,billing,baseline
C02262,A00658,billing,baseline
C02263,A00248,billing,baseline
C02264,A00013,billing,baseline
C02265,A00701,billing,baseline
C02266,A00549,billing,baseline
C02267,A00701,billing,baseline
C02268,A00385,billing,baseline
C02269,A00540,billing,baseline
C02270,A00281,billing,baseline
C02271,A00331,billing,baseline
C02272,A00501,billing,baseline
C02273,A00247,billing,baseline
C02274,A00229,billing,baseline
C02275,A00669,billing,baseline
C02276,A00618,billing,baseline
C02277,A00681,billing,baseline
C02278,A00369,billing,baseline
C02279,A00372,billing,baseline
C02280,A00496,billing,baseline
C02281,A00005,billing,baseline
C02282,A00019,billing,baseline
C02283,A00119,billing,baseline
C02284,A00408,billing,baseline
C02285,A00459,billing,baseline
C02286,A00636,billing,baseline
C02287,A00022,billing,baseline
C02288,A00673,billing,baseline
C02289,A00359,billing,baseline
C02290,A00157,billing,baseline
C02291,A00274,billing,baseline
C02292,A00400,billing,baseline
C02293,A00407,billing,baseline
C02294,A00621,billing,baseline
C02295,A00437,billing,baseline
C02296,A00355,billing,baseline
C02297,A00707,billing,baseline
C02298,A00500,billing,baseline
C02299,A00627,billing,baseline
C02300,A00546,billing,baseline
C02301,A00207,billing,baseline
C02302,A00154,billing,baseline
C02303,A00597,billing,baseline
C02304,A00568,billing,baseline
C02305,A00165,billing,baseline
C02306,A00084,billing,baseline
C02307,A00498,billing,baseline
C02308,A00003,billing,baseline
C02309,A00353,billing,baseline
C02310,A00180,billing,baseline
C02311,A00268,billing,baseline
C02312,A00179,billing,baseline
C02313,A00507,billing,baseline
C02314,A00324,billing,baseline
C02315,A00502,billing,baseline
C02316,A00104,billing,baseline
C02317,A00013,billing,baseline
C02318,A00450,billing,baseline
C02319,A00268,billing,baseline
C02320,A00521,billing,baseline
C02321,A00632,billing,baseline
C02322,A00052,billing,baseline
C02323,A00140,billing,baseline
C02324,A00657,billing,baseline
C02325,A00589,billing,baseline
C02326,A00701,billing,baseline
C02327,A00623,billing,baseline
C02328,A00688,billing,baseline
C02329,A00472,billing,baseline
C02330,A00153,billing,baseline
C02331,A00642,billing,baseline
C02332,A00698,billing,baseline
C02333,A00153,billing,baseline
C02334,A00107,billing,baseline
C02335,A00652,billing,baseline
C02336,A00213,billing,baseline
C02337,A00487,billing,baseline
C02338,A00693,billing,baseline
C02339,A00267,billing,baseline
C02340,A00286,billing,baseline
C02341,A00296,billing,baseline
C02342,A00143,billing,baseline
C02343,A00175,billing,baseline
C02344,A00256,billing,baseline
C02345,A00486,billing,baseline
C02346,A00590,billing,baseline
C02347,A00108,billing,baseline
C02348,A00540,billing,baseline
C02349,A00451,billing,baseline
C02350,A00633,billing,baseline
C02351,A00115,billing,baseline
C02352,A00568,billing,baseline
C02353,A00666,billing,baseline
C02354,A00633,billing,baseline
C02355,A00382,billing,baseline
C02356,A00077,billing,baseline
C02357,A00309,billing,baseline
C02358,A00558,billing,baseline
C02359,A00253,billing,baseline
C02360,A00455,billing,baseline
C02361,A00449,billing,baseline
C02362,A00099,billing,baseline
C02363,A00457,billing,baseline
C02364,A00589,billing,baseline
C02365,A00314,billing,baseline
C02366,A00032,billing,baseline
C02367,A00016,billing,baseline
C02368,A00239,billing,baseline
C02369,A00520,billing,baseline
C02370,A00210,billing,baseline
C02371,A00104,billing,baseline
C02372,A00029,billing,baseline
C02373,A00579,billing,baseline
C02374,A00330,billing,baseline
C02375,A00140,billing,baseline
C02376,A00493,billing,baseline
C02377,A00349,billing,baseline
C02378,A00363,billing,baseline
C02379,A00381,billing,baseline
C02380,A00103,billing,baseline
C02381,A00241,billing,baseline
C02382,A00457,billing,baseline
C02383,A00427,billing,baseline
C02384,A00679,billing,baseline
C02385,A00239,billing,baseline
C02386,A00071,billing,baseline
C02387,A00107,billing,baseline
C02388,A00226,billing,baseline
C02389,A00502,billing,baseline
C02390,A00195,billing,baseline
C02391,A00236,billing,baseline
C02392,A00080,billing,baseline
C02393,A00221,billing,baseline
C02394,A00668,billing,baseline
C02395,A00100,billing,baseline
C02396,A00053,billing,baseline
C02397,A00380,billing,baseline
C02398,A00489,billing,baseline
C02399,A00401,billing,baseline
C02400,A00460,billing,baseline
C02401,A00442,billing,baseline
C02402,A00490,billing,baseline
C02403,A00329,billing,baseline
C02404,A00337,billing,baseline
C02405,A00621,billing,baseline
C02406,A00225,billing,baseline
C02407,A00452,billing,baseline
C02408,A00462,billing,baseline
C02409,A00036,billing,baseline
C02410,A00678,billing,baseline
C02411,A00322,billing,baseline
C02412,A00551,billing,baseline
C02413,A00425,billing,baseline
C02414,A00270,billing,baseline
C02415,A00335,billing,baseline
C02416,A00552,billing,baseline
C02417,A00458,billing,baseline
C02418,A00190,billing,baseline
C02419,A00267,billing,baseline
C02420,A00652,billing,baseline
C02421,A00379,billing,baseline
C02422,A00288,billing,baseline
C02423,A00179,billing,baseline
C02424,A00404,billing,baseline
C02425,A00616,billing,baseline
C02426,A00025,billing,baseline
C02427,A00264,billing,baseline
C02428,A00035,billing,baseline
C02429,A00552,billing,baseline
C02430,A00491,billing,baseline
C02431,A00261,billing,baseline
C02432,A00368,billing,baseline
C02433,A00006,billing,baseline
C02434,A00301,billing,baseline
C02435,A00423,billing,baseline
C02436,A00258,billing,baseline
C02437,A00217,billing,baseline
C02438,A00549,billing,baseline
C02439,A00370,billing,baseline
C02440,A00565,billing,baseline
C02441,A00289,billing,baseline
C02442,A00324,billing,baseline
C02443,A00086,billing,baseline
C02444,A00482,billing,baseline
C02445,A00092,billing,baseline
C02446,A00684,billing,baseline
C02447,A00394,billing,baseline
C02448,A00674,billing,baseline
C02449,A00692,billing,baseline
C02450,A00338,billing,baseline
C02451,A00112,billing,baseline
C02452,A00450,billing,baseline
C02453,A00263,billing,baseline
C02454,A00701,billing,baseline
C02455,A00496,billing,baseline
C02456,A00104,billing,baseline
C02457,A00235,billing,baseline
C02458,A00125,billing,baseline
C02459,A00484,billing,baseline
C02460,A00315,billing,baseline
C02461,A00523,billing,baseline
C02462,A00285,billing,baseline
C02463,A00290,billing,baseline
C02464,A00660,billing,baseline
C02465,A00185,billing,baseline
C02466,A00087,billing,baseline
C02467,A00521,billing,baseline
C02468,A00248,billing,baseline
C02469,A00279,billing,baseline
C02470,A00610,billing,baseline
C02471,A00469,billing,baseline
C02472,A00095,billing,baseline
C02473,A00307,billing,baseline
C02474,A00590,billing,baseline
C02475,A00006,billing,baseline
C02476,A00394,billing,baseline
C02477,A00558,billing,baseline
C02478,A00241,billing,baseline
C02479,A00297,billing,baseline
C02480,A00516,billing,baseline
C02481,A00660,billing,baseline
C02482,A00490,billing,baseline
C02483,A00690,billing,baseline
C02484,A00261,billing,baseline
C02485,A00211,billing,baseline
C02486,A00330,billing,baseline
C02487,A00152,billing,baseline
C02488,A00103,billing,baseline
C02489,A00434,billing,baseline
C02490,A00586,billing,baseline
C02491,A00446,billing,baseline
C02492,A00410,billing,baseline
C02493,A00084,billing,baseline
C02494,A00374,billing,baseline
C02495,A00260,billing,baseline
C02496,A00674,billing,baseline
C02497,A00446,billing,baseline
C02498,A00016,billing,baseline
C02499,A00431,billing,baseline
C02500,A00120,billing,baseline
C02501,A00669,billing,baseline
C02502,A00218,billing,baseline
C02503,A00678,billing,baseline
C02504,A00457,billing,baseline
C02505,A00114,billing,baseline
C02506,A00462,billing,baseline
C02507,A00057,billing,baseline
C02508,A00019,billing,baseline
C02509,A00289,billing,baseline
C02510,A00037,billing,baseline
C02511,A00332,billing,baseline
C02512,A00646,billing,baseline
C02513,A00274,billing,baseline
C02514,A00345,billing,baseline
C02515,A00671,billing,baseline
C02516,A00690,billing,baseline
C02517,A00347,billing,baseline
C02518,A00004,billing,baseline
C02519,A00579,billing,baseline
C02520,A00011,billing,baseline
C02521,A00482,billing,baseline
C02522,A00147,billing,baseline
C02523,A00335,billing,baseline
C02524,A00510,billing,baseline
C02525,A00569,billing,baseline
C02526,A00162,billing,baseline
C02527,A00024,billing,baseline
C02528,A00434,billing,baseline
C02529,A00652,billing,baseline
C02530,A00446,billing,baseline
C02531,A00177,billing,baseline
C02532,A00370,billing,baseline
C02533,A00494,billing,baseline
C02534,A00443,billing,baseline
C02535,A00508,billing,baseline
C02536,A00263,billing,baseline
C02537,A00109,billing,baseline
C02538,A00578,billing,baseline
C02539,A00399,billing,baseline
C02540,A00439,billing,baseline
C02541,A00704,billing,baseline
C02542,A00352,billing,baseline
C02543,A00102,billing,baseline
C02544,A00358,billing,baseline
C02545,A00543,billing,baseline
C02546,A00522,billing,baseline
C02547,A00490,billing,baseline
C02548,A00065,billing,baseline
C02549,A00316,billing,baseline
C02550,A00214,billing,baseline
C02551,A00183,billing,baseline
C02552,A00180,billing,baseline
C02553,A00101,billing,baseline
C02554,A00389,billing,baseline
C02555,A00626,billing,baseline
C02556,A00179,billing,baseline
C02557,A00431,billing,baseline
C02558,A00070,billing,baseline
C02559,A00567,billing,baseline
C02560,A00097,billing,baseline
C02561,A00366,billing,baseline
C02562,A00085,billing,baseline
C02563,A00194,billing,baseline
C02564,A00061,billing,baseline
C02565,A00395,billing,baseline
C02566,A00662,billing,baseline
C02567,A00223,billing,baseline
C02568,A00298,billing,baseline
C02569,A00213,billing,baseline
C02570,A00693,billing,baseline
C02571,A00543,billing,baseline
C02572,A00249,billing,baseline
C02573,A00248,billing,baseline
C02574,A00646,billing,baseline
C02575,A00250,billing,baseline
C02576,A00184,billing,baseline
C02577,A00140,billing,baseline
C02578,A00590,billing,baseline
C02579,A00411,billing,baseline
C02580,A00338,billing,baseline
C02581,A00435,billing,baseline
C02582,A00150,billing,baseline
C02583,A00671,billing,baseline
C02584,A00524,billing,baseline
C02585,A00148,billing,baseline
C02586,A00473,billing,baseline
C02587,A00247,billing,baseline
C02588,A00540,billing,baseline
C02589,A00609,billing,baseline
C02590,A00540,billing,baseline
C02591,A00519,billing,baseline
C02592,A00510,billing,baseline
C02593,A00632,billing,baseline
C02594,A00019,billing,baseline
C02595,A00170,billing,baseline
C02596,A00391,billing,baseline
C02597,A00289,billing,baseline
C02598,A00498,billing,baseline
C02599,A00527,billing,baseline
C02600,A00293,billing,baseline
C02601,A00009,billing,baseline
C02602,A00581,billing,baseline
C02603,A00287,billing,baseline
C02604,A00255,billing,baseline
C02605,A00185,billing,baseline
C02606,A00542,billing,baseline
C02607,A00406,billing,baseline
C02608,A00326,billing,baseline
C02609,A00215,billing,baseline
C02610,A00065,billing,baseline
C02611,A00117,billing,baseline
C02612,A00379,billing,baseline
C02613,A00231,billing,baseline
C02614,A00489,billing,baseline
C02615,A00068,billing,baseline
C02616,A00196,billing,baseline
C02617,A00462,billing,baseline
C02618,A00029,billing,baseline
C02619,A00007,billing,baseline
C02620,A00456,billing,baseline
C02621,A00242,billing,baseline
C02622,A00675,billing,baseline
C02623,A00006,billing,baseline
C02624,A00297,billing,baseline
C02625,A00161,billing,baseline
C02626,A00565,billing,baseline
C02627,A00164,billing,baseline
C02628,A00001,billing,baseline
C02629,A00537,billing,baseline
C02630,A00710,billing,baseline
C02631,A00055,billing,baseline
C02632,A00321,billing,baseline
C02633,A00278,billing,baseline
C02634,A00043,billing,baseline
C02635,A00086,billing,baseline
C02636,A00032,billing,baseline
C02637,A00348,billing,baseline
C02638,A00324,billing,baseline
C02639,A00116,billing,baseline
C02640,A00626,billing,baseline
C02641,A00155,billing,baseline
C02642,A00196,billing,baseline
C02643,A00507,billing,baseline
C02644,A00428,billing,baseline
C02645,A00263,billing,baseline
C02646,A00341,billing,baseline
C02647,A00484,billing,baseline
C02648,A00280,billing,baseline
C02649,A00411,billing,baseline
C02650,A00397,billing,baseline
C02651,A00709,billing,baseline
C02652,A00113,billing,baseline
C02653,A00265,billing,baseline
C02654,A00164,billing,baseline
C02655,A00112,billing,baseline
C02656,A00572,billing,baseline
C02657,A00378,billing,baseline
C02658,A00078,billing,baseline
C02659,A00339,billing,baseline
C02660,A00044,billing,baseline
C02661,A00504,billing,baseline
C02662,A00334,billing,baseline
C02663,A00297,billing,baseline
C02664,A00286,billing,baseline
C02665,A00267,billing,baseline
C02666,A00506,billing,baseline
C02667,A00063,billing,baseline
C02668,A00067,billing,baseline
C02669,A00233,billing,baseline
C02670,A00674,billing,baseline
C02671,A00182,billing,baseline
C02672,A00633,billing,baseline
C02673,A00147,billing,baseline
C02674,A00577,billing,baseline
C02675,A00154,billing,baseline
C02676,A00392,billing,baseline
C02677,A00670,billing,baseline
C02678,A00548,billing,baseline
C02679,A00226,billing,baseline
C02680,A00484,billing,baseline
C02681,A00232,billing,baseline
C02682,A00108,billing,baseline
C02683,A00125,billing,baseline
C02684,A00331,billing,baseline
C02685,A00507,billing,baseline
C02686,A00705,billing,baseline
C02687,A00114,billing,baseline
C02688,A00006,billing,baseline
C02689,A00567,billing,baseline
