customer_id,device_id,first_used,last_used,usage_frequency,source
C02464,D04927,2025-01-01,2026-08-01,3,baseline
C02465,D04143,2025-01-01,2026-08-01,17,baseline
C02466,D00747,2025-01-01,2026-08-01,12,baseline
C02467,D03287,2025-01-01,2026-08-01,19,baseline
C02468,D00310,2025-01-01,2026-08-01,20,baseline
C02469,D04217,2025-01-01,2026-08-01,15,baseline
C02470,D04330,2025-01-01,2026-08-01,17,baseline
C02471,D04877,2025-01-01,2026-08-01,20,baseline
C02472,D03825,2025-01-01,2026-08-01,18,baseline
C02473,D04071,2025-01-01,2026-08-01,13,baseline
C02474,D00811,2025-01-01,2026-08-01,12,baseline
C02475,D02929,2025-01-01,2026-08-01,17,baseline
C02476,D03501,2025-01-01,2026-08-01,4,baseline
C02477,D03614,2025-01-01,2026-08-01,2,baseline
C02478,D00660,2025-01-01,2026-08-01,7,baseline
C02479,D02571,2025-01-01,2026-08-01,3,baseline
C02480,D01513,2025-01-01,2026-08-01,1,baseline
C02481,D03451,2025-01-01,2026-08-01,7,baseline
C02482,D03651,2025-01-01,2026-08-01,13,baseline
C02483,D00862,2025-01-01,2026-08-01,8,baseline
C02484,D02537,2025-01-01,2026-08-01,15,baseline
C02485,D02720,2025-01-01,2026-08-01,19,baseline
C02486,D02918,2025-01-01,2026-08-01,13,baseline
C02487,D02213,2025-01-01,2026-08-01,6,baseline
C02488,D01407,2025-01-01,2026-08-01,5,baseline
C02489,D04929,2025-01-01,2026-08-01,17,baseline
C02490,D01705,2025-01-01,2026-08-01,11,baseline
C02491,D00837,2025-01-01,2026-08-01,9,baseline
C02492,D00303,2025-01-01,2026-08-01,4,baseline
C02493,D02052,2025-01-01,2026-08-01,6,baseline
C02494,D03779,2025-01-01,2026-08-01,8,baseline
C02495,D01580,2025-01-01,2026-08-01,5,baseline
C02496,D00874,2025-01-01,2026-08-01,12,baseline
C02497,D00747,2025-01-01,2026-08-01,2,baseline
C02498,D01836,2025-01-01,2026-08-01,1,baseline
C02499,D00231,2025-01-01,2026-08-01,10,baseline
C02500,D01815,2025-01-01,2026-08-01,3,baseline
C02501,D00300,2025-01-01,2026-08-01,6,baseline
C02502,D04995,2025-01-01,2026-08-01,2,baseline
C02503,D03676,2025-01-01,2026-08-01,12,baseline
C02504,D03937,2025-01-01,2026-08-01,14,baseline
C02505,D00720,2025-01-01,2026-08-01,15,baseline
C02506,D01802,2025-01-01,2026-08-01,12,baseline
C02507,D02635,2025-01-01,2026-08-01,3,baseline
C02508,D02292,2025-01-01,2026-08-01,14,baseline
C02509,D00846,2025-01-01,2026-08-01,16,baseline
C02510,D04167,2025-01-01,2026-08-01,10,baseline
C02511,D00701,2025-01-01,2026-08-01,5,baseline
C02512,D00915,2025-01-01,2026-08-01,20,baseline
C02513,D01244,2025-01-01,2026-08-01,16,baseline
C02514,D02491,2025-01-01,2026-08-01,3,baseline
C02515,D04423,2025-01-01,2026-08-01,16,baseline
C02516,D01648,2025-01-01,2026-08-01,8,baseline
C02517,D01730,2025-01-01,2026-08-01,2,baseline
C02518,D02982,2025-01-01,2026-08-01,12,baseline
C02519,D03253,2025-01-01,2026-08-01,3,baseline
C02520,D02915,2025-01-01,2026-08-01,11,baseline
C02521,D01138,2025-01-01,2026-08-01,1,baseline
C02522,D01058,2025-01-01,2026-08-01,15,baseline
C02523,D00814,2025-01-01,2026-08-01,16,baseline
C02524,D00226,2025-01-01,2026-08-01,2,baseline
C02525,D01411,2025-01-01,2026-08-01,18,baseline
C02526,D04515,2025-01-01,2026-08-01,12,baseline
C02527,D00557,2025-01-01,2026-08-01,15,baseline
C02528,D04839,2025-01-01,2026-08-01,9,baseline
C02529,D04485,2025-01-01,2026-08-01,20,baseline
C02530,D02025,2025-01-01,2026-08-01,8,baseline
C02531,D00753,2025-01-01,2026-08-01,19,baseline
C02532,D04686,2025-01-01,2026-08-01,14,baseline
C02533,D02015,2025-01-01,2026-08-01,12,baseline
C02534,D00277,2025-01-01,2026-08-01,12,baseline
C02535,D02656,2025-01-01,2026-08-01,13,baseline
C02536,D00172,2025-01-01,2026-08-01,13,baseline
C02537,D02799,2025-01-01,2026-08-01,13,baseline
C02538,D01707,2025-01-01,2026-08-01,5,baseline
C02539,D00089,2025-01-01,2026-08-01,2,baseline
C02540,D04502,2025-01-01,2026-08-01,20,baseline
C02541,D00084,2025-01-01,2026-08-01,19,baseline
C02542,D02737,2025-01-01,2026-08-01,16,baseline
C02543,D04088,2025-01-01,2026-08-01,11,baseline
C02544,D03529,2025-01-01,2026-08-01,8,baseline
C02545,D01395,2025-01-01,2026-08-01,5,baseline
C02546,D04397,2025-01-01,2026-08-01,6,baseline
C02547,D02693,2025-01-01,2026-08-01,1,baseline
C02548,D02002,2025-01-01,2026-08-01,17,baseline
C02549,D02620,2025-01-01,2026-08-01,7,baseline
C02550,D01060,2025-01-01,2026-08-01,7,baseline
C02551,D04584,2025-01-01,2026-08-01,9,baseline
C02552,D02176,2025-01-01,2026-08-01,5,baseline
C02553,D04684,2025-01-01,2026-08-01,9,baseline
C02554,D04290,2025-01-01,2026-08-01,9,baseline
C02555,D02263,2025-01-01,2026-08-01,14,baseline
C02556,D00363,2025-01-01,2026-08-01,9,baseline
C02557,D02521,2025-01-01,2026-08-01,11,baseline
C02558,D04794,2025-01-01,2026-08-01,15,baseline
C02559,D03670,2025-01-01,2026-08-01,7,baseline
C02560,D01985,2025-01-01,2026-08-01,20,baseline
C02561,D00721,2025-01-01,2026-08-01,4,baseline
C02562,D00275,2025-01-01,2026-08-01,17,baseline
C02563,D04843,2025-01-01,2026-08-01,8,baseline
C02564,D00296,2025-01-01,2026-08-01,15,baseline
C02565,D01757,2025-01-01,2026-08-01,17,baseline
C02566,D03756,2025-01-01,2026-08-01,6,baseline
C02567,D00370,2025-01-01,2026-08-01,8,baseline
C02568,D00689,2025-01-01,2026-08-01,14,baseline
C02569,D01003,2025-01-01,2026-08-01,11,baseline
C02570,D03498,2025-01-01,2026-08-01,15,baseline
C02571,D01555,2025-01-01,2026-08-01,15,baseline
C02572,D00598,2025-01-01,2026-08-01,2,baseline
C02573,D01130,2025-01-01,2026-08-01,15,baseline
C02574,D04564,2025-01-01,2026-08-01,16,baseline
C02575,D02702,2025-01-01,2026-08-01,20,baseline
C02576,D01926,2025-01-01,2026-08-01,5,baseline
C02577,D03438,2025-01-01,2026-08-01,1,baseline
C02578,D03904,2025-01-01,2026-08-01,2,baseline
C02579,D00143,2025-01-01,2026-08-01,5,baseline
C02580,D00780,2025-01-01,2026-08-01,20,baseline
C02581,D02712,2025-01-01,2026-08-01,1,baseline
C02582,D04187,2025-01-01,2026-08-01,7,baseline
C02583,D04272,2025-01-01,2026-08-01,6,baseline
C02584,D00533,2025-01-01,2026-08-01,15,baseline
C02585,D01215,2025-01-01,2026-08-01,9,baseline
C02586,D03033,2025-01-01,2026-08-01,5,baseline
C02587,D03720,2025-01-01,2026-08-01,9,baseline
C02588,D04650,2025-01-01,2026-08-01,8,baseline
C02589,D02489,2025-01-01,2026-08-01,7,baseline
C02590,D01079,2025-01-01,2026-08-01,6,baseline
C02591,D01573,2025-01-01,2026-08-01,15,baseline
C02592,D00609,2025-01-01,2026-08-01,7,baseline
C02593,D01517,2025-01-01,2026-08-01,16,baseline
C02594,D01528,2025-01-01,2026-08-01,5,baseline
C02595,D02467,2025-01-01,2026-08-01,10,baseline
C02596,D02364,2025-01-01,2026-08-01,1,baseline
C02597,D00099,2025-01-01,2026-08-01,9,baseline
C02598,D01776,2025-01-01,2026-08-01,10,baseline
C02599,D02248,2025-01-01,2026-08-01,13,baseline
C02600,D01387,2025-01-01,2026-08-01,16,baseline
C02601,D01093,2025-01-01,2026-08-01,17,baseline
C02602,D04043,2025-01-01,2026-08-01,5,baseline
C02603,D01444,2025-01-01,2026-08-01,9,baseline
C02604,D01618,2025-01-01,2026-08-01,9,baseline
C02605,D03672,2025-01-01,2026-08-01,6,baseline
C02606,D02176,2025-01-01,2026-08-01,18,baseline
C02607,D02350,2025-01-01,2026-08-01,8,baseline
C02608,D03142,2025-01-01,2026-08-01,5,baseline
C02609,D01233,2025-01-01,2026-08-01,11,baseline
C02610,D04680,2025-01-01,2026-08-01,20,baseline
C02611,D04567,2025-01-01,2026-08-01,10,baseline
C02612,D01334,2025-01-01,2026-08-01,16,baseline
C02613,D04730,2025-01-01,2026-08-01,13,baseline
C02614,D03018,2025-01-01,2026-08-01,20,baseline
C02615,D04034,2025-01-01,2026-08-01,14,baseline
C02616,D02051,2025-01-01,2026-08-01,4,baseline
C02617,D00202,2025-01-01,2026-08-01,1,baseline
C02618,D03594,2025-01-01,2026-08-01,3,baseline
C02619,D03457,2025-01-01,2026-08-01,5,baseline
C02620,D02751,2025-01-01,2026-08-01,20,baseline
C02621,D03230,2025-01-01,2026-08-01,19,baseline
C02622,D00886,2025-01-01,2026-08-01,17,baseline
C02623,D02162,2025-01-01,2026-08-01,9,baseline
C02624,D02355,2025-01-01,2026-08-01,19,baseline
C02625,D03271,2025-01-01,2026-08-01,13,baseline
C02626,D03293,2025-01-01,2026-08-01,14,baseline
C02627,D01508,2025-01-01,2026-08-01,1,baseline
C02628,D03494,2025-01-01,2026-08-01,5,baseline
C02629,D02561,2025-01-01,2026-08-01,3,baseline
C02630,D00489,2025-01-01,2026-08-01,19,baseline
C02631,D00917,2025-01-01,2026-08-01,5,baseline
C02632,D01850,2025-01-01,2026-08-01,10,baseline
C02633,D02731,2025-01-01,2026-08-01,16,baseline
C02634,D02534,2025-01-01,2026-08-01,20,baseline
C02635,D00613,2025-01-01,2026-08-01,18,baseline
C02636,D02444,2025-01-01,2026-08-01,6,baseline
C02637,D02625,2025-01-01,2026-08-01,9,baseline
C02638,D02619,2025-01-01,2026-08-01,8,baseline
C02639,D00330,2025-01-01,2026-08-01,12,baseline
C02640,D02879,2025-01-01,2026-08-01,9,baseline
C02641,D00675,2025-01-01,2026-08-01,11,baseline
C02642,D03782,2025-01-01,2026-08-01,10,baseline
C02643,D04886,2025-01-01,2026-08-01,4,baseline
C02644,D00097,2025-01-01,2026-08-01,6,baseline
C02645,D01286,2025-01-01,2026-08-01,20,baseline
C02646,D00551,2025-01-01,2026-08-01,18,baseline
C02647,D04606,2025-01-01,2026-08-01,20,baseline
C02648,D03081,2025-01-01,2026-08-01,17,baseline
C02649,D00613,2025-01-01,2026-08-01,13,baseline
C02650,D02881,2025-01-01,2026-08-01,1,baseline
C02651,D04977,2025-01-01,2026-08-01,4,baseline
C02652,D04879,2025-01-01,2026-08-01,2,baseline
C02653,D03615,2025-01-01,2026-08-01,14,baseline
C02654,D04623,2025-01-01,2026-08-01,4,baseline
C02655,D03811,2025-01-01,2026-08-01,9,baseline
C02656,D00245,2025-01-01,2026-08-01,2,baseline
C02657,D04133,2025-01-01,2026-08-01,14,baseline
C02658,D00360,2025-01-01,2026-08-01,17,baseline
C02659,D01271,2025-01-01,2026-08-01,13,baseline
C02660,D04213,2025-01-01,2026-08-01,5,baseline
C02661,D02089,2025-01-01,2026-08-01,19,baseline
C02662,D04936,2025-01-01,2026-08-01,8,baseline
C02663,D01076,2025-01-01,2026-08-01,16,baseline
C02664,D04933,2025-01-01,2026-08-01,15,baseline
C02665,D02422,2025-01-01,2026-08-01,15,baseline
C02666,D01399,2025-01-01,2026-08-01,6,baseline
C02667,D00522,2025-01-01,2026-08-01,12,baseline
C02668,D00635,2025-01-01,2026-08-01,11,baseline
C02669,D01522,2025-01-01,2026-08-01,10,baseline
C02670,D04010,2025-01-01,2026-08-01,5,baseline
C02671,D04926,2025-01-01,2026-08-01,11,baseline
C02672,D00283,2025-01-01,2026-08-01,9,baseline
C02673,D00280,2025-01-01,2026-08-01,4,baseline
C02674,D00471,2025-01-01,2026-08-01,10,baseline
C02675,D03394,2025-01-01,2026-08-01,8,baseline
C02676,D03033,2025-01-01,2026-08-01,20,baseline
C02677,D03930,2025-01-01,2026-08-01,6,baseline
C02678,D04150,2025-01-01,2026-08-01,10,baseline
C02679,D04255,2025-01-01,2026-08-01,12,baseline
C02680,D02800,2025-01-01,2026-08-01,15,baseline
C02681,D00248,2025-01-01,2026-08-01,12,baseline
C02682,D02639,2025-01-01,2026-08-01,16,baseline
C02683,D04882,2025-01-01,2026-08-01,19,baseline
C02684,D02953,2025-01-01,2026-08-01,7,baseline
C02685,D04661,2025-01-01,2026-08-01,3,baseline
C02686,D04329,2025-01-01,2026-08-01,4,baseline
C02687,D00335,2025-01-01,2026-08-01,12,baseline
C02688,D04103,2025-01-01,2026-08-01,9,baseline
C02689,D02933,2025-01-01,2026-08-01,6,baseline
C02690,D00665,2025-01-01,2026-08-01,18,baseline
C02691,D01599,2025-01-01,2026-08-01,12,baseline
C02692,D00424,2025-01-01,2026-08-01,12,baseline
C02693,D01617,2025-01-01,2026-08-01,2,baseline
C02694,D03158,2025-01-01,2026-08-01,18,baseline
C02695,D00013,2025-01-01,2026-08-01,11,baseline
C02696,D01113,2025-01-01,2026-08-01,13,baseline
C02697,D01159,2025-01-01,2026-08-01,9,baseline
C02698,D01032,2025-01-01,2026-08-01,4,baseline
C02699,D03962,2025-01-01,2026-08-01,8,baseline
C02700,D02307,2025-01-01,2026-08-01,20,baseline
C02701,D01262,2025-01-01,2026-08-01,15,baseline
C02702,D02043,2025-01-01,2026-08-01,14,baseline
C02703,D02528,2025-01-01,2026-08-01,18,baseline
C02704,D00279,2025-01-01,2026-08-01,15,baseline
C02705,D00546,2025-01-01,2026-08-01,8,baseline
C02706,D01140,2025-01-01,2026-08-01,6,baseline
C02707,D02657,2025-01-01,2026-08-01,11,baseline
C02708,D02266,2025-01-01,2026-08-01,10,baseline
C02709,D03044,2025-01-01,2026-08-01,16,baseline
C02710,D00431,2025-01-01,2026-08-01,14,baseline
C02711,D00265,2025-01-01,2026-08-01,17,baseline
C02712,D01252,2025-01-01,2026-08-01,1,baseline
C02713,D00842,2025-01-01,2026-08-01,2,baseline
C02714,D00723,2025-01-01,2026-08-01,5,baseline
C02715,D04178,2025-01-01,2026-08-01,17,baseline
C02716,D00361,2025-01-01,2026-08-01,10,baseline
C02717,D03217,2025-01-01,2026-08-01,1,baseline
C02718,D01324,2025-01-01,2026-08-01,11,baseline
C02719,D01370,2025-01-01,2026-08-01,1,baseline
C02720,D00862,2025-01-01,2026-08-01,20,baseline
C02721,D04113,2025-01-01,2026-08-01,11,baseline
C02722,D01340,2025-01-01,2026-08-01,13,baseline
C02723,D04013,2025-01-01,2026-08-01,5,baseline
C02724,D01114,2025-01-01,2026-08-01,16,baseline
C02725,D01048,2025-01-01,2026-08-01,13,baseline
C02726,D01059,2025-01-01,2026-08-01,12,baseline
C02727,D01042,2025-01-01,2026-08-01,15,baseline
C02728,D04028,2025-01-01,2026-08-01,13,baseline
C02729,D02059,2025-01-01,2026-08-01,2,baseline
C02730,D03695,2025-01-01,2026-08-01,4,baseline
C02731,D01731,2025-01-01,2026-08-01,1,baseline
C02732,D00091,2025-01-01,2026-08-01,2,baseline
C02733,D02225,2025-01-01,2026-08-01,19,baseline
C02734,D01201,2025-01-01,2026-08-01,11,baseline
C02735,D00319,2025-01-01,2026-08-01,1,baseline
C02736,D02986,2025-01-01,2026-08-01,4,baseline
C02737,D04176,2025-01-01,2026-08-01,20,baseline
C02738,D02272,2025-01-01,2026-08-01,11,baseline
C02739,D03149,2025-01-01,2026-08-01,10,baseline
C02740,D02450,2025-01-01,2026-08-01,15,baseline
C02741,D04842,2025-01-01,2026-08-01,15,baseline
C02742,D03167,2025-01-01,2026-08-01,19,baseline
C02743,D00683,2025-01-01,2026-08-01,13,baseline
C02744,D03364,2025-01-01,2026-08-01,9,baseline
C02745,D03130,2025-01-01,2026-08-01,13,baseline
C02746,D01510,2025-01-01,2026-08-01,14,baseline
C02747,D01829,2025-01-01,2026-08-01,3,baseline
C02748,D04448,2025-01-01,2026-08-01,5,baseline
C02749,D03606,2025-01-01,2026-08-01,17,baseline
C02750,D03131,2025-01-01,2026-08-01,18,baseline
C02751,D02399,2025-01-01,2026-08-01,12,baseline
C02752,D02482,2025-01-01,2026-08-01,17,baseline
C02753,D00707,2025-01-01,2026-08-01,13,baseline
C02754,D01493,2025-01-01,2026-08-01,14,baseline
C02755,D02813,2025-01-01,2026-08-01,15,baseline
C02756,D02428,2025-01-01,2026-08-01,17,baseline
C02757,D02704,2025-01-01,2026-08-01,6,baseline
C02758,D00250,2025-01-01,2026-08-01,12,baseline
C02759,D00921,2025-01-01,2026-08-01,14,baseline
C02760,D01615,2025-01-01,2026-08-01,7,baseline
C02761,D02173,2025-01-01,2026-08-01,6,baseline
C02762,D02524,2025-01-01,2026-08-01,15,baseline
C02763,D01945,2025-01-01,2026-08-01,17,baseline
C02764,D01559,2025-01-01,2026-08-01,6,baseline
C02765,D00406,2025-01-01,2026-08-01,11,baseline
C02766,D02449,2025-01-01,2026-08-01,9,baseline
C02767,D01385,2025-01-01,2026-08-01,16,baseline
C02768,D00766,2025-01-01,2026-08-01,6,baseline
C02769,D01834,2025-01-01,2026-08-01,5,baseline
C02770,D02720,2025-01-01,2026-08-01,17,baseline
C02771,D01305,2025-01-01,2026-08-01,1,baseline
C02772,D04994,2025-01-01,2026-08-01,1,baseline
C02773,D01228,2025-01-01,2026-08-01,13,baseline
C02774,D00792,2025-01-01,2026-08-01,8,baseline
C02775,D03827,2025-01-01,2026-08-01,14,baseline
C02776,D02514,2025-01-01,2026-08-01,17,baseline
C02777,D01085,2025-01-01,2026-08-01,18,baseline
C02778,D01200,2025-01-01,2026-08-01,20,baseline
C02779,D04207,2025-01-01,2026-08-01,1,baseline
C02780,D00782,2025-01-01,2026-08-01,5,baseline
C02781,D00902,2025-01-01,2026-08-01,8,baseline
C02782,D03954,2025-01-01,2026-08-01,20,baseline
C02783,D04200,2025-01-01,2026-08-01,11,baseline
C02784,D04667,2025-01-01,2026-08-01,13,baseline
C02785,D01287,2025-01-01,2026-08-01,3,baseline
C02786,D03902,2025-01-01,2026-08-01,16,baseline
C02787,D00139,2025-01-01,2026-08-01,1,baseline
C02788,D04101,2025-01-01,2026-08-01,4,baseline
C02789,D02623,2025-01-01,2026-08-01,19,baseline
C02790,D04953,2025-01-01,2026-08-01,1,baseline
C02791,D00447,2025-01-01,2026-08-01,13,baseline
C02792,D01007,2025-01-01,2026-08-01,13,baseline
C02793,D00178,2025-01-01,2026-08-01,6,baseline
C02794,D02470,2025-01-01,2026-08-01,19,baseline
C02795,D00449,2025-01-01,2026-08-01,15,baseline
C02796,D01542,2025-01-01,2026-08-01,9,baseline
C02797,D00824,2025-01-01,2026-08-01,1,baseline
C02798,D03762,2025-01-01,2026-08-01,5,baseline
C02799,D00109,2025-01-01,2026-08-01,5,baseline
C02800,D00372,2025-01-01,2026-08-01,19,baseline
C02801,D02774,2025-01-01,2026-08-01,19,baseline
C02802,D00463,2025-01-01,2026-08-01,14,baseline
C02803,D04188,2025-01-01,2026-08-01,9,baseline
C02804,D04161,2025-01-01,2026-08-01,5,baseline
C02805,D01997,2025-01-01,2026-08-01,12,baseline
C02806,D04844,2025-01-01,2026-08-01,9,baseline
C02807,D00964,2025-01-01,2026-08-01,17,baseline
C02808,D01170,2025-01-01,2026-08-01,15,baseline
C02809,D01426,2025-01-01,2026-08-01,20,baseline
C02810,D01889,2025-01-01,2026-08-01,3,baseline
C02811,D02821,2025-01-01,2026-08-01,14,baseline
C02812,D01553,2025-01-01,2026-08-01,14,baseline
C02813,D00948,2025-01-01,2026-08-01,4,baseline
C02814,D04851,2025-01-01,2026-08-01,13,baseline
C02815,D02862,2025-01-01,2026-08-01,12,baseline
C02816,D04869,2025-01-01,2026-08-01,3,baseline
C02817,D04507,2025-01-01,2026-08-01,2,baseline
C02818,D04542,2025-01-01,2026-08-01,11,baseline
C02819,D04046,2025-01-01,2026-08-01,13,baseline
C02820,D02145,2025-01-01,2026-08-01,4,baseline
C02821,D01507,2025-01-01,2026-08-01,12,baseline
C02822,D00912,2025-01-01,2026-08-01,14,baseline
C02823,D00236,2025-01-01,2026-08-01,6,baseline
C02824,D03694,2025-01-01,2026-08-01,8,baseline
C02825,D01781,2025-01-01,2026-08-01,2,baseline
C02826,D03015,2025-01-01,2026-08-01,15,baseline
C02827,D00795,2025-01-01,2026-08-01,5,baseline
C02828,D03511,2025-01-01,2026-08-01,1,baseline
C02829,D03889,2025-01-01,2026-08-01,16,baseline
C02830,D00231,2025-01-01,2026-08-01,11,baseline
C02831,D01279,2025-01-01,2026-08-01,11,baseline
C02832,D00681,2025-01-01,2026-08-01,16,baseline
C02833,D01060,2025-01-01,2026-08-01,16,baseline
C02834,D03974,2025-01-01,2026-08-01,6,baseline
C02835,D03751,2025-01-01,2026-08-01,17,baseline
C02836,D04031,2025-01-01,2026-08-01,5,baseline
C02837,D03719,2025-01-01,2026-08-01,17,baseline
C02838,D03180,2025-01-01,2026-08-01,11,baseline
C02839,D00390,2025-01-01,2026-08-01,7,baseline
C02840,D01402,2025-01-01,2026-08-01,7,baseline
C02841,D02322,2025-01-01,2026-08-01,17,baseline
C02842,D03563,2025-01-01,2026-08-01,14,baseline
C02843,D02609,2025-01-01,2026-08-01,8,baseline
C02844,D04018,2025-01-01,2026-08-01,4,baseline
C02845,D01724,2025-01-01,2026-08-01,5,baseline
C02846,D04820,2025-01-01,2026-08-01,11,baseline
C02847,D00045,2025-01-01,2026-08-01,5,baseline
C02848,D02799,2025-01-01,2026-08-01,11,baseline
C02849,D02856,2025-01-01,2026-08-01,6,baseline
C02850,D01748,2025-01-01,2026-08-01,19,baseline
C02851,D00866,2025-01-01,2026-08-01,11,baseline
C02852,D00651,2025-01-01,2026-08-01,2,baseline
C02853,D00765,2025-01-01,2026-08-01,18,baseline
C02854,D00345,2025-01-01,2026-08-01,16,baseline
C02855,D03952,2025-01-01,2026-08-01,5,baseline
C02856,D04163,2025-01-01,2026-08-01,4,baseline
C02857,D04570,2025-01-01,2026-08-01,19,baseline
C02858,D04572,2025-01-01,2026-08-01,17,baseline
C02859,D00068,2025-01-01,2026-08-01,17,baseline
C02860,D04577,2025-01-01,2026-08-01,11,baseline
C02861,D00342,2025-01-01,2026-08-01,2,baseline
C02862,D04321,2025-01-01,2026-08-01,18,baseline
C02863,D00831,2025-01-01,2026-08-01,8,baseline
C02864,D00258,2025-01-01,2026-08-01,8,baseline
C02865,D00180,2025-01-01,2026-08-01,19,baseline
C02866,D00239,2025-01-01,2026-08-01,7,baseline
C02867,D04041,2025-01-01,2026-08-01,9,baseline
C02868,D03282,2025-01-01,2026-08-01,3,baseline
C02869,D03293,2025-01-01,2026-08-01,19,baseline
C02870,D03691,2025-01-01,2026-08-01,5,baseline
C02871,D00495,2025-01-01,2026-08-01,16,baseline
C02872,D02041,2025-01-01,2026-08-01,10,baseline
C02873,D03520,2025-01-01,2026-08-01,20,baseline
C02874,D04973,2025-01-01,2026-08-01,1,baseline
C02875,D00926,2025-01-01,2026-08-01,2,baseline
C02876,D01771,2025-01-01,2026-08-01,3,baseline
C02877,D01976,2025-01-01,2026-08-01,15,baseline
C02878,D04135,2025-01-01,2026-08-01,2,baseline
C02879,D02197,2025-01-01,2026-08-01,13,baseline
C02880,D00045,2025-01-01,2026-08-01,16,baseline
C02881,D00665,2025-01-01,2026-08-01,20,baseline
C02882,D04803,2025-01-01,2026-08-01,6,baseline
C02883,D02707,2025-01-01,2026-08-01,20,baseline
C02884,D00493,2025-01-01,2026-08-01,6,baseline
C02885,D01724,2025-01-01,2026-08-01,2,baseline
C02886,D04732,2025-01-01,2026-08-01,19,baseline
C02887,D04339,2025-01-01,2026-08-01,2,baseline
C02888,D02647,2025-01-01,2026-08-01,2,baseline
C02889,D02436,2025-01-01,2026-08-01,9,baseline
C02890,D00030,2025-01-01,2026-08-01,4,baseline
C02891,D00550,2025-01-01,2026-08-01,14,baseline
C02892,D00228,2025-01-01,2026-08-01,12,baseline
C02893,D01125,2025-01-01,2026-08-01,3,baseline
C02894,D03885,2025-01-01,2026-08-01,11,baseline
C02895,D02635,2025-01-01,2026-08-01,7,baseline
C02896,D02405,2025-01-01,2026-08-01,6,baseline
C02897,D03497,2025-01-01,2026-08-01,12,baseline
C02898,D03924,2025-01-01,2026-08-01,12,baseline
C02899,D04362,2025-01-01,2026-08-01,9,baseline
C02900,D00786,2025-01-01,2026-08-01,5,baseline
C02901,D01469,2025-01-01,2026-08-01,13,baseline
C02902,D01504,2025-01-01,2026-08-01,10,baseline
C02903,D00669,2025-01-01,2026-08-01,9,baseline
C02904,D02738,2025-01-01,2026-08-01,20,baseline
C02905,D00938,2025-01-01,2026-08-01,17,baseline
C02906,D03321,2025-01-01,2026-08-01,11,baseline
C02907,D02772,2025-01-01,2026-08-01,9,baseline
C02908,D01827,2025-01-01,2026-08-01,20,baseline
C02909,D04653,2025-01-01,2026-08-01,8,baseline
C02910,D00687,2025-01-01,2026-08-01,14,baseline
C02911,D01463,2025-01-01,2026-08-01,16,baseline
C02912,D01165,2025-01-01,2026-08-01,10,baseline
C02913,D03098,2025-01-01,2026-08-01,5,baseline
C02914,D00652,2025-01-01,2026-08-01,3,baseline
C02915,D00161,2025-01-01,2026-08-01,15,baseline
C02916,D03441,2025-01-01,2026-08-01,18,baseline
C02917,D01039,2025-01-01,2026-08-01,7,baseline
C02918,D00967,2025-01-01,2026-08-01,16,baseline
C02919,D00692,2025-01-01,2026-08-01,9,baseline
C02920,D03805,2025-01-01,2026-08-01,11,baseline
C02921,D00268,2025-01-01,2026-08-01,3,baseline
C02922,D03988,2025-01-01,2026-08-01,2,baseline
C02923,D02910,2025-01-01,2026-08-01,15,baseline
C02924,D00844,2025-01-01,2026-08-01,9,baseline
C02925,D00184,2025-01-01,2026-08-01,5,baseline
C02926,D03206,2025-01-01,2026-08-01,15,baseline
C02927,D01024,2025-01-01,2026-08-01,17,baseline
C02928,D02247,2025-01-01,2026-08-01,9,baseline
C02929,D02298,2025-01-01,2026-08-01,5,baseline
C02930,D01845,2025-01-01,2026-08-01,5,baseline
C02931,D01386,2025-01-01,2026-08-01,1,baseline
C02932,D04960,2025-01-01,2026-08-01,11,baseline
C02933,D00669,2025-01-01,2026-08-01,2,baseline
C02934,D02409,2025-01-01,2026-08-01,5,baseline
C02935,D03835,2025-01-01,2026-08-01,20,baseline
C02936,D03882,2025-01-01,2026-08-01,13,baseline
C02937,D01142,2025-01-01,2026-08-01,14,baseline
C02938,D01874,2025-01-01,2026-08-01,7,baseline
C02939,D01658,2025-01-01,2026-08-01,6,baseline
C02940,D03405,2025-01-01,2026-08-01,6,baseline
C02941,D01420,2025-01-01,2026-08-01,15,baseline
C02942,D00679,2025-01-01,2026-08-01,10,baseline
C02943,D02724,2025-01-01,2026-08-01,12,baseline
C02944,D03556,2025-01-01,2026-08-01,5,baseline
C02945,D03837,2025-01-01,2026-08-01,15,baseline
C02946,D00564,2025-01-01,2026-08-01,13,baseline
C02947,D03447,2025-01-01,2026-08-01,19,baseline
C02948,D02285,2025-01-01,2026-08-01,19,baseline
C02949,D00715,2025-01-01,2026-08-01,15,baseline
C02950,D03244,2025-01-01,2026-08-01,9,baseline
C02951,D03699,2025-01-01,2026-08-01,17,baseline
C02952,D00462,2025-01-01,2026-08-01,16,baseline
C02953,D02712,2025-01-01,2026-08-01,5,baseline
C02954,D04085,2025-01-01,2026-08-01,11,baseline
C02955,D00154,2025-01-01,2026-08-01,9,baseline
C02956,D02254,2025-01-01,2026-08-01,18,baseline
C02957,D03785,2025-01-01,2026-08-01,3,baseline
C02958,D01723,2025-01-01,2026-08-01,2,baseline
C02959,D03988,2025-01-01,2026-08-01,14,baseline
C02960,D00920,2025-01-01,2026-08-01,16,baseline
C02961,D04142,2025-01-01,2026-08-01,4,baseline
C02962,D03756,2025-01-01,2026-08-01,9,baseline
