refund_id,txn_id,requested_at,reason_code,approved
RF0013847,T0013847,2026-03-14 05:17:00,product_issue,True
RF0013851,T0013851,2026-04-27 17:23:00,product_issue,True
RF0013871,T0013871,2026-05-25 00:44:00,duplicate,True
RF0013916,T0013916,2026-03-13 21:46:00,customer_request,True
RF0013963,T0013963,2026-02-22 12:16:00,other,True
RF0014010,T0014010,2026-06-17 20:00:00,duplicate,True
RF0014016,T0014016,2026-02-25 08:59:00,product_issue,True
RF0014025,T0014025,2026-06-24 09:50:00,other,True
RF0014028,T0014028,2026-01-12 22:08:00,product_issue,True
RF0014030,T0014030,2026-07-06 01:48:00,customer_request,True
RF0014033,T0014033,2026-01-09 13:42:00,product_issue,True
RF0014034,T0014034,2026-05-24 18:09:00,customer_request,True
RF0014040,T0014040,2026-02-13 05:54:00,product_issue,True
RF0014050,T0014050,2026-01-04 10:14:00,product_issue,True
RF0014060,T0014060,2026-03-13 17:39:00,product_issue,True
RF0014087,T0014087,2026-07-28 03:07:00,duplicate,True
RF0014136,T0014136,2026-01-20 05:45:00,product_issue,True
RF0014165,T0014165,2026-02-27 03:35:00,other,True
RF0014182,T0014182,2026-03-08 03:04:00,customer_request,True
RF0014185,T0014185,2026-07-11 09:31:00,customer_request,True
RF0014187,T0014187,2026-05-28 07:31:00,customer_request,True
RF0014188,T0014188,2026-05-31 04:06:00,customer_request,True
RF0014196,T0014196,2026-07-16 18:46:00,other,True
RF0014199,T0014199,2026-03-11 00:50:00,other,True
RF0014209,T0014209,2026-05-11 10:49:00,product_issue,True
RF0014218,T0014218,2026-04-16 06:04:00,product_issue,True
RF0014219,T0014219,2026-04-28 07:34:00,customer_request,True
RF0014236,T0014236,2026-07-19 14:42:00,other,True
RF0014246,T0014246,2026-08-01 07:38:00,customer_request,True
RF0014254,T0014254,2026-01-11 19:27:00,other,True
RF0014265,T0014265,2026-07-07 11:39:00,duplicate,True
RF0014281,T0014281,2026-01-25 00:48:00,product_issue,True
RF0014301,T0014301,2026-02-01 01:55:00,other,True
RF0014308,T0014308,2026-04-16 21:44:00,other,True
RF0014327,T0014327,2026-04-17 00:49:00,product_issue,True
RF0014353,T0014353,2026-05-29 11:59:00,product_issue,True
RF0014357,T0014357,2026-03-21 04:00:00,customer_request,True
RF0014371,T0014371,2026-04-30 22:28:00,product_issue,True
RF0014373,T0014373,2026-03-12 09:03:00,duplicate,True
RF0014376,T0014376,2026-05-30 14:44:00,customer_request,True
RF0014377,T0014377,2026-03-19 21:04:00,duplicate,True
RF0014383,T0014383,2026-01-19 19:08:00,other,True
RF0014384,T0014384,2026-01-04 18:15:00,duplicate,True
RF0014388,T0014388,2026-03-08 00:20:00,other,True
RF0014393,T0014393,2026-05-06 13:53:00,other,True
RF0014401,T0014401,2026-03-16 16:33:00,customer_request,True
RF0014408,T0014408,2026-02-07 05:38:00,duplicate,True
RF0014409,T0014409,2026-04-24 21:22:00,customer_request,True
RF0014415,T0014415,2026-01-09 08:54:00,other,True
RF0014450,T0014450,2026-04-12 16:42:00,other,True
RF0014469,T0014469,2026-02-22 05:21:00,customer_request,True
RF0014480,T0014480,2026-01-11 20:20:00,customer_request,True
RF0014523,T0014523,2026-05-22 17:09:00,customer_request,True
RF0014524,T0014524,2026-02-08 12:37:00,customer_request,True
RF0014526,T0014526,2026-01-12 20:20:00,duplicate,True
RF0014542,T0014542,2026-02-13 09:43:00,other,True
RF0014549,T0014549,2026-07-08 11:55:00,other,True
RF0014558,T0014558,2026-04-24 17:08:00,product_issue,True
RF0014559,T0014559,2026-07-31 03:28:00,other,True
RF0014567,T0014567,2026-06-26 11:27:00,other,True
RF0014582,T0014582,2026-05-29 04:18:00,customer_request,True
RF0014597,T0014597,2026-07-03 17:09:00,other,True
RF0014609,T0014609,2026-02-12 21:44:00,customer_request,True
RF0014629,T0014629,2026-01-18 15:34:00,customer_request,True
RF0014647,T0014647,2026-03-16 22:47:00,product_issue,True
RF0014656,T0014656,2026-07-15 21:27:00,duplicate,True
RF0014664,T0014664,2026-05-08 10:43:00,customer_request,True
RF0014675,T0014675,2026-01-15 12:18:00,customer_request,True
RF0014676,T0014676,2026-01-07 18:41:00,product_issue,True
RF0014701,T0014701,2026-07-02 06:57:00,duplicate,True
RF0014706,T0014706,2026-02-24 21:33:00,customer_request,True
RF0014725,T0014725,2026-07-17 17:50:00,product_issue,True
RF0014737,T0014737,2026-04-19 18:40:00,other,True
RF0014738,T0014738,2026-04-13 23:45:00,product_issue,True
RF0014751,T0014751,2026-06-12 12:08:00,other,True
RF0014753,T0014753,2026-06-29 16:05:00,other,True
RF0014758,T0014758,2026-01-09 04:44:00,customer_request,True
RF0014764,T0014764,2026-07-07 11:13:00,customer_request,True
RF0014779,T0014779,2026-05-07 00:56:00,customer_request,True
RF0014782,T0014782,2026-01-17 00:23:00,other,True
RF0014783,T0014783,2026-01-19 18:49:00,duplicate,True
RF0014789,T0014789,2026-03-05 00:13:00,duplicate,True
RF0014794,T0014794,2026-07-13 12:27:00,customer_request,True
RF0014799,T0014799,2026-01-05 21:10:00,other,True
RF0014828,T0014828,2026-02-04 11:32:00,product_issue,True
RF0014830,T0014830,2026-05-19 19:08:00,product_issue,True
RF0014831,T0014831,2026-04-14 22:11:00,customer_request,True
RF0014832,T0014832,2026-03-04 18:53:00,other,True
RF0014837,T0014837,2026-05-10 00:56:00,duplicate,True
RF0014846,T0014846,2026-01-13 13:56:00,customer_request,True
RF0014855,T0014855,2026-04-03 15:44:00,product_issue,True
RF0014865,T0014865,2026-06-05 02:26:00,product_issue,True
RF0014870,T0014870,2026-05-17 18:33:00,duplicate,True
RF0014892,T0014892,2026-03-13 19:36:00,other,True
RF0014935,T0014935,2026-05-02 05:27:00,customer_request,True
RF0014938,T0014938,2026-06-18 05:38:00,other,True
RF0014941,T0014941,2026-01-21 21:18:00,duplicate,True
RF0014953,T0014953,2026-03-09 15:18:00,customer_request,True
RF0014973,T0014973,2026-06-10 23:33:00,duplicate,True
RF0014975,T0014975,2026-05-08 09:16:00,customer_request,True
RF0014986,T0014986,2026-06-19 09:26:00,product_issue,True
RF0015002,T0015002,2026-05-14 12:18:00,duplicate,True
RF0015033,T0015033,2026-06-14 05:41:00,duplicate,True
RF0015047,T0015047,2026-02-27 23:53:00,product_issue,True
RF0015051,T0015051,2026-03-06 20:14:00,duplicate,True
RF0015052,T0015052,2026-04-30 12:51:00,other,True
RF0015055,T0015055,2026-01-07 02:20:00,duplicate,True
RF0015084,T0015084,2026-03-13 13:00:00,duplicate,True
RF0015091,T0015091,2026-05-15 12:05:00,customer_request,True
RF0015096,T0015096,2026-07-31 04:01:00,other,True
RF0015100,T0015100,2026-02-07 10:17:00,other,True
RF0015105,T0015105,2026-04-04 14:05:00,duplicate,True
RF0015137,T0015137,2026-04-26 03:28:00,other,True
RF0015167,T0015167,2026-05-24 16:21:00,duplicate,True
RF0015172,T0015172,2026-01-27 02:10:00,duplicate,True
RF0015177,T0015177,2026-01-10 20:09:00,product_issue,True
RF0015189,T0015189,2026-01-22 04:23:00,customer_request,True
RF0015196,T0015196,2026-04-21 00:13:00,other,True
RF0015205,T0015205,2026-05-01 04:06:00,product_issue,True
RF0015207,T0015207,2026-07-04 20:04:00,customer_request,True
RF0015223,T0015223,2026-05-22 14:52:00,other,True
RF0015260,T0015260,2026-07-28 11:57:00,other,True
RF0015261,T0015261,2026-05-02 09:06:00,product_issue,True
RF0015278,T0015278,2026-04-23 16:01:00,duplicate,True
RF0015284,T0015284,2026-05-03 08:26:00,other,True
RF0015288,T0015288,2026-06-27 15:07:00,other,True
RF0015307,T0015307,2026-01-29 19:17:00,customer_request,True
RF0015318,T0015318,2026-04-23 19:08:00,customer_request,True
RF0015321,T0015321,2026-06-15 19:17:00,duplicate,True
RF0015340,T0015340,2026-03-01 22:12:00,other,True
RF0015359,T0015359,2026-04-13 17:41:00,product_issue,True
RF0015366,T0015366,2026-05-15 20:12:00,product_issue,True
RF0015376,T0015376,2026-01-15 20:41:00,customer_request,True
RF0015389,T0015389,2026-06-27 23:08:00,product_issue,True
RF0015397,T0015397,2026-06-14 19:11:00,product_issue,True
RF0015423,T0015423,2026-04-13 22:20:00,duplicate,True
RF0015427,T0015427,2026-01-13 15:59:00,customer_request,True
RF0015442,T0015442,2026-05-05 19:44:00,product_issue,True
RF0015448,T0015448,2026-03-07 03:48:00,duplicate,True
RF0015453,T0015453,2026-05-16 05:53:00,customer_request,True
RF0015464,T0015464,2026-04-12 21:26:00,customer_request,True
RF0015475,T0015475,2026-06-12 00:46:00,customer_request,True
RF0015487,T0015487,2026-02-03 16:19:00,duplicate,True
RF0015491,T0015491,2026-05-18 22:18:00,duplicate,True
RF0015493,T0015493,2026-02-17 23:33:00,duplicate,True
RF0015499,T0015499,2026-07-22 23:18:00,customer_request,True
RF0015525,T0015525,2026-06-26 15:47:00,customer_request,True
RF0015544,T0015544,2026-07-25 08:37:00,product_issue,True
RF0015547,T0015547,2026-04-02 18:35:00,customer_request,True
RF0015564,T0015564,2026-04-14 23:14:00,other,True
RF0015592,T0015592,2026-02-23 18:09:00,duplicate,True
RF0015593,T0015593,2026-02-13 15:15:00,customer_request,True
RF0015616,T0015616,2026-05-25 19:38:00,product_issue,True
RF0015626,T0015626,2026-06-07 07:23:00,duplicate,True
RF0015629,T0015629,2026-03-20 03:21:00,product_issue,True
RF0015631,T0015631,2026-02-22 03:58:00,product_issue,True
RF0015670,T0015670,2026-02-28 20:49:00,other,True
RF0015685,T0015685,2026-03-15 23:55:00,product_issue,True
RF0015686,T0015686,2026-07-12 02:58:00,product_issue,True
RF0015707,T0015707,2026-01-14 04:19:00,other,True
RF0015732,T0015732,2026-05-22 08:31:00,customer_request,True
RF0015736,T0015736,2026-05-17 12:04:00,other,True
RF0015740,T0015740,2026-04-21 18:04:00,product_issue,True
RF0015741,T0015741,2026-02-22 07:17:00,duplicate,True
RF0015748,T0015748,2026-04-20 08:59:00,duplicate,True
RF0015750,T0015750,2026-01-07 23:49:00,customer_request,True
RF0015756,T0015756,2026-04-22 18:57:00,customer_request,True
RF0015757,T0015757,2026-07-15 22:02:00,product_issue,True
RF0015761,T0015761,2026-07-04 17:36:00,duplicate,True
RF0015784,T0015784,2026-03-09 19:10:00,duplicate,True
RF0015796,T0015796,2026-03-06 14:35:00,product_issue,True
RF0015811,T0015811,2026-03-19 03:16:00,other,True
RF0015817,T0015817,2026-04-02 01:50:00,product_issue,True
RF0015820,T0015820,2026-07-04 04:07:00,product_issue,True
RF0015871,T0015871,2026-06-12 02:50:00,duplicate,True
RF0015876,T0015876,2026-02-07 13:56:00,other,True
RF0015880,T0015880,2026-01-21 23:42:00,other,True
RF0015890,T0015890,2026-03-11 10:53:00,customer_request,True
RF0015901,T0015901,2026-05-25 08:31:00,product_issue,True
RF0015905,T0015905,2026-06-29 00:11:00,duplicate,True
RF0015909,T0015909,2026-05-18 07:58:00,product_issue,True
RF0015922,T0015922,2026-03-31 03:26:00,product_issue,True
RF0015927,T0015927,2026-06-13 01:27:00,product_issue,True
RF0015931,T0015931,2026-05-07 14:25:00,product_issue,True
RF0015941,T0015941,2026-02-18 12:44:00,customer_request,True
RF0015943,T0015943,2026-04-25 04:50:00,other,True
RF0015948,T0015948,2026-06-22 16:39:00,other,True
RF0015952,T0015952,2026-05-15 15:05:00,other,True
RF0015955,T0015955,2026-05-26 00:52:00,duplicate,True
RF0015959,T0015959,2026-03-02 10:42:00,customer_request,True
RF0015977,T0015977,2026-05-07 00:30:00,duplicate,True
RF0015981,T0015981,2026-03-07 00:39:00,product_issue,True
RF0015982,T0015982,2026-04-13 17:05:00,other,True
RF0016017,T0016017,2026-07-31 11:34:00,duplicate,True
RF0016041,T0016041,2026-02-19 04:14:00,product_issue,True
RF0016047,T0016047,2026-01-23 21:48:00,customer_request,True
RF0016048,T0016048,2026-01-02 18:10:00,duplicate,True
RF0016055,T0016055,2026-02-20 15:27:00,customer_request,True
RF0016108,T0016108,2026-03-23 05:25:00,duplicate,True
RF0016115,T0016115,2026-03-08 00:50:00,other,True
RF0016118,T0016118,2026-07-31 13:54:00,duplicate,True
RF0016121,T0016121,2026-03-25 04:27:00,duplicate,True
RF0016135,T0016135,2026-06-22 07:46:00,customer_request,True
RF0016151,T0016151,2026-02-05 12:38:00,customer_request,True
RF0016157,T0016157,2026-04-11 15:51:00,other,True
RF0016163,T0016163,2026-07-02 00:16:00,customer_request,True
RF0016164,T0016164,2026-05-09 01:34:00,duplicate,True
RF0016165,T0016165,2026-07-10 19:38:00,duplicate,True
RF0016167,T0016167,2026-05-08 08:11:00,duplicate,True
RF0016192,T0016192,2026-03-04 09:34:00,duplicate,True
RF0016194,T0016194,2026-05-20 17:52:00,duplicate,True
RF0016196,T0016196,2026-06-23 23:24:00,product_issue,True
RF0016209,T0016209,2026-03-09 11:22:00,other,True
RF0016216,T0016216,2026-01-16 06:18:00,duplicate,True
RF0016217,T0016217,2026-07-12 20:07:00,other,True
RF0016218,T0016218,2026-02-13 04:31:00,product_issue,True
RF0016219,T0016219,2026-02-19 00:52:00,product_issue,True
RF0016224,T0016224,2026-03-05 10:14:00,duplicate,True
RF0016249,T0016249,2026-05-24 10:03:00,product_issue,True
RF0016284,T0016284,2026-03-18 13:01:00,other,True
RF0016285,T0016285,2026-06-16 11:41:00,product_issue,True
RF0016292,T0016292,2026-06-19 06:52:00,other,True
RF0016301,T0016301,2026-02-06 17:58:00,duplicate,True
RF0016315,T0016315,2026-06-29 08:51:00,duplicate,True
RF0016321,T0016321,2026-02-06 00:04:00,customer_request,True
RF0016335,T0016335,2026-07-31 07:01:00,other,True
RF0016372,T0016372,2026-04-15 09:36:00,product_issue,True
RF0016408,T0016408,2026-05-09 08:21:00,duplicate,True
RF0016410,T0016410,2026-03-03 05:25:00,duplicate,True
RF0016429,T0016429,2026-03-06 09:58:00,customer_request,True
RF0016443,T0016443,2026-05-15 20:51:00,customer_request,True
RF0016456,T0016456,2026-01-15 08:48:00,customer_request,True
RF0016463,T0016463,2026-07-26 07:09:00,other,True
RF0016466,T0016466,2026-07-25 00:08:00,other,True
RF0016468,T0016468,2026-03-16 19:02:00,customer_request,True
RF0016482,T0016482,2026-07-17 01:25:00,customer_request,True
RF0016484,T0016484,2026-06-17 18:29:00,product_issue,True
RF0016487,T0016487,2026-07-14 01:01:00,other,True
RF0016492,T0016492,2026-02-04 14:54:00,customer_request,True
RF0016498,T0016498,2026-02-05 16:42:00,product_issue,True
RF0016515,T0016515,2026-02-27 10:19:00,other,True
RF0016522,T0016522,2026-06-23 23:23:00,other,True
RF0016538,T0016538,2026-07-08 23:08:00,other,True
RF0016550,T0016550,2026-01-28 23:41:00,other,True
RF0016552,T0016552,2026-06-25 05:41:00,product_issue,True
RF0016559,T0016559,2026-04-26 16:37:00,customer_request,True
RF0016561,T0016561,2026-07-03 15:11:00,duplicate,True
RF0016572,T0016572,2026-05-31 14:24:00,product_issue,True
RF0016587,T0016587,2026-01-03 00:12:00,customer_request,True
RF0016602,T0016602,2026-06-07 16:44:00,duplicate,True
RF0016618,T0016618,2026-07-20 15:27:00,duplicate,True
RF0016627,T0016627,2026-05-19 21:31:00,other,True
RF0016629,T0016629,2026-07-18 03:16:00,other,True
RF0016631,T0016631,2026-03-01 02:36:00,other,True
RF0016633,T0016633,2026-04-29 00:32:00,customer_request,True
RF0016634,T0016634,2026-05-16 12:44:00,other,True
RF0016635,T0016635,2026-01-14 07:36:00,customer_request,True
RF0016638,T0016638,2026-03-09 09:19:00,product_issue,True
RF0016653,T0016653,2026-05-31 15:34:00,duplicate,True
RF0016655,T0016655,2026-06-28 10:39:00,duplicate,True
RF0016661,T0016661,2026-06-25 06:00:00,other,True
RF0016673,T0016673,2026-01-27 23:06:00,customer_request,True
RF0016675,T0016675,2026-05-24 18:33:00,customer_request,True
RF0016682,T0016682,2026-05-21 12:29:00,duplicate,True
RF0016685,T0016685,2026-01-11 02:50:00,other,True
RF0016702,T0016702,2026-06-25 15:28:00,product_issue,True
RF0016708,T0016708,2026-05-01 12:01:00,customer_request,True
RF0016711,T0016711,2026-07-26 11:45:00,customer_request,True
RF0016712,T0016712,2026-02-04 08:28:00,duplicate,True
RF0016715,T0016715,2026-07-21 01:45:00,other,True
RF0016726,T0016726,2026-07-08 09:42:00,customer_request,True
RF0016730,T0016730,2026-01-23 15:00:00,duplicate,True
RF0016748,T0016748,2026-07-28 13:50:00,other,True
RF0016753,T0016753,2026-01-23 10:00:00,duplicate,True
RF0016763,T0016763,2026-03-03 06:00:00,other,True
RF0016771,T0016771,2026-02-17 15:51:00,duplicate,True
RF0016779,T0016779,2026-07-29 12:16:00,other,True
RF0016783,T0016783,2026-03-05 02:08:00,product_issue,True
RF0016813,T0016813,2026-03-18 17:21:00,product_issue,True
RF0016820,T0016820,2026-06-17 23:39:00,duplicate,True
RF0016822,T0016822,2026-02-07 23:31:00,duplicate,True
RF0016827,T0016827,2026-03-19 10:42:00,customer_request,True
RF0016832,T0016832,2026-02-05 14:59:00,duplicate,True
RF0016854,T0016854,2026-02-27 04:42:00,duplicate,True
RF0016874,T0016874,2026-06-24 21:57:00,customer_request,True
RF0016876,T0016876,2026-03-14 04:58:00,product_issue,True
RF0016884,T0016884,2026-05-23 06:25:00,duplicate,True
RF0016905,T0016905,2026-05-30 10:33:00,product_issue,True
RF0016911,T0016911,2026-01-09 22:44:00,customer_request,True
RF0016914,T0016914,2026-04-03 20:07:00,duplicate,True
RF0016916,T0016916,2026-05-30 08:50:00,duplicate,True
RF0016920,T0016920,2026-06-15 16:04:00,duplicate,True
RF0016940,T0016940,2026-07-11 19:30:00,other,True
RF0016958,T0016958,2026-05-26 16:29:00,duplicate,True
RF0016965,T0016965,2026-07-29 15:42:00,duplicate,True
RF0016971,T0016971,2026-07-06 15:13:00,customer_request,True
RF0016994,T0016994,2026-06-16 01:52:00,duplicate,True
RF0017015,T0017015,2026-01-16 18:25:00,customer_request,True
RF0017018,T0017018,2026-07-03 02:24:00,customer_request,True
RF0017020,T0017020,2026-05-17 19:19:00,duplicate,True
RF0017026,T0017026,2026-05-17 20:52:00,other,True
RF0017032,T0017032,2026-05-16 07:44:00,product_issue,True
RF0017045,T0017045,2026-05-15 06:05:00,duplicate,True
RF0017074,T0017074,2026-05-31 22:15:00,product_issue,True
RF0017075,T0017075,2026-05-06 12:15:00,other,True
RF0017082,T0017082,2026-07-23 21:47:00,duplicate,True
RF0017087,T0017087,2026-04-22 14:14:00,customer_request,True
RF0017098,T0017098,2026-03-28 05:45:00,duplicate,True
RF0017112,T0017112,2026-06-08 21:56:00,customer_request,True
RF0017130,T0017130,2026-03-24 19:14:00,duplicate,True
RF0017131,T0017131,2026-05-03 11:43:00,duplicate,True
RF0017137,T0017137,2026-05-08 16:31:00,product_issue,True
RF0017149,T0017149,2026-07-03 07:56:00,other,True
RF0017163,T0017163,2026-01-17 09:51:00,customer_request,True
RF0017168,T0017168,2026-06-11 06:52:00,customer_request,True
RF0017170,T0017170,2026-04-27 03:43:00,other,True
RF0017196,T0017196,2026-04-08 04:47:00,customer_request,True
RF0017212,T0017212,2026-03-16 13:31:00,other,True
RF0017223,T0017223,2026-03-23 00:35:00,duplicate,True
RF0017242,T0017242,2026-05-14 09:26:00,customer_request,True
RF0017266,T0017266,2026-01-30 17:22:00,other,True
RF0017271,T0017271,2026-02-02 15:47:00,other,True
RF0017279,T0017279,2026-07-10 16:45:00,product_issue,True
RF0017288,T0017288,2026-02-05 15:52:00,duplicate,True
RF0017297,T0017297,2026-05-30 15:20:00,duplicate,True
RF0017311,T0017311,2026-05-31 08:31:00,customer_request,True
RF0017339,T0017339,2026-03-06 16:05:00,product_issue,True
RF0017343,T0017343,2026-03-01 09:47:00,customer_request,True
RF0017345,T0017345,2026-04-02 17:56:00,duplicate,True
RF0017347,T0017347,2026-03-21 19:10:00,other,True
RF0017359,T0017359,2026-01-03 00:06:00,product_issue,True
RF0017385,T0017385,2026-07-12 21:51:00,product_issue,True
RF0017398,T0017398,2026-03-16 05:55:00,other,True
RF0017402,T0017402,2026-02-07 06:27:00,customer_request,True
RF0017410,T0017410,2026-03-30 20:32:00,customer_request,True
RF0017413,T0017413,2026-07-04 05:00:00,product_issue,True
RF0017418,T0017418,2026-06-23 08:07:00,other,True
RF0017419,T0017419,2026-05-18 03:30:00,product_issue,True
RF0017424,T0017424,2026-05-12 05:30:00,product_issue,True
RF0017428,T0017428,2026-03-01 16:52:00,other,True
RF0017436,T0017436,2026-04-11 08:50:00,customer_request,True
RF0017463,T0017463,2026-04-16 22:41:00,duplicate,True
RF0017508,T0017508,2026-07-05 18:57:00,customer_request,True
RF0017528,T0017528,2026-04-26 23:48:00,duplicate,True
RF0017531,T0017531,2026-02-11 17:17:00,customer_request,True
RF0017537,T0017537,2026-07-26 13:42:00,customer_request,True
RF0017543,T0017543,2026-06-14 00:36:00,product_issue,True
RF0017545,T0017545,2026-06-10 01:17:00,duplicate,True
RF0017547,T0017547,2026-05-01 22:02:00,product_issue,True
RF0017559,T0017559,2026-01-23 03:46:00,other,True
RF0017563,T0017563,2026-05-15 03:51:00,customer_request,True
RF0017567,T0017567,2026-02-18 03:26:00,customer_request,True
RF0017574,T0017574,2026-03-14 22:49:00,duplicate,True
RF0017594,T0017594,2026-05-24 04:58:00,customer_request,True
RF0017607,T0017607,2026-03-30 20:44:00,other,True
RF0017610,T0017610,2026-06-16 08:02:00,other,True
RF0017612,T0017612,2026-03-16 17:14:00,duplicate,True
RF0017618,T0017618,2026-06-08 13:40:00,duplicate,True
RF0017663,T0017663,2026-06-06 08:31:00,duplicate,True
RF0017679,T0017679,2026-06-15 14:24:00,other,True
RF0017701,T0017701,2026-02-17 12:04:00,duplicate,True
RF0017706,T0017706,2026-02-25 16:21:00,other,True
RF0017709,T0017709,2026-06-26 18:02:00,duplicate,True
RF0017727,T0017727,2026-06-22 06:15:00,customer_request,True
RF0017733,T0017733,2026-06-17 13:59:00,duplicate,True
RF0017740,T0017740,2026-07-25 19:30:00,duplicate,True
RF0017741,T0017741,2026-01-31 16:48:00,duplicate,True
RF0017747,T0017747,2026-01-09 14:41:00,other,True
RF0017765,T0017765,2026-01-06 01:30:00,product_issue,True
RF0017772,T0017772,2026-07-17 02:38:00,other,True
RF0017777,T0017777,2026-01-26 19:59:00,customer_request,True
RF0017784,T0017784,2026-06-04 04:24:00,product_issue,True
RF0017808,T0017808,2026-05-30 17:44:00,customer_request,True
RF0017809,T0017809,2026-02-10 00:41:00,other,True
RF0017828,T0017828,2026-04-18 18:27:00,duplicate,True
RF0017831,T0017831,2026-04-21 23:36:00,customer_request,True
RF0017832,T0017832,2026-05-19 18:24:00,duplicate,True
RF0017836,T0017836,2026-04-25 11:30:00,product_issue,True
RF0017851,T0017851,2026-05-27 09:23:00,other,True
RF0017854,T0017854,2026-02-21 05:42:00,duplicate,True
RF0017864,T0017864,2026-05-17 16:02:00,other,True
RF0017871,T0017871,2026-01-24 01:11:00,product_issue,True
RF0017883,T0017883,2026-01-28 14:13:00,customer_request,True
RF0017912,T0017912,2026-05-29 19:08:00,customer_request,True
RF0017936,T0017936,2026-07-10 21:39:00,customer_request,True
RF0017941,T0017941,2026-04-06 11:43:00,other,True
RF0017949,T0017949,2026-07-15 22:37:00,duplicate,True
RF0017951,T0017951,2026-03-12 05:03:00,product_issue,True
RF0017961,T0017961,2026-07-22 14:42:00,product_issue,True
RF0017973,T0017973,2026-03-11 04:10:00,product_issue,True
RF0017983,T0017983,2026-04-22 14:06:00,customer_request,True
RF0017989,T0017989,2026-05-14 23:00:00,product_issue,True
RF0017996,T0017996,2026-07-14 15:34:00,duplicate,True
RF0018010,T0018010,2026-02-22 19:52:00,other,True
RF0018040,T0018040,2026-03-05 16:00:00,duplicate,True
RF0018062,T0018062,2026-07-20 06:05:00,product_issue,True
RF0018081,T0018081,2026-04-12 01:10:00,customer_request,True
RF0018089,T0018089,2026-07-02 02:09:00,duplicate,True
RF0018097,T0018097,2026-06-03 01:33:00,customer_request,True
RF0018101,T0018101,2026-03-13 07:59:00,product_issue,True
RF0018109,T0018109,2026-01-04 19:41:00,customer_request,True
RF0018115,T0018115,2026-01-04 04:26:00,duplicate,True
RF0018117,T0018117,2026-05-25 10:51:00,product_issue,True
RF0018123,T0018123,2026-04-08 18:09:00,other,True
RF0018127,T0018127,2026-04-03 14:51:00,product_issue,True
RF0018129,T0018129,2026-01-04 09:56:00,duplicate,True
RF0018146,T0018146,2026-03-05 15:53:00,customer_request,True
RF0018148,T0018148,2026-04-07 01:26:00,customer_request,True
RF0018150,T0018150,2026-04-30 22:04:00,other,True
RF0018168,T0018168,2026-05-12 09:08:00,other,True
RF0018180,T0018180,2026-04-05 19:41:00,duplicate,True
RF0018213,T0018213,2026-01-08 18:30:00,product_issue,True
RF0018218,T0018218,2026-07-29 04:53:00,customer_request,True
RF0018236,T0018236,2026-03-26 02:03:00,other,True
RF0018245,T0018245,2026-04-13 05:20:00,other,True
RF0018255,T0018255,2026-03-15 09:10:00,duplicate,True
RF0018276,T0018276,2026-05-20 05:01:00,duplicate,True
RF0018284,T0018284,2026-01-14 10:13:00,duplicate,True
RF0018286,T0018286,2026-04-09 23:32:00,duplicate,True
RF0018299,T0018299,2026-06-12 21:44:00,product_issue,True
RF0018302,T0018302,2026-02-16 19:33:00,customer_request,True
RF0018313,T0018313,2026-03-16 07:24:00,duplicate,True
RF0018326,T0018326,2026-02-05 13:52:00,product_issue,True
RF0018328,T0018328,2026-01-28 01:48:00,product_issue,True
RF0018329,T0018329,2026-05-07 22:14:00,customer_request,True
RF0018332,T0018332,2026-02-26 12:12:00,product_issue,True
RF0018338,T0018338,2026-07-08 09:07:00,product_issue,True
RF0018342,T0018342,2026-01-03 23:33:00,other,True
RF0018354,T0018354,2026-01-12 23:39:00,other,True
RF0018366,T0018366,2026-01-25 01:38:00,other,True
RF0018369,T0018369,2026-03-04 06:14:00,customer_request,True
RF0018383,T0018383,2026-04-13 17:17:00,product_issue,True
RF0018391,T0018391,2026-06-06 18:13:00,product_issue,True
RF0018406,T0018406,2026-03-15 23:37:00,duplicate,True
RF0018411,T0018411,2026-06-11 21:00:00,product_issue,True
RF0018420,T0018420,2026-06-14 07:00:00,duplicate,True
RF0018426,T0018426,2026-03-05 15:28:00,product_issue,True
RF0018436,T0018436,2026-05-19 18:21:00,other,True
RF0018448,T0018448,2026-01-28 03:55:00,duplicate,True
RF0018449,T0018449,2026-06-25 10:34:00,product_issue,True
RF0018453,T0018453,2026-01-02 22:17:00,duplicate,True
RF0018479,T0018479,2026-04-26 03:20:00,customer_request,True
RF0018484,T0018484,2026-06-12 00:20:00,duplicate,True
RF0018487,T0018487,2026-03-05 01:08:00,other,True
RF0018499,T0018499,2026-01-13 15:05:00,product_issue,True
RF0018514,T0018514,2026-07-14 01:28:00,product_issue,True
RF0018517,T0018517,2026-05-18 10:52:00,duplicate,True
RF0018519,T0018519,2026-07-18 22:33:00,other,True
RF0018529,T0018529,2026-04-08 13:35:00,product_issue,True
RF0018540,T0018540,2026-05-18 22:09:00,other,True
RF0018544,T0018544,2026-01-27 17:02:00,other,True
RF0018547,T0018547,2026-03-24 22:43:00,customer_request,True
RF0018558,T0018558,2026-03-17 21:25:00,duplicate,True
RF0018560,T0018560,2026-06-18 15:05:00,product_issue,True
RF0018568,T0018568,2026-01-21 13:36:00,customer_request,True
RF0018580,T0018580,2026-04-26 23:41:00,other,True
RF0018585,T0018585,2026-04-12 20:05:00,product_issue,True
RF0018588,T0018588,2026-04-07 15:19:00,product_issue,True
RF0018594,T0018594,2026-01-08 07:39:00,duplicate,True
RF0018600,T0018600,2026-04-30 13:46:00,customer_request,True
RF0018615,T0018615,2026-06-09 19:22:00,duplicate,True
